어종,산지,규격,포장,수량,중량,낙찰고가,낙찰저가,평균가,year,month,date
(선)명태,일본,중,S/P,5,10.0,"60,000","60,000","60,000",2021,1,2021-01-01
(냉)명태,러시아,6통,PAN(펜),"2,117",21.5,"33,600","24,500","25,700",2021,1,2021-01-01
(냉)명태,러시아,4통,PAN(펜),246,21.5,"47,200","46,700","46,900",2021,1,2021-01-01
(냉)명태,러시아,9통,PAN(펜),220,21.5,"30,500","30,500","30,500",2021,1,2021-01-01
(냉)명태,러시아,3통,PAN(펜),331,21.5,"51,900","41,000","42,000",2021,1,2021-01-01
(냉)명태,러시아,7통,PAN(펜),"5,533",21.5,"80,000","24,500","24,800",2021,1,2021-01-01
(냉)명태,러시아,5통,PAN(펜),"1,310",21.5,"38,700","24,000","29,800",2021,1,2021-01-01
(냉)명태,러시아,8통,PAN(펜),"2,540",21.5,"34,700","26,000","26,100",2021,1,2021-01-01
(냉)명태,러시아,5통,PAN(펜),350,11.0,"27,000","26,900","26,900",2021,1,2021-01-01
(냉)명태,러시아,6통,PAN(펜),350,11.0,"20,700","20,600","20,600",2021,1,2021-01-01
(냉)명태(H/G),러시아,700/800,PAN(펜),10,16.0,"43,500","43,500","43,500",2021,1,2021-01-01
(냉)명태포,러시아,중,CT/(BT),30,7.5,"25,500","25,500","25,500",2021,1,2021-01-01
(냉)명태포,러시아,중,CT/(BT),5,7.0,"30,000","30,000","30,000",2021,1,2021-01-01
(냉)명태포,러시아,소,CT/(BT),10,10.0,"42,000","42,000","42,000",2021,1,2021-01-01
(냉)명태포,러시아,중,CT/(BT),60,10.0,"45,000","45,000","45,000",2021,1,2021-01-01
(냉)명태포,러시아,중,CT/(BT),390,6.0,"32,200","26,300","28,200",2021,1,2021-01-01
(냉)명태포,러시아,12/15,CT/(BT),205,10.0,"58,500","53,500","57,700",2021,1,2021-01-01
(냉)명태,러시아,6통,PAN(펜),"1,050",21.5,"33,100","24,500","26,400",2021,2,2021-02-01
