일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,18.318.318.418.418.418.418.218.418.218.318.318.318.218.218.218.218.218.218.218.218.218.218.218.2,18.4,18.3,18.2
02,18.118.118.218.218.218.218.218.218.118.218.218.218.218.218.218.118.218.118.218.218.218.218.218.2,18.2,18.2,18.1
03,18.218.118.118.218.218.218.218.218.118.118.118.017.917.918.017.917.917.917.918.017.717.717.817.8,18.2,18.0,17.7
04,17.817.817.817.817.817.817.817.818.018.017.917.917.817.817.817.817.817.817.817.917.917.917.917.9,18.0,17.9,17.8
05,17.917.917.917.917.917.917.917.917.917.917.917.917.917.917.817.817.917.817.817.817.817.717.717.7,17.9,17.9,17.7
06,17.717.717.717.717.717.717.717.717.817.817.817.817.817.817.717.517.517.517.517.517.517.617.717.7,17.8,17.7,17.5
07,17.817.717.717.517.517.517.417.517.217.117.117.117.217.317.417.417.417.417.317.317.317.317.317.3,17.8,17.4,17.1
08,17.117.217.217.217.217.217.217.217.317.317.317.317.317.317.317.217.117.217.117.017.017.117.117.2,17.3,17.2,17.0
09,17.317.317.317.217.217.217.217.217.217.217.117.117.117.217.317.317.217.317.117.117.117.117.217.2,17.3,17.2,17.1
10,17.217.317.317.317.317.217.217.217.217.317.217.217.217.217.217.217.217.217.217.217.217.217.317.2,17.3,17.2,17.2
11,17.317.317.317.317.317.317.317.317.317.317.317.317.417.417.417.417.417.417.417.517.517.517.517.5,17.5,17.4,17.3
12,17.517.517.417.517.517.517.517.517.517.517.417.417.417.417.417.417.517.417.517.517.517.517.517.5,17.5,17.5,17.4
13,17.517.517.517.517.517.517.617.517.617.617.617.517.517.517.617.617.617.617.617.617.617.617.617.6,17.6,17.6,17.5
14,17.617.617.717.617.617.517.517.517.617.617.617.617.617.617.617.717.717.717.617.617.617.617.617.6,17.7,17.6,17.5
15,17.617.617.617.717.617.717.617.717.617.617.617.617.517.617.617.617.617.617.617.617.617.617.617.5,17.7,17.6,17.5
16,17.517.517.517.517.517.517.517.517.517.517.517.517.417.417.317.317.317.317.317.317.317.317.317.3,17.5,17.4,17.3
17,17.317.317.317.317.317.317.317.317.417.417.417.417.417.417.417.417.417.417.417.417.417.417.317.3,17.4,17.4,17.3
18,17.317.317.317.317.317.317.317.317.317.317.217.317.217.217.217.217.217.217.217.217.117.117.117.1,17.3,17.2,17.1
19,17.117.017.017.017.017.016.917.017.017.017.017.017.017.017.016.916.916.916.816.916.916.916.916.9,17.1,17.0,16.8
20,16.916.916.916.916.916.916.916.916.916.816.816.816.816.816.816.816.816.816.816.816.816.816.816.8,16.9,16.8,16.8
21,16.816.816.916.916.916.916.816.916.816.716.716.816.816.816.816.816.816.816.716.716.716.716.716.7,16.9,16.8,16.7
22,16.716.816.816.716.716.716.716.716.716.716.616.616.616.616.616.616.616.616.616.616.616.616.616.5,16.8,16.6,16.5
23,16.516.516.516.516.516.516.516.516.516.516.516.516.416.316.316.316.316.316.316.316.216.116.015.9,16.5,16.4,15.9
24,16.016.116.116.116.116.216.216.216.316.316.216.216.216.216.216.116.116.116.116.116.116.116.116.1,16.3,16.1,16.0
25,16.116.116.116.116.016.016.016.016.116.116.116.016.016.016.015.916.015.915.915.815.915.815.715.8,16.1,16.0,15.7
26,15.915.715.515.515.515.515.615.515.815.715.515.615.615.615.615.715.815.715.715.715.715.815.715.7,15.9,15.7,15.5
27,15.715.715.715.615.615.615.615.615.815.815.815.815.815.815.815.815.815.815.815.815.915.915.915.9,15.9,15.8,15.6
28,15.915.915.915.915.715.715.715.716.016.016.016.016.016.016.116.016.016.016.016.016.016.216.216.2,16.2,16.0,15.7
29,16.216.216.216.016.015.815.815.816.116.216.116.116.116.116.116.116.116.116.216.216.316.316.316.3,16.3,16.1,15.8
30,16.316.316.316.316.316.115.916.116.116.416.316.316.316.316.316.316.316.316.316.316.416.416.516.5,16.5,16.3,15.9
31,16.516.416.416.516.516.516.416.516.116.416.416.416.416.316.316.316.316.316.316.316.316.316.316.2,16.5,16.3,16.1
TOTAL,17.117.117.117.117.117.017.017.017.117.117.017.017.017.017.017.017.017.017.017.017.017.017.017.0,17.2,17.0,16.9
