일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,0.90.60.90.30.30.50.60.50.41.31.82.42.26.55.86.98.06.92.12.41.11.41.50.8,8.0,2.3,0.2
02,1.01.40.50.40.70.60.50.60.30.60.91.21.41.31.21.72.61.72.20.70.91.51.31.0,2.6,1.1,0.3
03,1.30.91.11.31.11.40.81.41.10.60.91.31.22.12.23.12.53.11.61.10.50.40.80.6,3.1,1.3,0.4
04,0.70.50.20.70.81.00.61.01.22.53.33.84.03.93.43.43.13.40.40.81.61.51.01.0,4.0,1.8,0.2
05,1.41.42.62.31.42.43.72.44.33.02.52.92.91.01.70.70.70.71.01.51.20.81.31.7,4.3,1.9,0.7
06,4.16.98.17.67.011.07.011.09.910.710.39.49.28.96.85.05.55.05.35.17.17.88.07.1,11.0,7.6,4.1
07,5.85.05.65.55.55.15.15.15.04.97.06.75.46.45.64.94.74.94.03.32.52.42.73.1,7.0,4.8,2.4
08,2.92.32.41.71.62.02.42.02.41.71.01.52.11.71.31.21.31.21.91.72.11.11.71.7,3.0,1.9,1.0
09,1.70.81.20.91.31.31.41.30.31.20.71.20.91.20.90.80.60.80.31.42.12.90.90.8,2.9,1.1,0.3
10,1.02.03.83.86.45.96.05.95.45.25.35.04.24.85.55.45.05.44.94.74.93.94.43.4,6.4,4.6,1.0
11,3.43.33.73.33.71.91.41.94.02.94.15.23.94.14.63.74.13.75.95.94.95.05.15.4,5.9,4.0,1.4
12,5.96.16.86.56.85.34.45.33.82.62.73.53.84.45.66.07.16.07.26.96.15.45.05.1,7.2,5.3,2.6
13,5.66.06.77.67.08.07.88.06.25.45.16.05.85.44.95.04.35.03.63.33.83.63.23.3,8.0,5.3,3.2
14,3.93.42.93.33.72.93.22.92.73.53.12.73.65.06.05.44.95.43.42.52.43.12.52.1,6.0,3.5,2.1
15,2.01.71.52.12.93.12.93.12.51.61.41.41.61.31.81.81.11.81.11.00.70.90.91.4,3.1,1.7,0.7
16,1.41.00.71.10.91.11.91.11.00.50.70.65.110.410.48.07.78.05.05.15.05.85.05.8,10.4,3.8,0.5
17,6.66.15.96.77.46.67.56.66.39.49.210.29.613.010.112.613.012.612.812.712.213.614.514.8,14.8,10.1,5.9
18,13.613.813.414.115.315.412.015.49.18.18.18.69.29.49.38.49.48.49.09.37.97.77.67.8,15.4,10.3,7.6
19,7.97.37.68.18.15.71.55.71.31.74.87.87.78.08.19.69.49.68.66.97.97.19.69.1,9.6,6.9,1.3
20,8.75.96.14.83.93.32.93.32.21.61.21.62.01.72.01.61.11.60.60.91.01.00.71.0,8.7,2.5,0.6
21,0.80.40.40.10.20.30.40.30.80.10.51.62.92.52.11.41.41.41.01.00.70.80.31.0,2.9,0.9,0.1
22,1.00.30.60.51.00.81.20.80.61.41.20.80.80.81.00.91.60.91.21.11.21.50.80.5,1.6,1.0,0.3
23,0.81.31.56.86.45.13.35.11.21.65.76.26.47.07.79.911.19.99.18.89.59.89.911.3,11.3,6.3,0.8
24,10.910.07.67.78.58.17.98.17.97.16.86.66.86.97.37.06.97.06.76.35.35.45.24.6,10.9,7.2,4.6
25,4.23.53.83.32.32.53.82.52.22.21.71.61.71.92.22.31.52.30.61.11.41.30.90.9,4.2,2.1,0.6
26,0.80.90.90.91.11.51.21.51.81.20.61.31.61.81.21.30.81.30.90.72.20.71.31.0,2.2,1.2,0.6
27,1.01.11.20.51.20.80.80.80.51.04.88.78.68.87.88.38.38.35.64.65.06.47.34.7,8.8,4.3,0.5
28,4.24.54.44.33.74.14.64.14.54.67.47.28.18.38.87.84.87.84.34.03.63.13.23.1,8.8,5.2,3.1
29,3.23.64.54.14.25.64.35.62.31.31.81.31.81.42.22.01.22.02.73.83.94.65.04.9,5.6,3.1,1.2
30,6.06.96.47.37.36.26.96.26.25.85.25.44.74.75.45.65.85.65.65.54.94.93.84.1,7.3,5.7,3.8
TOTAL,3.83.63.83.94.14.03.64.03.23.23.64.14.34.84.84.74.64.74.03.83.83.83.83.8,6.8,4.0,1.7
