일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,19.319.319.419.219.119.018.919.018.718.718.718.718.718.818.818.818.818.818.618.618.518.518.518.5,19.4,18.8,18.5
02,18.518.618.618.718.818.818.718.818.718.718.718.718.718.818.818.918.918.919.119.119.219.219.319.3,19.3,18.9,18.5
03,19.319.319.319.319.219.219.219.219.319.319.319.319.319.419.419.519.619.519.719.719.719.619.519.5,19.7,19.4,19.2
04,19.619.619.719.719.719.719.719.719.719.719.719.719.819.719.719.719.819.720.020.020.019.819.819.8,20.0,19.8,19.6
05,19.819.819.819.920.020.020.020.019.919.819.719.719.819.819.919.919.919.919.919.919.619.519.319.3,20.0,19.8,19.3
06,19.219.319.319.419.519.619.719.619.619.319.019.019.119.119.219.519.719.519.719.719.518.918.918.8,19.7,19.4,18.8
07,18.818.818.818.818.918.919.018.919.119.118.818.718.718.718.818.919.118.919.319.319.319.018.818.7,19.3,18.9,18.7
08,18.718.718.718.718.718.718.818.718.818.818.918.918.918.918.918.918.918.918.919.019.119.019.018.9,19.1,18.9,18.7
09,18.818.818.818.818.918.918.918.918.919.018.918.918.918.918.918.818.918.819.018.919.019.019.019.1,19.1,18.9,18.8
10,19.019.019.019.019.019.019.019.019.019.019.019.019.019.019.019.019.019.019.018.919.019.019.019.0,19.0,19.0,18.9
11,18.918.918.918.818.818.818.818.818.818.818.918.918.918.918.918.918.918.918.818.918.918.918.918.9,18.9,18.9,18.8
12,18.918.918.918.818.818.818.718.818.818.818.818.918.918.919.019.019.019.019.019.019.119.119.119.1,19.1,18.9,18.7
13,19.119.119.119.119.119.019.019.019.019.119.119.119.219.219.219.319.319.319.319.319.319.319.419.4,19.4,19.2,19.0
14,19.419.419.419.419.419.519.519.519.519.519.519.619.619.719.920.020.020.020.020.020.020.020.020.0,20.0,19.7,19.4
15,20.020.120.220.220.220.220.220.220.220.220.220.220.220.220.220.220.220.220.020.019.919.819.819.9,20.2,20.1,19.8
16,20.020.120.120.220.220.220.220.220.120.120.120.120.220.220.220.120.220.119.919.819.719.619.519.6,20.2,20.0,19.5
17,19.719.819.819.919.919.919.919.919.519.519.519.619.719.920.019.920.019.919.819.519.419.319.219.2,20.0,19.7,19.2
18,19.319.419.419.519.619.619.719.619.619.619.519.519.619.719.719.819.819.819.719.719.519.419.319.3,19.8,19.6,19.3
19,19.319.519.519.519.619.619.619.619.619.619.519.519.619.619.619.619.719.619.719.820.119.920.020.1,20.1,19.7,19.3
20,20.220.220.220.220.220.220.220.220.220.220.120.120.120.220.220.120.120.119.919.920.019.919.819.7,20.2,20.1,19.7
21,19.619.619.719.819.819.919.919.919.919.919.819.719.619.719.819.919.919.919.919.919.919.819.719.6,19.9,19.8,19.6
22,19.519.619.719.920.220.320.420.320.420.520.620.620.720.620.720.820.920.821.121.221.221.221.221.1,21.2,20.6,19.5
23,21.221.221.221.221.221.221.221.221.221.221.221.221.221.221.221.221.221.221.221.221.221.221.221.3,21.3,21.2,21.2
24,21.221.221.121.121.221.221.221.221.221.221.221.221.221.121.021.021.121.021.221.221.221.221.221.1,21.2,21.2,21.0
25,20.520.220.120.120.120.220.320.220.720.920.920.820.820.520.320.320.320.320.520.820.720.720.720.6,20.9,20.5,20.1
26,20.519.919.719.719.719.719.519.719.419.519.920.420.520.620.720.820.920.821.221.321.321.421.421.5,21.5,20.4,19.4
27,21.721.721.721.821.821.921.921.921.921.921.921.921.922.022.122.122.022.122.122.122.122.022.022.0,22.1,21.9,21.7
28,22.022.022.022.022.022.022.022.022.022.022.122.122.322.422.522.722.722.722.822.722.722.722.722.8,22.9,22.3,22.0
29,22.822.822.822.822.822.822.822.822.722.822.822.922.923.023.023.123.123.123.223.223.223.223.223.2,23.2,23.0,22.7
30,23.223.223.223.223.223.223.223.223.223.223.223.223.223.223.223.223.223.223.223.223.223.223.223.2,23.2,23.2,23.2
TOTAL,19.919.919.920.020.020.020.020.020.020.020.020.020.020.120.120.120.220.120.220.220.220.120.120.1,20.3,20.0,19.7
