일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,1.31.21.41.32.02.72.72.72.85.55.24.84.65.75.95.85.65.85.55.64.74.63.83.8,5.9,3.9,0.9
02,3.33.84.34.03.93.73.33.72.22.02.23.03.13.22.72.63.22.63.32.62.63.03.63.9,4.3,3.2,2.0
03,3.53.03.03.22.93.52.53.54.23.33.13.33.33.84.03.63.23.63.23.12.92.92.83.1,4.2,3.2,2.5
04,2.52.42.73.23.63.53.23.52.42.22.02.42.42.32.12.32.82.32.92.42.51.92.21.9,3.6,2.6,1.9
05,1.51.41.71.11.01.31.21.30.80.91.01.41.21.21.51.71.71.71.60.91.31.31.20.7,1.7,1.3,0.7
06,0.70.71.01.12.02.21.72.21.91.81.63.03.52.32.43.34.43.32.23.23.93.53.22.8,4.4,2.4,0.7
07,1.73.03.51.71.61.81.21.81.10.91.72.22.21.22.02.81.92.82.12.31.71.92.32.2,3.5,1.9,0.9
08,4.02.32.22.72.92.32.12.31.21.41.81.72.23.23.14.12.64.13.54.13.43.01.21.0,4.1,2.5,1.0
09,1.41.31.70.81.01.71.11.71.00.82.04.05.26.26.66.55.86.54.43.33.44.46.36.9,6.9,3.4,0.8
10,9.25.96.28.84.61.81.51.81.11.72.33.73.63.23.02.62.62.62.92.51.81.82.52.2,9.2,3.3,1.1
11,1.31.61.20.81.21.81.71.81.00.92.63.64.73.93.43.74.53.73.72.31.81.92.12.2,5.6,2.4,0.8
12,3.22.82.72.63.03.32.63.33.13.44.55.45.65.74.65.97.75.99.26.86.25.45.57.1,9.2,4.9,2.6
13,7.28.47.46.65.53.93.03.91.71.10.81.81.93.12.92.62.22.65.05.15.15.15.14.9,8.4,4.0,0.8
14,4.35.55.35.75.25.24.95.24.23.53.23.43.53.63.74.54.14.53.44.33.93.62.73.2,5.7,4.2,2.7
15,2.62.52.41.62.52.11.62.12.21.61.81.21.43.42.82.12.72.12.41.41.30.91.22.5,3.4,2.0,0.9
16,1.51.61.11.10.91.01.01.01.80.90.81.11.93.22.62.02.02.01.61.01.30.91.51.0,3.2,1.5,0.8
17,0.91.00.81.30.91.10.51.11.00.61.21.72.11.81.21.91.61.92.20.61.65.56.65.6,6.6,1.8,0.4
18,4.01.20.90.83.13.07.23.05.25.96.44.86.06.05.92.91.32.90.20.20.61.10.61.9,7.2,3.2,0.2
19,6.87.310.711.511.99.69.79.68.57.37.06.26.36.76.15.05.45.05.55.14.33.63.43.3,11.9,6.9,3.3
20,3.93.33.83.94.03.53.73.53.83.94.03.64.75.05.46.26.36.26.76.17.06.56.46.1,7.0,4.9,3.3
21,6.56.35.75.45.34.83.34.83.93.73.53.62.61.71.41.51.61.52.41.30.60.70.51.0,6.5,3.0,0.5
22,1.51.50.81.11.11.10.71.10.71.32.11.22.64.12.41.40.81.40.51.51.81.53.83.1,4.1,1.6,0.5
23,3.73.92.22.33.53.13.63.13.33.83.83.32.62.11.71.91.91.91.51.52.12.72.42.6,3.9,2.7,1.5
24,2.72.02.72.92.73.64.23.63.73.22.73.53.42.72.72.92.72.95.25.84.84.15.15.5,5.8,3.6,2.0
25,5.15.15.35.14.44.65.14.64.95.15.95.45.64.85.35.15.15.15.75.75.85.36.15.1,6.1,5.2,4.4
26,3.83.64.03.73.33.13.53.13.02.32.21.42.02.02.32.72.32.71.91.92.32.82.31.5,4.0,2.6,1.4
27,1.21.41.31.82.01.31.01.30.60.80.80.81.01.01.21.41.31.41.20.50.82.32.52.6,2.6,1.3,0.5
28,1.60.80.70.90.80.50.70.50.80.61.52.22.71.71.93.52.23.52.81.90.81.11.71.9,3.5,1.5,0.5
TOTAL,3.23.03.13.13.12.92.82.92.62.52.83.03.33.43.23.33.23.33.33.02.93.03.23.2,5.4,3.0,1.4
