일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,28.128.128.228.328.328.328.428.328.027.927.827.827.827.928.028.128.328.128.228.227.727.727.727.6,28.4,28.0,27.6
02,27.627.727.727.727.827.928.027.927.727.327.227.127.127.227.327.427.527.428.028.027.726.726.626.6,28.1,27.5,26.6
03,26.526.426.626.826.927.027.427.027.526.626.126.126.026.026.126.226.326.227.027.327.326.625.926.0,27.7,26.6,25.9
04,25.825.825.825.926.026.226.626.227.126.926.326.226.226.226.326.226.226.226.426.526.626.526.426.4,27.1,26.3,25.8
05,26.326.326.326.326.326.326.426.326.826.926.326.126.126.126.026.026.126.026.226.226.326.326.326.3,26.9,26.3,26.0
06,26.226.126.126.126.126.226.326.226.526.726.526.326.026.026.025.926.025.926.026.026.226.326.426.4,26.7,26.2,25.9
07,26.426.426.426.426.426.426.426.426.426.426.426.426.426.426.426.326.326.326.626.826.927.027.227.3,27.3,26.5,26.3
08,27.327.427.427.527.627.627.627.627.627.627.627.627.627.627.627.627.627.627.627.627.627.627.627.6,27.6,27.6,27.3
09,27.627.627.527.527.527.527.527.527.527.527.427.427.527.427.327.327.427.327.427.527.527.627.627.6,27.6,27.5,27.3
10,27.627.527.427.427.427.427.427.427.427.427.427.427.427.527.727.827.827.828.028.128.128.128.128.2,28.2,27.7,27.4
11,28.228.228.228.228.228.128.028.128.028.028.028.128.128.128.228.328.328.328.528.628.628.528.428.4,28.6,28.2,28.0
12,28.328.328.328.428.428.428.328.428.328.328.328.428.428.428.428.328.428.328.528.528.428.428.428.4,28.5,28.4,28.3
13,28.428.428.328.228.228.228.228.228.228.328.228.328.328.228.228.228.228.228.428.428.328.328.328.3,28.4,28.3,28.2
14,28.328.428.428.328.228.228.228.228.328.328.228.328.328.328.328.228.228.228.228.228.128.128.128.1,28.4,28.2,28.1
15,28.128.228.228.228.228.228.228.228.128.028.028.028.128.128.128.228.228.228.228.127.927.927.928.0,28.2,28.1,27.9
16,28.028.028.028.028.128.128.128.127.927.927.927.927.927.928.027.727.827.728.127.927.627.727.827.8,28.1,27.9,27.6
17,27.827.827.827.827.827.928.027.927.727.627.627.727.727.727.627.727.827.727.927.927.627.427.527.5,28.0,27.7,27.4
18,27.527.527.527.527.627.827.827.827.727.527.627.727.627.627.627.627.627.627.727.727.727.427.327.3,27.8,27.6,27.3
19,27.327.427.327.427.427.627.727.627.727.527.027.127.127.127.127.127.127.127.327.427.427.326.826.6,27.7,27.3,26.6
20,26.726.826.726.726.927.227.327.227.427.326.826.926.726.726.726.726.826.726.927.027.027.026.826.3,27.4,26.9,26.3
21,26.126.025.926.126.026.126.726.127.026.926.326.426.426.526.626.626.626.626.726.726.826.826.826.7,27.0,26.5,25.9
22,26.726.726.726.726.726.726.726.726.826.826.826.826.926.926.926.926.926.926.926.926.926.926.926.9,26.9,26.8,26.7
23,26.926.926.926.926.926.926.926.926.926.926.926.926.926.726.426.426.426.426.426.426.426.426.426.4,26.9,26.7,26.4
24,26.426.226.226.226.226.126.026.125.926.226.526.526.226.126.026.025.926.025.725.625.525.425.325.4,26.5,26.0,25.3
25,25.725.925.925.825.324.824.724.824.825.125.625.926.226.326.325.825.125.824.724.724.724.624.724.7,26.3,25.3,24.6
26,24.824.824.824.924.924.924.924.924.924.924.924.925.025.125.225.225.225.225.225.225.225.225.225.3,25.3,25.0,24.8
27,25.325.325.325.325.325.325.425.325.425.425.325.425.425.425.625.625.725.625.725.625.625.725.625.7,25.7,25.5,25.3
28,25.725.725.725.825.825.725.725.725.625.625.625.725.725.725.825.925.925.925.725.725.625.625.625.6,25.9,25.7,25.6
29,25.725.725.825.825.925.925.825.925.625.625.625.625.725.725.725.826.025.825.925.625.525.525.525.5,26.0,25.7,25.5
30,25.525.625.625.725.925.925.925.925.325.325.225.225.225.325.425.525.825.525.925.725.125.125.025.0,25.9,25.5,25.0
TOTAL,26.926.926.926.926.927.027.027.027.026.926.826.926.926.926.926.926.926.927.027.026.926.826.826.8,27.3,26.9,26.6
