일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,23.223.223.223.223.223.223.223.223.223.223.223.223.223.223.223.323.323.323.323.323.323.323.323.3,23.3,23.2,23.2
02,23.323.323.223.323.323.323.323.323.223.223.223.323.223.223.223.223.223.222.922.822.722.722.722.7,23.3,23.1,22.7
03,22.722.822.922.923.023.023.023.022.422.422.322.422.622.923.023.023.023.022.822.021.922.021.821.7,23.0,22.6,21.7
04,21.721.922.222.122.222.222.322.222.122.021.921.922.022.122.222.422.622.422.522.322.021.922.021.9,22.6,22.1,21.7
05,21.821.922.022.022.122.122.222.122.021.721.621.621.621.721.721.921.921.922.322.222.021.721.721.7,22.3,21.9,21.6
06,21.621.621.721.721.821.821.821.821.921.821.521.421.421.521.521.621.821.622.1,22.1,21.7,21.4
07,21.821.721.421.321.321.321.421.621.421.922.121.922.021.521.1,22.1,21.6,21.1
08,21.020.920.920.921.021.021.121.020.920.820.620.520.620.620.520.320.320.321.121.822.022.322.522.5,22.5,21.1,20.3
09,22.422.422.322.322.322.222.322.222.422.422.422.522.422.422.422.422.422.422.522.522.622.822.722.8,22.8,22.4,22.2
10,22.722.722.722.722.722.722.722.722.823.123.223.223.223.123.122.922.822.922.823.023.023.023.023.0,23.2,22.9,22.7
11,23.023.023.223.323.323.223.223.223.423.123.123.123.123.123.323.223.123.223.123.123.123.123.223.2,23.4,23.2,23.0
12,23.223.223.323.323.423.523.723.524.024.124.124.124.124.124.124.224.324.224.424.424.424.424.424.4,24.4,24.0,23.2
13,24.424.524.524.624.624.624.724.624.724.824.824.925.025.025.025.125.125.125.225.125.125.125.125.1,25.2,24.9,24.4
14,25.125.125.125.125.225.225.225.225.225.225.225.225.225.325.325.325.425.325.425.525.425.425.425.4,25.5,25.3,25.1
15,25.425.425.425.425.425.425.425.425.425.425.525.525.625.625.725.725.825.725.925.925.925.925.925.9,25.9,25.6,25.4
16,25.925.926.025.925.925.926.025.925.925.925.926.026.026.026.126.126.326.126.426.426.426.426.326.3,26.4,26.1,25.9
17,26.326.426.326.226.226.226.226.226.226.226.226.226.226.226.226.226.226.226.226.226.226.226.226.1,26.4,26.2,26.1
18,26.126.226.126.126.126.126.126.126.125.725.625.725.826.026.026.026.026.026.025.825.225.225.325.4,26.2,25.9,25.2
19,25.425.425.125.225.325.425.425.425.525.525.525.525.525.525.625.725.825.725.825.825.825.725.625.6,25.8,25.5,25.1
20,25.625.625.625.725.825.825.825.825.825.825.625.625.625.625.725.825.825.825.825.825.725.325.225.2,25.8,25.7,25.2
21,25.225.225.325.325.325.425.425.425.525.425.124.824.824.824.925.225.425.225.525.525.525.123.823.7,25.6,25.1,23.7
22,23.723.723.723.823.924.124.324.124.824.023.723.623.623.623.623.623.623.624.224.824.825.125.325.4,25.4,24.1,23.6
23,25.525.425.425.625.725.825.925.825.925.925.925.825.725.625.625.725.725.725.825.825.825.825.825.7,25.9,25.7,25.4
24,25.625.525.525.525.525.625.725.625.826.026.026.026.126.026.026.026.126.026.026.026.026.026.026.0,26.1,25.9,25.5
25,26.126.126.126.026.026.026.126.026.126.126.126.126.126.126.126.226.226.226.326.326.326.326.326.3,26.3,26.2,26.0
26,26.326.326.326.326.326.326.326.326.326.326.326.326.326.326.326.326.326.326.326.326.326.326.426.3,26.4,26.3,26.3
27,26.326.326.326.326.426.326.326.326.426.426.426.426.426.326.326.426.426.426.4,26.4,26.4,26.3
28,25.625.625.625.625.725.625.625.625.625.725.725.825.825.926.0,26.0,25.7,25.6
29,26.026.026.026.025.925.926.025.926.126.226.226.226.226.226.226.226.226.226.126.126.025.925.926.1,26.2,26.1,25.9
30,26.226.226.226.226.226.226.026.225.925.926.026.226.226.226.226.226.526.226.826.726.626.526.526.5,26.8,26.3,25.9
31,26.626.626.626.726.726.726.626.726.426.326.426.526.626.626.626.526.526.526.326.226.226.126.026.0,26.7,26.4,26.0
TOTAL,24.424.424.424.524.524.524.624.524.624.524.424.424.424.424.524.524.524.524.624.724.624.624.524.5,24.8,24.5,24.1
