어종,산지,규격,포장,수량,중량,낙찰고가,낙찰저가,평균가
(활)넙치,통영,중,kg,"2,218.8",1.0,"40,000","2,000","24,100"
(활)넙치,목포,중,kg,974.5,1.0,"38,000",500,"24,400"
(활)넙치,부산(기장),중,kg,"1,084.5",1.0,"38,000","2,000","24,500"
(활)넙치,군산,중,kg,538.2,1.0,"33,000","5,000","15,100"
(활)넙치,서천,중,kg,152,1.0,"20,000","3,000","10,700"
(활)넙치,진도,중,kg,49.3,1.0,"20,000","2,000","13,900"
(활)넙치,격포,중,kg,129.8,1.0,"35,000","11,000","31,200"
(활)넙치,안면도,중,kg,1.6,1.0,"18,000","18,000","18,000"
(활)넙치,완도,중,kg,"12,372.2",1.0,"27,000","1,000","22,100"
(활)넙치,대부도,중,kg,144.2,1.0,"32,000","5,000","14,500"
(활)넙치,중국,중,kg,568,1.0,"17,000","1,000","11,600"
(활)넙치,태안,중,kg,149.8,1.0,"35,000","1,000","12,600"
(활)넙치,제주도,중,kg,"23,432",1.0,"33,000","1,000","18,400"
(활)넙치,완도,1미,kg,265.8,1.0,"25,000","20,000","24,400"
(활)넙치,부안,중,kg,9.8,1.0,"25,000","14,000","19,200"
(활)넙치,여수,중,kg,"1,369.3",1.0,"38,000",100,"20,800"
(활)넙치,안흥,중,kg,439.9,1.0,"45,000","2,000","19,400"
(선)넙치,안흥,중,c/s(상자),3.3,1.0,"4,000","4,000","4,000"
(선)넙치,장항,중,S/P,6,10.0,"21,000","21,000","21,000"
(선)넙치,태안,중,kg,337.8,1.0,"12,000","1,000","3,300"
(선)넙치,안흥,5미,S/P,1,10.0,"15,000","15,000","15,000"
(선)넙치,장항,중,S/P,1,20.0,"26,000","26,000","26,000"
(선)넙치,군산,중,S/P,737.6,1.0,"9,000",100,"7,100"
(선)넙치,서천,중,kg,31.5,1.0,"5,000","5,000","5,000"
(선)넙치,통영,중,S/P,94.4,1.0,"10,000","5,000","8,500"
(선)넙치,안흥,1미,S/P,1,10.0,"13,000","13,000","13,000"
(선)넙치,장항,중,S/P,43,15.0,"26,000","4,000","16,700"
(선)넙치,안흥,중,kg,568.1,1.0,"10,000",200,"3,000"
(선)넙치,군산,중,kg,146.1,1.0,"7,000","1,500","2,700"
(선)넙치,장항,중,S/P,1,5.5,"33,000","33,000","33,000"
(선)넙치,안흥,중,S/P,1,15.0,"15,000","15,000","15,000"
(선)넙치,안흥,중,S/P,57.6,1.0,"7,000","1,000","4,500"
(선)넙치,목포,중,kg,1.2,1.0,"2,000","2,000","2,000"
(선)넙치,대부도,중,kg,18,1.0,"5,000","5,000","5,000"
(선)넙치,제주도,중,S/P,73.7,1.0,"40,000","1,000","9,800"
(선)넙치,나로도,4미,S/P,1,10.0,"28,000","28,000","28,000"
(선)넙치,나로도,3미,S/P,3,10.0,"28,000","21,000","24,700"
(선)넙치,완도,중,S/P,21.5,1.0,"7,000","5,000","5,800"
(활)찰넙치,제주도,중,kg,"2,592.3",1.0,"24,000","2,000","18,600"
