어종,산지,규격,포장,수량,중량,낙찰고가,낙찰저가,평균가
(활)넙치,통영,중,kg,"1,890.8",1,"35,000","2,000","21,300"
(활)넙치,대부도,중,kg,181.8,1,"16,000","2,500","5,500"
(활)넙치,화성,중,kg,76.2,1,"20,000","6,000","13,200"
(활)넙치,완도,중,kg,"22,558.9",1,"28,000","1,000","22,800"
(활)넙치,진도,중,kg,99.3,1,"32,000","18,000","28,200"
(활)넙치,안흥,중,kg,885.4,1,"38,000","1,000","15,300"
(활)넙치,서천,중,kg,304.2,1,"25,000","8,000","15,300"
(활)넙치,인천,중,kg,408.4,1,"30,000","2,500","10,100"
(활)넙치,태안,중,kg,46,1,"19,000","7,000","13,300"
(활)넙치,군산,중,kg,131.6,1,"35,000","11,000","18,200"
(활)넙치,부산(기장),중,kg,"1,367.1",1,"33,000","3,000","21,400"
(활)넙치,목포,중,kg,"2,841.4",1,"38,000","2,000","20,900"
(활)넙치,제주도,중,kg,"27,949.6",1,"38,000",200,"19,800"
(활)넙치,제주도,중,kg,1,20,"55,000","55,000","55,000"
(활)넙치,여수,중,kg,161.5,1,"34,000","4,000","22,300"
(활)넙치,대천,중,kg,184.9,1,"33,000","10,000","22,100"
(활)넙치,중국,중,kg,"1,187.6",1,"19,000","1,000","12,900"
(선)넙치,군산,중,S/P,417.7,1,"2,500","1,000","1,100"
(선)넙치,태안,중,S/P,1,15,"10,000","10,000","10,000"
(선)넙치,격포,중,kg,821,1,"10,000","1,500","5,200"
(선)넙치,안흥,중,c/s(상자),2,10,"15,000","15,000","15,000"
(선)넙치,대천,중,kg,63.8,1,"6,500","2,000","3,400"
(선)넙치,안흥,중,S/P,1,10,"17,000","17,000","17,000"
(선)넙치,대부도,중,kg,91.2,1,"4,000","1,300","2,800"
(선)넙치,나로도,3미,S/P,1,10,"18,000","18,000","18,000"
(선)넙치,중국,중,kg,4.5,1,"2,500","2,500","2,500"
(선)넙치,태안,중,kg,133.1,1,"9,000",100,"3,100"
(선)넙치,여수,중,kg,28.9,1,"5,000",500,"3,700"
(선)넙치,보령,중,kg,3.3,1,"2,000","2,000","2,000"
(선)넙치,제주도,중,kg,6.1,1,"2,000","2,000","2,000"
(선)넙치,안흥,중,kg,317.4,1,"5,000","1,000","3,400"
(선)넙치,안흥,중,S/P,39.6,1,"8,500","8,500","8,500"
(선)넙치,제주도,중,S/P,38,1,"3,000",500,"1,300"
(선)넙치,태안,중,S/P,7.3,1,"7,000","5,000","6,100"
(선)넙치,완도,중,S/P,7.3,1,"5,000","5,000","5,000"
(선)넙치,장항,중,S/P,11,15,"18,000","15,000","17,700"
(선)넙치,군산,중,kg,"2,165.8",1,"7,000",500,"3,000"
(선)넙치,안흥,중,S/P,8,15,"18,000","15,000","16,600"
(선)넙치,나로도,4미,S/P,1,10,"18,000","18,000","18,000"
(선)넙치,대부도,중,S/P,261.6,1,"6,000",300,"2,900"
(선)넙치,대천,중,S/P,18.3,1,"4,500","4,500","4,500"
(선)넙치,군산,중,S/P,11,20,"5,000","5,000","5,000"
(활)찰넙치,제주도,중,kg,226.3,1,"23,000","20,000","22,800"
