어종,산지,규격,포장,수량,중량,낙찰고가,낙찰저가,평균가
(활)넙치,완도,중,kg,"13,928.2",1.0,"28,000",200,"18,300"
(활)넙치,안흥,중,kg,858.2,1.0,"28,000","3,000","18,800"
(활)넙치,서천,중,kg,96.7,1.0,"11,000","6,000","7,700"
(활)넙치,태안,중,kg,351.5,1.0,"27,500","10,000","21,500"
(활)넙치,격포,중,kg,267.4,1.0,"29,000","10,000","24,100"
(활)넙치,중국,중,kg,778.5,1.0,"18,000","7,000","12,100"
(활)넙치,대부도,중,kg,91.4,1.0,"25,000","1,000","17,000"
(활)넙치,완도,1미,kg,33,1.0,"23,000","23,000","23,000"
(활)넙치,군산,중,kg,222,1.0,"24,000","11,000","20,900"
(활)넙치,고흥,중,kg,100.8,1.0,"28,000","8,000","18,000"
(활)넙치,보령,중,kg,7,1.0,"6,000","1,500","3,000"
(활)넙치,부산(기장),중,kg,415.9,1.0,"28,000","3,000","21,000"
(활)넙치,제주도,중,kg,"41,226.5",1.0,"33,000",500,"17,500"
(활)넙치,목포,중,kg,123.9,1.0,"29,000","15,000","24,100"
(활)넙치,여수,중,kg,201,1.0,"23,000","5,000","18,300"
(활)넙치,대천,중,kg,"1,449.1",1.0,"33,000","7,000","19,400"
(활)넙치,통영,중,kg,364.1,1.0,"27,000","2,500","14,200"
(선)넙치,나로도,2미,S/P,25,10.0,"26,000","22,000","24,800"
(선)넙치,제주도,2미,S/P,1,4.0,"25,000","25,000","25,000"
(선)넙치,완도,중,S/P,1,10.0,"50,000","50,000","50,000"
(선)넙치,완도,중,S/P,1,20.0,"100,000","100,000","100,000"
(선)넙치,나로도,5미,S/P,2,10.0,"25,000","25,000","25,000"
(선)넙치,완도,중,S/P,27,21.0,"6,500","6,500","6,500"
(선)넙치,통영,중,S/P,153.6,1.0,"6,000","3,000","3,900"
(선)넙치,격포,중,kg,19.3,1.0,"8,000","7,000","7,500"
(선)넙치,나로도,3미,S/P,14,10.0,"26,000","22,000","24,500"
(선)넙치,나로도,4미,S/P,6,10.0,"25,000","22,000","23,300"
(선)넙치,완도,중,S/P,392.2,1.0,"10,000",100,"6,700"
(선)넙치,제주도,중,S/P,14.5,1.0,"3,000","3,000","3,000"
(선)넙치,통영,중,kg,8.1,1.0,800,500,700
(선)넙치,나로도,중,S/P,5,10.0,"27,000","23,000","24,600"
(선)넙치,안흥,중,kg,123.3,1.0,"12,000","1,000","4,900"
(선)넙치,제주도,중,kg,28.5,1.0,"3,000","3,000","3,000"
(선)넙치,완도,중,kg,980.5,1.0,"11,000","1,000","2,600"
(선)넙치,보령,중,kg,2.8,1.0,"3,500","3,500","3,500"
(선)넙치,태안,중,kg,106,1.0,"8,000","1,500","5,100"
(선)넙치,나로도,1미,S/P,1,10.0,"20,000","20,000","20,000"
(선)넙치,제주도,2미,S/P,1,11.5,"57,500","57,500","57,500"
(활)찰넙치,제주도,중,kg,"1,800.3",1.0,"24,500","2,000","16,900"
