일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,3.83.93.13.43.43.02.73.02.83.73.23.94.75.15.75.85.35.83.93.54.24.73.93.7,5.8,3.9,2.2
02,4.54.43.53.22.32.11.42.11.01.21.62.23.04.05.15.86.35.86.16.15.95.64.84.8,6.4,3.9,1.0
03,4.73.22.62.11.61.30.71.31.42.52.53.23.34.14.14.24.74.22.53.73.32.01.73.1,4.7,2.8,0.3
04,2.22.32.62.32.52.22.72.23.94.34.24.34.95.34.74.24.84.23.93.82.41.61.31.3,5.3,3.3,1.3
05,0.91.11.71.71.71.31.11.33.33.84.14.84.74.24.34.05.34.04.84.14.95.04.13.4,5.9,3.5,0.9
06,2.33.64.13.94.23.74.03.73.93.13.23.23.03.14.04.43.64.44.33.32.72.83.01.1,4.4,3.5,1.1
07,1.30.81.00.60.50.80.80.83.73.12.73.54.23.54.34.24.14.22.52.13.11.71.11.2,4.3,2.4,0.5
08,0.90.40.81.11.12.50.82.50.40.51.71.92.41.12.01.10.61.10.61.02.23.62.62.6,3.6,1.4,0.4
09,2.52.21.41.62.43.43.43.42.01.60.40.91.51.31.82.21.72.23.34.25.36.14.93.3,6.1,2.6,0.4
10,2.32.12.52.62.12.00.92.01.52.54.13.41.91.73.14.15.54.14.34.12.50.30.50.5,5.5,2.5,0.3
11,0.60.71.00.50.80.80.60.81.41.60.90.91.41.51.41.21.21.21.11.51.51.00.80.2,1.6,1.0,0.2
12,0.20.40.40.50.40.50.80.51.40.91.01.10.91.51.31.22.01.22.33.62.50.80.90.5,3.6,1.2,0.2
13,1.31.31.30.70.50.30.20.31.21.41.61.61.41.42.33.22.43.21.11.51.31.30.90.6,3.2,1.3,0.2
14,0.70.30.30.91.20.72.80.71.71.61.61.85.04.83.52.12.52.11.43.11.22.11.40.8,5.0,2.0,0.3
15,1.01.71.20.80.40.30.80.31.40.71.01.01.41.41.11.11.01.11.73.34.65.24.63.2,5.2,1.7,0.3
16,2.42.61.62.63.12.63.52.63.73.73.83.02.62.62.93.23.63.23.73.73.32.91.82.3,3.8,3.0,1.6
17,2.51.81.52.11.91.10.91.10.20.81.00.80.80.81.11.41.31.41.61.92.43.32.92.0,3.3,1.5,0.2
18,2.32.52.62.83.33.43.93.43.32.73.53.53.54.74.74.23.54.24.64.14.44.03.22.7,4.7,3.6,2.3
19,2.51.51.51.20.80.20.30.20.80.71.41.72.82.71.10.72.30.72.83.71.13.53.55.7,5.7,1.9,0.2
20,1.91.71.21.51.31.80.71.84.02.93.53.63.34.53.36.26.36.24.83.12.42.33.22.4,6.3,2.9,0.7
21,3.03.84.73.94.42.73.42.71.41.50.91.21.21.31.01.30.81.31.31.53.30.90.80.3,4.7,2.0,0.3
22,1.71.01.40.92.01.71.61.70.72.11.53.36.46.59.39.610.29.611.79.59.19.08.17.0,11.7,5.3,0.7
23,8.79.68.79.99.96.73.46.73.03.32.22.12.93.24.15.05.45.06.25.54.94.92.23.1,9.9,5.1,2.1
24,4.47.07.47.07.26.55.96.51.63.04.44.43.05.28.39.29.89.28.67.16.56.46.13.6,9.8,6.0,0.8
25,2.52.92.42.41.11.60.91.61.51.41.20.60.51.01.00.60.90.61.21.62.32.31.92.2,2.9,1.5,0.5
26,0.80.41.20.31.00.50.20.50.50.61.10.91.21.71.70.92.70.91.11.20.60.60.20.3,2.7,0.9,0.2
27,0.60.40.20.20.51.60.71.61.72.12.11.41.41.11.80.72.30.72.22.71.52.22.72.6,3.0,1.5,0.2
28,3.33.12.92.32.41.60.71.62.22.63.23.32.63.02.21.52.41.52.51.70.30.70.30.9,3.3,2.1,0.3
29,0.91.02.11.81.82.22.32.20.91.62.62.61.82.12.22.42.82.43.54.64.54.75.24.5,5.2,2.6,0.9
30,4.95.46.15.55.14.83.54.83.73.54.75.26.66.95.15.48.55.410.49.99.19.07.65.5,10.4,6.3,3.5
TOTAL,2.42.42.42.32.42.11.92.12.02.22.42.52.83.03.33.43.83.43.73.73.43.42.92.5,5.3,2.8,0.8
