일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,3.24.13.73.01.52.02.32.03.12.52.52.02.33.63.45.24.45.23.66.04.65.54.45.2,6.0,3.5,1.5
02,4.15.34.34.54.44.54.54.53.43.63.03.33.32.93.33.12.63.11.71.50.80.71.31.4,5.3,3.0,0.7
03,0.71.21.61.71.73.13.03.13.54.03.84.54.04.25.75.45.25.44.14.86.95.14.44.6,6.9,3.8,0.7
04,3.63.84.02.94.77.47.17.46.46.26.05.56.45.26.65.55.75.55.55.45.76.56.97.1,7.4,5.7,2.9
05,7.28.17.66.45.03.72.83.73.63.71.22.22.35.36.76.46.76.45.56.46.05.45.65.7,8.1,5.3,1.2
06,4.54.03.93.83.63.13.93.14.44.03.93.44.14.33.93.63.63.63.65.35.44.84.74.5,5.4,4.1,3.1
07,4.13.63.54.24.34.74.74.74.53.84.03.83.84.14.24.13.64.14.03.53.23.33.23.5,4.7,3.9,3.2
08,3.43.53.63.23.03.63.43.63.84.04.63.62.62.52.72.83.22.83.52.83.34.12.92.7,4.6,3.3,2.5
09,2.83.13.23.64.44.24.54.24.34.23.84.43.53.94.35.05.25.04.24.33.83.33.63.4,5.2,4.0,2.8
10,3.53.54.04.24.83.43.33.43.13.12.61.31.01.22.53.73.93.74.65.65.63.83.94.4,5.6,3.5,1.0
11,3.84.24.75.05.04.84.94.84.24.05.86.57.19.79.79.89.59.86.26.54.94.75.04.0,9.8,6.0,3.8
12,3.33.03.13.02.52.21.42.20.80.90.71.11.72.63.02.21.72.21.51.30.81.01.01.1,3.3,1.8,0.7
13,0.70.71.20.80.80.90.90.90.40.20.81.52.22.92.56.63.66.61.70.71.31.21.50.9,6.6,1.6,0.2
14,1.52.21.20.81.32.42.52.41.21.50.80.91.10.60.91.41.01.43.12.41.40.70.60.7,3.1,1.4,0.6
15,0.50.90.80.80.90.70.60.70.31.94.55.16.76.45.66.14.96.15.15.25.04.33.53.5,6.7,3.3,0.3
16,3.84.23.33.12.72.81.62.80.81.10.81.21.72.02.02.52.12.52.40.90.70.70.61.2,4.2,1.9,0.6
17,1.22.41.60.60.60.50.70.50.90.81.31.21.11.61.32.43.22.43.61.51.70.81.10.4,3.9,1.5,0.4
18,0.40.61.50.50.50.80.70.80.41.11.42.11.41.21.13.22.23.22.01.72.13.16.85.3,6.8,1.8,0.4
19,7.710.311.011.111.712.89.112.84.03.95.15.16.96.18.37.06.37.06.75.83.42.72.83.9,12.8,6.8,2.7
20,4.54.33.93.02.12.63.02.62.62.81.01.52.92.53.65.05.45.06.37.37.68.37.07.6,8.3,4.3,1.0
21,7.68.08.08.78.38.27.28.27.06.76.86.47.47.16.57.27.47.28.27.57.97.97.67.7,8.7,7.4,6.0
22,7.76.98.27.98.99.59.89.58.99.48.99.39.38.79.18.88.08.88.28.07.67.47.17.3,10.1,8.5,6.9
23,7.46.86.26.26.05.45.25.43.33.54.64.85.35.64.75.65.95.63.33.03.63.14.75.6,7.4,4.9,3.0
24,5.75.05.25.35.46.16.16.15.95.16.06.65.64.84.74.44.44.44.24.34.04.35.64.3,6.6,5.1,4.0
25,3.94.04.85.35.65.93.85.91.92.12.92.83.24.03.93.33.43.33.64.75.14.94.44.2,5.9,3.9,1.9
26,4.04.14.14.23.74.33.24.33.02.42.31.31.31.41.11.41.71.41.11.40.70.80.91.0,4.3,2.3,0.7
27,0.71.01.00.60.81.12.61.13.25.36.77.36.56.35.56.46.96.45.64.63.93.43.73.0,7.3,3.9,0.6
28,2.83.13.03.13.03.03.23.02.93.64.75.26.48.06.66.66.56.65.04.23.84.35.24.9,8.0,4.5,2.6
29,4.94.93.34.03.64.14.44.13.36.05.34.43.63.42.83.02.63.01.81.83.44.54.74.6,6.0,3.8,1.8
TOTAL,3.84.04.03.83.84.13.84.13.33.53.63.73.94.24.34.84.54.84.14.13.93.84.03.9,6.5,4.0,2.0
