일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,0.51.81.82.31.91.71.41.70.61.82.61.71.51.41.82.31.62.31.61.20.80.90.61.2,2.6,1.4,0.1
02,1.20.80.62.21.31.22.71.22.31.40.81.51.13.26.15.74.75.76.95.75.77.27.83.4,7.8,3.4,0.6
03,3.62.12.11.31.41.60.81.60.61.22.12.71.51.62.98.98.68.95.14.04.31.53.74.2,8.9,3.1,0.6
04,2.60.51.92.12.81.03.71.00.70.90.41.81.41.01.02.64.52.63.93.73.84.03.73.7,4.5,2.4,0.4
05,3.63.53.53.62.93.03.13.03.44.95.45.35.56.05.55.65.85.64.03.02.21.61.91.5,6.0,3.9,1.5
06,0.90.60.50.40.40.30.50.30.61.11.30.70.80.80.61.00.91.00.91.50.71.30.70.4,1.5,0.8,0.3
07,0.30.60.40.30.40.40.20.40.50.50.91.22.43.24.23.42.73.42.92.11.31.01.01.7,4.2,1.4,0.1
08,0.80.90.40.60.50.30.60.31.01.62.32.21.81.71.21.51.21.52.21.71.62.51.72.9,2.9,1.4,0.2
09,4.23.03.22.11.61.33.61.31.01.71.11.21.53.95.44.85.14.85.95.64.13.93.83.4,5.9,3.3,1.0
10,3.22.83.33.02.02.22.52.23.85.35.86.16.97.97.56.96.76.95.25.53.93.64.15.0,7.9,4.6,2.0
11,5.73.73.21.50.70.71.00.70.60.81.42.22.11.00.81.30.81.31.22.11.31.41.00.7,5.7,1.5,0.6
12,0.40.20.70.80.70.51.50.53.54.44.95.55.65.56.06.44.56.42.82.83.52.72.92.4,6.4,3.2,0.2
13,1.71.72.31.90.80.81.10.81.92.42.43.52.63.24.75.35.55.32.91.21.30.40.20.6,5.5,2.3,0.2
14,0.90.70.70.40.50.41.10.43.35.75.15.35.55.85.15.24.45.24.25.05.66.25.87.1,7.1,3.8,0.4
15,5.04.23.95.76.75.16.35.14.85.12.51.06.16.57.06.87.06.87.36.65.75.34.24.3,7.3,5.4,1.0
16,2.83.72.62.61.91.21.01.23.63.94.74.94.86.05.75.35.05.34.04.33.92.82.91.9,6.0,3.6,1.0
17,0.92.31.81.51.51.31.11.31.11.41.31.71.51.31.51.00.81.00.80.70.30.70.70.5,2.3,1.1,0.3
18,0.71.31.72.11.61.40.91.41.83.62.73.95.05.35.64.44.04.45.84.74.35.84.63.7,5.8,3.3,0.6
19,1.91.72.11.10.60.80.70.81.21.51.60.91.31.21.20.91.00.91.10.91.00.70.70.8,2.1,1.1,0.5
20,1.40.82.03.14.24.76.64.76.84.12.41.71.63.42.59.18.29.19.49.06.76.06.76.5,9.4,5.1,0.8
21,5.75.02.91.51.41.42.91.41.71.92.92.41.70.80.70.91.30.91.53.02.93.43.31.8,5.7,2.3,0.7
22,1.82.11.50.70.40.64.70.64.54.75.24.84.75.05.55.45.65.45.95.95.14.44.95.2,5.9,4.1,0.4
23,5.05.15.15.25.86.76.96.76.45.45.65.65.65.85.14.94.04.94.54.04.03.22.22.3,6.9,4.9,2.2
24,2.93.72.43.64.24.74.04.78.77.96.85.96.26.96.76.25.06.25.35.64.24.03.64.3,8.7,5.1,2.4
25,3.73.03.23.73.02.32.12.31.61.71.81.21.42.14.14.33.94.32.62.20.90.60.40.8,4.3,2.3,0.4
26,2.33.02.00.70.50.30.50.30.70.80.90.81.31.31.62.52.82.51.81.20.91.10.91.0,3.1,1.4,0.3
27,0.80.60.90.50.90.61.00.60.81.61.11.00.92.82.71.81.61.81.41.61.72.20.61.3,2.8,1.3,0.5
28,0.40.40.40.20.50.30.20.32.02.71.83.31.91.01.31.62.71.61.60.80.82.44.15.5,5.5,1.6,0.2
29,4.75.85.55.46.54.42.44.45.55.45.57.27.06.16.45.85.75.86.67.16.97.65.34.0,7.6,5.7,2.4
30,2.81.51.00.50.60.42.20.42.21.62.53.23.02.72.42.32.72.33.73.22.12.52.92.5,3.7,2.2,0.4
TOTAL,2.42.22.12.01.91.72.21.72.62.92.93.03.13.53.84.13.94.13.83.53.03.02.92.8,5.5,2.9,0.7
