일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,4.03.62.61.71.41.21.21.21.01.01.00.71.01.11.51.21.21.21.40.70.91.01.00.9,4.0,1.4,0.7
02,1.71.51.11.81.21.61.51.60.80.50.61.12.23.53.72.42.42.43.21.81.41.01.41.8,3.7,1.8,0.5
03,2.32.93.13.02.42.85.12.85.74.34.84.84.54.94.74.15.54.16.25.76.06.35.45.2,6.4,4.7,2.3
04,5.24.03.53.12.93.02.43.02.12.21.83.73.43.13.74.65.24.62.82.83.12.93.76.1,6.1,3.4,1.8
05,2.61.40.91.71.51.73.71.72.01.61.82.54.13.66.06.76.36.74.44.13.43.03.72.0,6.7,3.2,0.9
06,2.12.73.84.85.65.34.55.33.43.22.82.01.51.52.12.62.72.63.03.53.93.94.44.6,5.6,3.4,1.5
07,4.45.35.36.06.46.66.76.65.85.24.75.76.07.26.16.16.56.16.25.75.74.94.84.2,7.2,5.8,4.2
08,3.64.12.92.82.93.33.23.31.91.42.21.31.61.71.91.81.81.82.12.42.42.62.31.9,4.1,2.3,1.3
09,1.31.00.70.50.50.80.80.81.30.50.53.81.81.10.71.12.21.11.11.57.16.44.43.3,7.1,1.9,0.5
10,3.93.63.96.16.24.84.94.85.65.45.34.95.15.15.26.57.16.56.65.74.75.44.33.1,7.1,5.2,3.1
11,3.23.23.73.42.94.23.94.24.04.24.45.25.15.25.75.76.05.77.76.45.95.45.05.4,7.7,4.9,2.9
12,6.05.75.45.96.18.58.78.54.54.54.44.13.23.02.73.33.23.33.44.53.43.83.73.6,8.7,4.7,2.7
13,2.52.51.71.61.51.21.21.21.41.31.72.32.01.51.00.91.40.90.80.80.81.01.21.4,2.5,1.4,0.7
14,1.91.10.90.40.40.70.90.70.50.50.81.01.01.86.310.28.410.27.57.37.25.76.85.1,10.2,3.6,0.4
15,3.63.93.93.74.84.24.74.23.94.04.04.13.83.53.53.13.43.14.33.83.84.53.43.2,4.8,3.9,3.1
16,2.72.73.12.73.32.62.52.60.81.41.01.11.82.22.04.05.54.03.92.62.22.42.71.6,5.5,2.6,0.8
17,1.11.20.60.71.01.51.01.50.41.80.70.72.01.61.52.12.12.15.13.55.13.23.75.1,5.1,2.0,0.4
18,4.96.36.65.55.87.47.47.43.53.83.23.53.73.83.62.63.02.62.71.71.90.90.90.8,7.4,3.7,0.8
19,0.40.30.41.07.67.36.57.36.06.05.66.06.46.56.77.58.17.57.58.17.36.77.57.1,8.1,5.9,0.3
20,6.97.16.66.26.46.56.46.56.56.16.66.66.86.87.56.25.76.26.88.38.29.58.88.0,9.5,7.0,5.7
21,7.26.54.32.72.61.71.31.71.62.11.61.62.54.65.15.75.45.75.45.76.26.56.46.2,7.2,4.2,1.2
22,8.27.67.66.06.06.66.76.67.58.511.210.510.511.110.810.210.010.210.410.09.710.19.28.8,11.2,8.9,6.0
23,8.89.09.510.19.510.09.710.010.812.112.611.511.412.812.614.013.214.012.113.513.312.713.713.3,14.0,11.7,8.8
24,11.411.011.113.613.411.711.311.79.89.710.910.710.610.49.27.27.17.26.66.86.76.95.25.0,13.6,9.3,5.0
25,5.85.65.95.65.25.26.25.25.05.15.04.54.14.04.03.73.83.74.74.24.44.45.25.2,6.2,4.9,3.7
26,4.84.44.24.03.84.34.64.34.54.24.23.64.03.23.33.33.43.33.84.13.93.94.14.2,4.8,4.0,3.2
27,4.54.13.13.33.73.33.23.33.73.03.44.33.02.93.23.43.23.45.05.34.53.92.93.3,5.7,3.7,2.9
28,3.14.95.64.54.65.65.85.66.25.95.75.04.23.93.63.63.83.64.24.23.83.12.92.4,7.0,4.5,2.4
29,2.32.82.93.23.63.73.43.71.72.11.52.31.72.52.62.72.82.72.01.42.01.91.71.8,3.7,2.5,1.4
30,1.31.31.10.40.90.70.70.71.31.92.73.53.91.33.44.75.44.75.05.25.57.08.39.3,9.3,3.4,0.4
31,7.75.24.02.33.65.13.05.12.61.93.54.02.84.05.35.24.65.23.33.93.83.12.23.0,7.7,3.8,1.9
TOTAL,4.24.13.93.84.14.34.34.33.73.73.94.14.14.24.54.74.94.74.84.74.84.64.54.4,7.0,4.3,2.3
