어종,산지,규격,포장,수량,중량,낙찰고가,낙찰저가,평균가
(활)겉바지락,고창,대,그물망,3,51.0,"73,000","66,000","68,300"
(활)겉바지락,고창,중,그물망,11,20.0,"62,000","62,000","62,000"
(활)겉바지락,중국,대,포,68,20.0,"43,000","5,000","24,400"
(활)겉바지락,태안,대,그물망,2,20.0,"50,200","50,200","50,200"
(활)겉바지락,고창,중,그물망,1,10.0,"35,500","35,500","35,500"
(활)겉바지락,군산,대,그물망,5,20.0,"56,300","55,000","55,800"
(활)겉바지락,고창,대,그물망,198,20.0,"76,500","30,000","60,400"
(선)깐바지락,여수,소,box,27,1.0,"50,000","30,500","40,600"
(선)깐바지락,순천,소,box,1,1.1,"35,000","35,000","35,000"
(선)깐바지락,순천,소,box,16,0.9,"33,000","18,800","22,400"
(선)깐바지락,삼천포,소,box,281,0.7,"32,300","15,100","21,800"
(선)깐바지락,삼천포,소,box,"1,836",0.9,"34,100","14,500","21,900"
(선)깐바지락,삼천포,소,box,"3,021",0.8,"35,000","15,100","22,900"
(선)깐바지락,여수,소,box,14,0.7,"33,500","14,500","26,700"
(선)깐바지락,순천,소,box,22,0.7,"43,400","43,400","43,400"
(선)깐바지락,삼천포,소,box,377,1.0,"34,000","16,600","21,300"
(선)깐바지락,삼천포,소,box,81,0.6,"28,200","14,000","24,700"
(선)깐바지락,여수,소,box,884,0.8,"36,200","12,000","21,100"
(선)깐바지락,마산,소,box,8,0.9,"14,500","13,500","13,900"
(선)깐바지락,순천,소,box,26,0.8,"22,000","15,600","19,100"
(선)깐바지락,여수,소,box,248,0.9,"34,500","12,500","23,500"
(활)물바지락,여수,대,box,115,8.8,"65,000","28,300","41,300"
(활)물바지락,순천,대,box,128,10.0,"80,000","10,000","45,000"
(활)물바지락,여수,대,box,100,8.4,"59,000","23,800","43,900"
(활)물바지락,삼천포,대,box,11,9.6,"77,100","77,100","77,100"
(활)물바지락,여수,대,box,301,9.0,"84,600","23,000","40,800"
(활)물바지락,여수,중,box,4,6.0,"26,000","12,000","18,000"
(활)물바지락,순천,대,box,24,8.4,"48,100","40,000","43,700"
(활)물바지락,순천,대,box,10,8.8,"55,000","55,000","55,000"
(활)물바지락,여수,대,box,2,9.3,"34,000","34,000","34,000"
(활)물바지락,여수,대,box,34,9.6,"48,000","32,000","36,500"
(활)물바지락,삼천포,대,box,1,9.2,"36,000","36,000","36,000"
(활)물바지락,여수,대,box,1,7.0,"22,200","22,200","22,200"
(활)물바지락,여수,대,box,195,8.6,"57,500","28,500","41,900"
(활)물바지락,여수,대,box,142,9.2,"50,000","23,300","40,800"
(활)물바지락,순천,대,box,9,8.6,"47,000","43,000","44,800"
(활)물바지락,삼천포,대,box,7,8.6,"45,000","35,000","43,600"
(활)물바지락,여수,소,box,1,3.0,"20,000","20,000","20,000"
(활)물바지락,삼천포,중,box,15,5.0,"45,000","15,500","23,300"
(활)물바지락,여수,대,box,16,8.7,"47,500","47,000","47,400"
(활)물바지락,여수,중,box,17,5.0,"47,000","7,000","21,000"
(활)물바지락,삼천포,대,box,19,9.8,"65,000","38,000","57,400"
(활)물바지락,여수,대,box,30,9.4,"42,500","24,000","36,600"
(활)물바지락,삼천포,대,box,16,8.4,"47,000","45,000","45,600"
(활)물바지락,여수,대,box,"3,456",10.0,"90,000","4,000","36,700"
(활)물바지락,삼천포,대,box,13,9.0,"57,000","55,000","55,900"
(활)물바지락,여수,대,box,4,5.0,"51,000","15,100","31,700"
(활)물바지락,삼천포,대,box,20,5.0,"20,000","19,000","19,600"
(활)물바지락,삼천포,대,box,55,8.8,"57,000","38,100","49,500"
(활)물바지락,삼천포,대,box,330,10.0,"90,000","18,700","45,600"
(활)봉바지락,중국,중,box,6,3.6,"10,000","6,100","7,700"
(활)봉바지락,태안,중,box,301,3.6,"35,000","7,300","16,400"
(활)칼바지락,태안,중,box,190,4.0,"16,000","9,500","13,300"
(활)칼바지락,중국,대,box,14,10.0,"4,200","2,100","3,000"
(활)칼바지락,고창,중,box,126,4.5,"18,000","15,000","15,900"
(활)칼바지락,중국,중,box,506,4.5,"17,500","6,600","10,200"
(활)칼바지락,고창,중,box,15,3.5,"16,600","16,600","16,600"
(활)칼바지락,중국,중,box,"1,150",6.0,"16,000","2,500","10,300"
(활)칼바지락,중국,중,box,985,4.0,"14,700","5,800","8,600"
(활)칼바지락,태안,중,box,229,6.0,"17,200","11,000","14,400"
(활)칼바지락,중국,중,box,285,3.5,"13,200","6,000","8,700"
(활)토바지락,중국,중,box,656,2.2,"8,000","2,500","4,900"
(활)토바지락,태안,중,box,158,2.2,"9,000","5,000","6,800"
(활)토바지락,중국,중,box,71,4.0,"5,500","4,000","4,600"
