어종,산지,규격,포장,수량,중량,낙찰고가,낙찰저가,평균가
(활)겉바지락,태안,중,그물망,61,10.0,"44,400","30,100","34,900"
(활)겉바지락,인천,대,그물망,10,20.0,"13,000","7,600","8,600"
(활)겉바지락,중국,중,포,5,10.0,"23,000","23,000","23,000"
(활)겉바지락,순천,대,그물망,14,20.0,"78,100","68,000","73,100"
(활)겉바지락,태안,대,그물망,1,20.0,"60,000","60,000","60,000"
(활)겉바지락,중국,대,포,297,20.0,"64,000","6,000","34,000"
(선)깐바지락,순천,소,box,14,0.7,"13,600","13,600","13,600"
(선)깐바지락,태안,소,box,223,0.8,"12,600","9,000","10,600"
(선)깐바지락,여수,소,box,608,1.0,"15,000","10,000","12,400"
(선)깐바지락,여수,대,box,63,0.8,"11,500","11,500","11,500"
(선)깐바지락,통영,소,box,32,0.9,"15,000","12,100","13,700"
(선)깐바지락,순천,소,box,5,1.0,"12,500","12,500","12,500"
(선)깐바지락,삼천포,소,box,35,0.7,"18,000","11,500","15,500"
(선)깐바지락,삼천포,소,box,"3,887",0.9,"23,500","6,600","13,500"
(선)깐바지락,삼천포,소,box,17,2.0,"6,200","6,200","6,200"
(선)깐바지락,통영,소,box,5,1.0,"12,200","12,200","12,200"
(선)깐바지락,순천,소,box,82,0.9,"15,100","4,500","11,300"
(선)깐바지락,통영,소,box,85,0.8,"15,600","11,000","13,200"
(선)깐바지락,삼천포,소,box,"1,667",0.8,"23,700","7,700","12,500"
(선)깐바지락,삼천포,소,box,15,1.9,"6,600","6,600","6,600"
(선)깐바지락,마산,소,box,8,1.0,"11,500","11,500","11,500"
(선)깐바지락,여수,2봉,box,6,1.6,"21,000","21,000","21,000"
(선)깐바지락,마산,소,box,13,0.9,"13,300","12,200","12,700"
(선)깐바지락,여수,소,box,590,0.9,"24,000","8,200","12,500"
(선)깐바지락,삼천포,소,box,16,0.6,"11,500","11,500","11,500"
(선)깐바지락,순천,소,box,52,0.8,"15,100","11,500","13,100"
(선)깐바지락,보령,소,box,57,0.8,"12,000","11,800","11,900"
(선)깐바지락,태안,소,box,25,0.7,"5,500","5,500","5,500"
(선)깐바지락,통영,대,box,17,0.7,"12,000","12,000","12,000"
(선)깐바지락,삼천포,소,box,"1,236",1.0,"24,500","6,600","13,800"
(선)깐바지락,여수,소,box,116,0.7,"13,300","10,500","12,200"
(선)깐바지락,여수,소,box,"1,320",0.8,"23,200","7,700","12,800"
(활)물바지락,여수,대,box,578,8.8,"40,000","20,000","31,100"
(활)물바지락,통영,대,box,12,10.0,"37,000","33,200","35,300"
(활)물바지락,여수,대,box,387,8.6,"38,700","25,500","29,700"
(활)물바지락,순천,대,box,56,9.0,"29,600","26,000","28,200"
(활)물바지락,순천,대,box,30,8.2,"26,600","26,600","26,600"
(활)물바지락,마산,대,box,10,9.6,"27,000","27,000","27,000"
(활)물바지락,여수,대,box,200,8.4,"40,200","25,100","30,500"
(활)물바지락,삼천포,대,box,22,9.6,"34,200","33,000","33,300"
(활)물바지락,마산,대,box,10,10.0,"28,200","28,200","28,200"
