일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,2.42.11.91.11.01.00.61.01.41.42.64.43.83.62.72.12.42.12.62.62.82.82.62.6,4.4,2.2,0.6
02,2.41.71.50.90.91.01.21.03.02.82.64.34.65.04.73.72.93.72.52.02.11.70.40.7,5.0,2.4,0.4
03,0.80.30.31.20.50.60.90.62.02.41.71.50.81.21.61.21.21.20.40.60.60.40.40.9,2.4,1.0,0.2
04,0.91.01.11.00.31.10.31.10.41.10.50.31.80.82.62.12.72.12.12.01.92.43.32.9,3.3,1.5,0.3
05,3.13.02.61.91.71.31.61.31.50.70.21.22.32.72.83.53.63.52.12.63.32.83.02.7,3.6,2.2,0.2
06,2.62.41.50.21.11.20.61.21.21.30.92.13.03.54.14.44.44.42.82.12.52.11.71.4,4.4,2.2,0.2
07,1.73.34.54.13.43.83.73.82.82.62.92.31.91.62.42.61.72.61.43.42.52.01.30.5,4.5,2.5,0.5
08,1.32.01.51.92.42.62.62.62.12.82.41.61.02.83.24.03.34.03.12.31.91.91.80.6,4.0,2.3,0.6
09,0.30.50.50.10.10.30.30.30.70.60.30.31.12.93.13.13.53.12.52.42.42.12.32.0,3.5,1.4,0.1
10,1.50.90.30.30.10.70.50.70.10.80.61.52.72.72.32.83.02.82.42.31.31.00.60.4,3.0,1.3,0.1
11,0.10.30.50.50.20.30.50.30.30.52.52.12.82.62.72.93.12.92.11.61.31.20.50.5,3.1,1.3,0.1
12,0.10.30.50.20.30.40.50.40.61.61.62.72.72.82.23.52.93.52.21.92.02.11.80.5,3.5,1.5,0.1
13,0.50.30.40.50.91.12.41.11.01.12.00.92.82.01.92.02.52.02.42.81.81.91.91.7,2.8,1.6,0.3
14,2.93.82.62.12.32.12.72.12.73.44.44.43.41.61.33.03.33.02.82.63.53.32.83.1,4.4,2.9,1.3
15,2.42.72.72.52.82.63.02.62.43.23.53.41.91.91.91.62.31.62.51.41.41.92.00.9,3.5,2.3,0.9
16,1.81.20.90.70.80.81.00.80.60.51.42.90.40.50.70.60.70.61.62.61.31.01.50.5,2.9,1.1,0.4
17,0.40.40.31.00.50.10.40.10.91.81.00.80.20.30.30.20.50.20.50.40.50.30.20.9,1.8,0.5,0.1
18,2.42.41.72.01.22.41.22.41.11.20.90.60.60.40.30.40.80.40.10.20.10.60.70.3,2.4,1.0,0.1
19,0.10.21.92.31.72.01.82.01.72.21.82.11.61.30.60.60.80.60.60.50.62.01.91.6,2.3,1.4,0.1
20,1.50.60.40.72.52.92.22.93.12.94.75.55.66.06.25.47.05.48.38.68.17.67.56.6,8.8,4.8,0.4
21,7.87.77.47.77.26.65.36.64.23.83.04.33.63.53.83.33.43.32.42.22.21.00.60.4,7.8,4.1,0.4
22,0.71.00.60.90.60.91.00.90.91.31.52.83.94.44.33.33.33.31.61.31.61.71.51.8,4.4,1.9,0.6
23,1.00.80.40.91.30.51.20.51.01.72.52.71.81.32.91.80.71.80.70.30.82.11.93.4,3.4,1.4,0.3
24,3.33.32.42.12.82.73.12.73.02.52.13.24.12.92.32.72.02.72.42.31.92.22.12.7,4.1,2.6,1.4
25,2.02.42.52.62.73.43.03.43.03.43.13.22.51.21.41.11.11.11.20.81.11.41.91.5,3.4,2.1,0.8
26,4.14.63.64.04.15.24.45.24.22.82.13.33.32.82.93.13.33.12.01.30.51.81.43.5,5.2,3.2,0.5
27,3.74.64.16.16.75.03.75.02.41.82.02.41.91.82.32.12.92.12.01.20.20.71.01.4,6.7,2.7,0.2
28,1.60.30.80.40.71.20.91.20.90.10.10.10.72.83.02.11.62.10.41.42.22.92.22.2,3.0,1.3,0.1
29,1.61.21.51.71.20.30.80.30.41.21.01.31.00.30.31.30.81.30.50.30.10.00.00.9,1.7,0.8,0.0
30,0.22.31.51.20.40.21.40.20.90.81.31.40.80.80.80.81.00.83.43.03.97.27.86.5,7.8,2.1,0.2
TOTAL,1.81.91.71.81.71.81.81.81.71.81.92.32.32.32.42.42.42.42.02.01.92.12.01.8,4.0,2.0,0.4
