일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,18.318.318.318.318.218.218.218.218.318.318.318.318.218.218.318.218.318.218.318.318.318.418.318.4,18.4,18.3,18.2
02,18.318.418.418.318.418.318.318.318.418.318.418.418.418.418.418.418.418.418.418.418.318.418.418.4,18.4,18.4,18.3
03,18.518.518.518.518.518.518.518.518.518.518.518.518.518.518.518.518.518.518.518.418.418.518.618.5,18.6,18.5,18.4
04,18.518.518.518.518.518.518.518.518.518.518.518.518.518.518.518.518.518.518.618.518.518.518.618.6,18.6,18.5,18.5
05,18.518.518.618.618.618.518.618.518.518.518.518.418.518.518.518.518.518.518.518.518.518.518.518.5,18.6,18.5,18.4
06,18.518.518.518.418.418.418.418.418.518.518.518.518.518.518.518.518.518.518.418.318.418.418.418.3,18.5,18.5,18.3
07,18.318.218.218.118.118.118.118.118.118.018.018.017.917.917.917.918.017.918.017.917.917.917.917.8,18.3,18.0,17.8
08,17.817.817.717.717.617.617.617.617.617.517.417.417.417.317.317.317.317.317.317.317.317.317.317.3,17.8,17.5,17.3
09,17.217.317.317.317.317.217.317.217.317.417.417.417.417.417.517.617.617.617.617.617.617.617.617.5,17.6,17.4,17.2
10,17.517.417.417.417.417.417.417.417.317.217.217.217.117.117.117.017.017.017.117.117.117.117.117.0,17.5,17.2,17.0
11,17.016.916.917.017.017.017.017.017.017.017.016.916.816.716.716.917.016.916.917.016.916.916.916.8,17.0,16.9,16.7
12,16.716.616.616.716.816.816.816.816.816.816.516.516.416.316.316.516.616.516.716.716.716.716.616.6,16.8,16.6,16.3
13,16.516.416.316.316.416.416.416.416.516.216.016.016.015.915.916.016.116.016.416.416.416.416.416.4,16.5,16.3,15.9
14,16.316.216.216.116.216.316.316.316.316.216.216.016.015.915.915.916.115.916.116.216.216.216.216.2,16.3,16.2,15.9
15,16.216.216.116.116.116.116.116.116.116.116.116.116.116.016.016.016.016.016.116.116.216.116.116.1,16.2,16.1,16.0
16,16.116.116.116.116.116.116.116.116.116.116.016.116.116.116.116.015.916.016.015.916.016.016.116.1,16.1,16.1,15.9
17,16.116.116.016.015.915.915.915.915.915.915.915.915.915.815.815.715.615.715.615.615.815.815.715.8,16.1,15.8,15.6
18,15.715.615.615.515.415.315.315.315.315.315.415.415.315.315.315.215.115.215.015.015.115.215.315.2,15.7,15.3,15.0
19,15.215.215.215.215.215.215.215.215.115.215.115.215.215.115.115.215.215.215.115.215.215.215.215.2,15.2,15.2,15.1
20,15.215.215.215.215.215.215.115.215.115.115.115.015.115.115.115.115.115.115.115.015.015.015.015.0,15.2,15.1,15.0
21,15.015.015.015.015.015.015.015.015.015.014.915.015.015.015.015.015.015.015.115.115.015.015.015.0,15.1,15.0,14.9
22,15.115.115.015.015.015.015.015.015.015.015.015.015.015.014.915.015.015.015.015.115.015.015.015.0,15.1,15.0,14.9
23,15.015.115.115.115.115.215.215.215.215.115.115.115.115.115.115.115.115.115.215.215.215.115.115.1,15.2,15.1,15.0
24,15.015.015.015.015.015.015.015.015.014.914.914.814.714.714.814.814.814.814.814.814.814.714.714.6,15.0,14.9,14.6
25,14.614.514.514.514.514.514.514.514.514.414.414.314.214.114.214.214.414.214.314.414.414.414.314.3,14.6,14.4,14.1
26,14.214.114.114.214.214.214.114.214.114.014.014.013.913.913.913.914.013.914.114.114.114.114.114.1,14.2,14.1,13.9
27,14.114.014.014.114.214.214.214.214.314.214.214.214.214.114.114.114.114.114.214.214.214.214.214.1,14.3,14.2,14.0
28,14.114.114.114.014.014.014.014.014.014.014.014.013.913.913.813.713.713.713.713.813.813.813.813.8,14.1,13.9,13.7
29,13.813.713.713.613.613.613.613.613.613.613.613.613.613.613.613.513.513.513.513.613.613.613.713.7,13.8,13.6,13.5
30,13.613.613.613.513.513.413.413.413.513.513.513.413.413.313.313.213.113.213.013.113.213.213.213.2,13.6,13.3,13.0
TOTAL,16.216.216.216.216.216.216.216.216.216.116.116.116.116.016.016.016.116.016.116.116.116.116.116.1,16.3,16.1,15.9
