어종,산지,규격,포장,수량,중량,낙찰고가,낙찰저가,평균가
(냉)명태,러시아,6통,PAN(펜),60,21.5,"33,400","33,000","33,200"
(냉)명태,러시아,7통,PAN(펜),80,21.5,"31,300","31,300","31,300"
(냉)명태,러시아,8통,PAN(펜),30,21.5,"31,300","31,300","31,300"
(냉)명태,러시아,7통,PAN(펜),60,10.0,"20,200","20,200","20,200"
(냉)명태(H/G),미국,2L,PAN(펜),17,20.0,"48,900","48,900","48,900"
(냉)명태포,러시아,8/9미,CT/(BT),10,7.5,"28,000","28,000","28,000"
(냉)명태포,러시아,10/12,CT/(BT),50,10.0,"53,000","53,000","53,000"
(냉)명태포,러시아,중,CT/(BT),310,6.0,"32,000","32,000","32,000"
(냉)명태포,러시아,중,CT/(BT),5,21.0,"96,500","96,500","96,500"
(냉)명태포,러시아,12/15,CT/(BT),40,10.0,"58,300","58,300","58,300"
