어종,산지,규격,포장,수량,중량,낙찰고가,낙찰저가,평균가
(냉)명태,러시아,6통,PAN(펜),"1,480",21.5,"32,400","27,000","27,200"
(냉)명태,러시아,4통,PAN(펜),"3,500",21.5,"39,000","20,000","38,900"
(냉)명태,러시아,9통,PAN(펜),"1,200",21.5,"24,000","24,000","24,000"
(냉)명태,러시아,6통,CT/(BT),30,21.5,"32,400","32,400","32,400"
(냉)명태,러시아,7통,PAN(펜),830,21.5,"32,400","25,000","26,000"
(냉)명태,러시아,8통,PAN(펜),"2,810",21.5,"23,000","23,000","23,000"
(냉)명태,러시아,7통,PAN(펜),50,10.0,"20,200","20,200","20,200"
(냉)명태,러시아,7통,CT/(BT),20,21.5,"31,300","31,300","31,300"
(냉)명태,러시아,5통,PAN(펜),"2,670",21.5,"28,000","28,000","28,000"
(냉)명태포,러시아,중,CT/(BT),10,10.0,"45,800","45,800","45,800"
(냉)명태포,러시아,중,CT/(BT),20,7.5,"28,000","28,000","28,000"
