어종,산지,규격,포장,수량,중량,낙찰고가,낙찰저가,평균가
(활)겉바지락,군산,중,그물망,41,10.0,"45,500","38,000","42,000"
(활)겉바지락,안흥,대,그물망,40,20.0,"74,000","46,000","59,100"
(활)겉바지락,안면도,중,그물망,111,10.0,"52,500","15,000","30,800"
(활)겉바지락,인천,대,그물망,19,20.0,"60,500","60,000","60,400"
(활)겉바지락,여수,대,그물망,1,10.0,"11,000","11,000","11,000"
(활)겉바지락,안면도,대,그물망,4,20.0,"30,000","25,500","26,600"
(활)겉바지락,태안,대,그물망,18,20.0,"95,100","60,200","83,400"
(활)겉바지락,고창,대,그물망,7,20.0,"30,000","30,000","30,000"
(선)깐바지락,삼천포,소,box,"1,958",0.8,"21,000","6,500","13,200"
(선)깐바지락,순천,소,box,35,1.0,"21,200","2,500","9,000"
(선)깐바지락,통영,소,box,1,1.0,"16,000","16,000","16,000"
(선)깐바지락,삼천포,소,box,"1,278",0.9,"22,000","9,300","13,800"
(선)깐바지락,통영,소,box,31,0.9,"17,500","8,500","13,100"
(선)깐바지락,삼천포,소,box,"1,455",0.7,"17,800","7,700","12,600"
(선)깐바지락,여수,소,box,3,1.0,"10,000","10,000","10,000"
(선)깐바지락,통영,소,box,9,0.8,"12,100","11,000","11,600"
(선)깐바지락,순천,소,box,169,0.9,"18,100","6,000","10,000"
(선)깐바지락,삼천포,소,box,20,0.5,"8,100","8,000","8,100"
(선)깐바지락,삼천포,대,box,15,0.9,"13,400","13,400","13,400"
(선)깐바지락,여수,소,box,272,0.7,"16,300","8,000","11,900"
(선)깐바지락,삼천포,소,box,100,0.6,"8,800","8,100","8,500"
(선)깐바지락,여수,소,box,312,0.9,"22,800","6,600","12,800"
(선)깐바지락,여수,소,box,"1,401",0.8,"23,100","6,800","12,000"
(선)깐바지락,삼천포,소,box,788,1.0,"23,600","9,300","14,500"
(선)깐바지락,삼천포,대,box,33,0.7,"13,500","13,000","13,200"
(선)깐바지락,순천,소,box,40,0.8,"12,300","8,800","10,300"
(활)물바지락,통영,대,box,3,9.4,"57,100","57,100","57,100"
(활)물바지락,삼천포,중,box,1,9.0,"35,500","35,500","35,500"
(활)물바지락,여수,대,box,26,8.4,"50,000","40,000","44,000"
(활)물바지락,여수,중,box,1,4.3,"25,000","25,000","25,000"
(활)물바지락,순천,대,box,12,9.0,"61,000","60,000","60,200"
(활)물바지락,삼천포,대,box,6,9.6,"50,100","50,000","50,000"
(활)물바지락,여수,대,box,33,9.0,"55,000","42,000","49,800"
(활)물바지락,통영,대,box,38,10.0,"60,000","42,200","47,000"
(활)물바지락,여수,중,box,6,6.0,"31,100","20,000","24,700"
(활)물바지락,여수,중,box,12,10.0,"87,100","37,000","45,700"
(활)물바지락,여수,대,box,50,8.8,"57,000","41,300","50,300"
(활)물바지락,여수,대,box,25,9.6,"56,000","48,500","51,900"
(활)물바지락,여수,대,box,79,8.6,"116,000","46,000","75,400"
(활)물바지락,삼천포,대,box,8,9.2,"50,000","40,000","47,500"
(활)물바지락,여수,대,box,2,7.0,"28,100","22,000","25,100"
(활)물바지락,순천,대,box,279,10.0,"96,000","42,000","51,300"
(활)물바지락,여수,대,box,3,8.0,"40,000","21,000","33,000"
(활)물바지락,통영,대,그물망,2,10.0,"55,500","55,500","55,500"
(활)물바지락,순천,대,box,10,8.6,"66,000","64,000","65,000"
(활)물바지락,통영,대,box,4,9.0,"117,000","116,000","116,500"
(활)물바지락,삼천포,대,box,5,8.6,"45,000","45,000","45,000"
(활)물바지락,삼천포,중,box,25,5.0,"27,000","11,000","18,300"
(활)물바지락,삼천포,중,box,1,4.0,"20,000","20,000","20,000"
(활)물바지락,순천,중,box,1,4.6,"26,000","26,000","26,000"
(활)물바지락,여수,대,box,9,8.1,"56,500","56,500","56,500"
(활)물바지락,여수,중,box,10,5.0,"45,000","16,000","23,200"
(활)물바지락,여수,대,box,2,9.4,"40,100","40,100","40,100"
(활)물바지락,여수,대,box,"2,295",10.0,"87,000","9,000","38,200"
(활)물바지락,여수,중,box,3,4.0,"20,100","12,000","15,700"
(활)물바지락,삼천포,대,box,8,5.0,"23,000","9,000","16,500"
(활)물바지락,여수,대,box,1,6.0,"21,000","21,000","21,000"
(활)물바지락,삼천포,대,box,3,8.8,"48,000","48,000","48,000"
(활)물바지락,여수,대,box,1,9.2,"43,500","43,500","43,500"
(활)물바지락,삼천포,대,box,472,10.0,"54,200","13,000","38,600"
(활)봉바지락,태안,중,box,167,2.9,"20,000","4,500","10,900"
(활)봉바지락,태안,중,box,3,3.9,"16,000","6,100","12,100"
(활)봉바지락,태안,중,box,6,2.6,"10,000","6,600","7,700"
(활)칼바지락,태안,대,box,10,9.7,"36,000","35,000","35,400"
(활)칼바지락,중국,중,box,30,4.2,"6,800","4,200","5,600"
(활)칼바지락,태안,대,box,221,10.0,"36,000","24,200","30,300"
(활)칼바지락,태안,중,box,56,5.0,"16,200","10,000","12,600"
(활)칼바지락,중국,중,box,95,4.5,"10,300","6,000","7,900"
(활)칼바지락,중국,중,box,20,3.2,"3,000","3,000","3,000"
(활)칼바지락,중국,중,box,"1,076",5.0,"13,300","3,000","6,100"
(활)칼바지락,중국,중,box,"1,110",6.0,"16,200","3,600","8,900"
(활)칼바지락,중국,중,box,120,3.0,"8,500","2,500","4,800"
(활)칼바지락,중국,중,box,230,4.0,"10,700","3,600","6,900"
(활)칼바지락,태안,중,box,80,6.0,"20,100","14,100","16,800"
(활)칼바지락,중국,중,box,55,3.5,"6,600","4,000","5,000"
(활)토바지락,중국,중,box,520,2.2,"7,000","2,000","4,000"
(활)토바지락,태안,중,box,47,2.2,"6,100","4,600","5,100"
