일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,0.40.50.70.40.50.61.30.61.82.02.62.63.12.74.23.72.53.72.00.80.61.20.60.4,4.2,1.7,0.4
02,0.50.90.70.30.40.90.90.91.94.75.46.86.87.27.26.07.16.06.55.03.72.82.20.9,7.6,3.7,0.3
03,0.81.31.31.22.01.82.61.84.25.96.06.14.84.35.05.64.65.64.85.34.64.23.42.7,6.1,3.8,0.8
04,2.10.81.20.51.03.14.13.14.54.95.45.96.36.86.76.76.46.75.55.33.83.53.32.2,6.8,4.2,0.5
05,1.71.41.60.50.20.30.50.30.70.71.01.11.21.21.21.11.21.12.01.81.30.70.81.0,2.0,1.0,0.2
06,0.30.91.40.50.51.00.71.00.70.91.21.41.81.81.31.51.21.51.71.50.91.90.81.7,1.9,1.2,0.3
07,1.81.91.21.40.70.70.50.71.51.72.62.32.72.47.011.210.011.23.32.13.22.81.72.3,11.2,3.1,0.5
08,1.63.02.44.38.81.91.61.91.71.52.52.91.54.68.66.65.66.66.44.64.24.34.25.2,8.8,4.0,1.4
09,3.34.55.85.14.23.83.43.82.11.91.82.43.13.23.53.54.13.53.23.43.33.23.74.0,5.8,3.4,1.8
10,3.52.82.42.21.11.10.91.11.01.31.21.21.21.91.51.72.81.73.42.51.10.62.42.0,3.5,1.8,0.6
11,0.82.01.72.53.23.21.43.21.00.92.21.11.42.95.54.12.94.13.21.40.60.50.91.0,5.5,2.0,0.4
12,0.30.40.70.20.70.40.30.41.00.80.91.32.24.85.25.25.15.24.74.33.33.85.15.0,5.2,2.5,0.2
13,6.24.94.64.84.33.73.13.70.71.01.10.90.80.91.30.92.50.93.52.92.71.10.60.8,6.2,2.4,0.6
14,0.30.40.20.30.80.85.00.88.14.20.93.26.27.88.88.57.68.55.14.14.03.02.52.6,8.8,4.0,0.2
15,1.92.32.92.72.71.30.51.31.20.71.21.00.50.81.23.03.13.03.33.71.61.23.33.8,3.8,2.0,0.5
16,4.23.32.93.42.41.91.91.91.42.21.82.22.93.22.64.55.54.54.65.85.64.64.13.3,5.9,3.4,1.2
17,3.13.32.83.83.53.52.03.51.61.92.11.42.00.91.00.90.90.93.72.43.41.42.00.8,3.8,2.2,0.8
18,0.70.92.31.01.51.61.41.61.92.83.25.43.54.27.610.18.810.19.19.69.19.99.47.3,10.1,5.1,0.7
19,7.17.58.38.25.75.86.65.84.74.15.05.14.64.43.63.93.93.94.03.93.12.72.21.5,8.3,4.9,1.5
20,1.71.61.20.00.10.30.30.31.11.61.52.31.41.31.61.31.61.31.01.40.70.30.20.6,2.3,1.1,0.0
21,1.11.61.01.85.010.36.810.35.58.48.09.79.610.210.18.78.78.79.08.26.45.55.05.1,10.3,6.7,1.0
22,4.14.03.93.94.14.13.14.14.84.34.64.44.64.95.75.25.55.24.54.23.42.92.73.4,5.7,4.2,2.7
23,3.53.42.83.02.82.21.02.22.01.71.01.83.93.02.31.30.71.32.01.01.20.61.51.3,3.9,1.9,0.6
24,1.31.91.41.76.57.26.17.24.67.38.06.46.16.76.26.46.56.46.04.74.14.03.42.7,8.0,5.0,1.3
25,2.72.92.42.42.62.52.92.52.02.42.62.83.13.53.03.23.23.22.01.31.01.81.31.9,3.5,2.5,1.0
26,1.41.81.51.60.60.50.80.52.31.51.82.34.05.45.45.94.45.94.04.33.71.90.81.5,5.9,2.6,0.5
27,2.61.61.41.81.81.42.11.45.75.45.25.45.95.85.45.46.15.46.56.87.05.36.15.9,7.0,4.6,1.4
28,4.74.73.83.54.44.14.64.15.75.85.67.05.55.65.55.22.45.21.22.72.11.31.91.8,7.0,4.1,1.2
29,5.14.54.33.83.23.13.93.14.55.55.56.77.67.98.08.18.08.16.56.24.73.92.93.4,8.1,5.4,2.9
30,3.22.83.74.34.75.95.85.97.17.37.97.67.06.25.85.96.75.96.97.67.17.07.06.1,7.9,6.2,2.8
31,6.45.25.55.45.85.23.55.20.52.31.51.96.26.46.25.66.65.67.34.93.02.52.73.9,7.3,4.4,0.5
TOTAL,2.52.52.52.52.82.72.62.72.83.13.33.63.94.34.84.94.74.94.44.03.42.92.92.8,6.2,3.4,0.9
