일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,3.93.43.73.54.32.72.72.74.04.15.85.13.37.64.05.98.65.95.61.71.82.01.51.0,8.6,4.1,1.0
02,1.60.40.30.71.80.90.80.93.16.04.23.94.03.61.52.42.32.43.22.82.01.40.41.2,6.0,2.1,0.3
03,1.50.40.51.00.70.60.30.60.31.31.41.20.91.32.23.84.53.83.33.72.71.70.50.3,4.5,1.6,0.2
04,0.31.20.90.50.60.30.40.31.71.11.04.86.16.17.28.67.28.65.35.35.13.42.40.9,8.6,3.2,0.3
05,0.60.50.80.71.00.91.20.93.76.18.17.97.77.48.39.49.99.49.68.47.56.53.93.0,9.9,5.3,0.5
06,0.51.83.12.91.00.70.90.71.03.55.66.36.77.27.77.16.17.11.52.82.91.70.61.2,7.7,3.2,0.5
07,1.10.50.51.41.51.20.41.21.01.40.91.62.32.62.13.02.93.08.86.71.71.31.61.2,9.8,2.4,0.4
08,0.81.51.10.82.11.31.31.31.51.73.73.53.53.02.03.32.73.32.72.71.80.50.30.5,4.1,2.0,0.3
09,0.40.31.40.91.40.71.60.71.41.72.72.22.54.14.12.42.32.46.23.41.01.51.91.6,6.2,2.1,0.3
10,0.61.00.90.91.62.32.82.31.42.44.46.87.37.67.17.75.97.71.72.01.60.80.60.4,7.7,3.1,0.4
11,0.50.70.71.41.12.41.02.41.82.22.72.13.26.77.89.711.19.76.42.42.53.15.83.8,11.1,3.8,0.5
12,3.93.31.74.02.41.00.91.08.67.15.02.01.94.42.23.04.73.05.86.73.71.63.13.0,8.6,3.7,0.9
13,1.60.31.21.00.71.41.11.40.92.03.03.53.73.93.43.43.23.43.13.02.32.31.10.9,3.9,2.1,0.3
14,1.00.51.00.60.60.70.60.70.91.32.83.84.04.44.54.43.44.44.23.52.81.10.50.4,4.5,2.1,0.4
15,0.60.30.70.40.60.60.80.61.41.82.43.43.43.53.16.710.36.711.38.310.39.99.19.6,11.3,4.6,0.3
16,8.98.59.29.610.09.95.89.95.46.65.15.54.12.93.03.63.43.63.15.17.27.83.11.7,10.0,5.7,1.7
17,3.21.47.910.79.810.911.210.98.94.72.65.02.61.82.11.43.21.43.53.53.33.43.12.1,11.2,5.0,1.4
18,1.92.02.52.31.81.61.11.60.81.41.41.51.61.51.71.81.71.80.90.90.90.80.60.6,2.5,1.4,0.4
19,0.50.40.91.11.30.80.50.81.52.03.74.54.94.04.16.010.36.09.37.67.62.74.91.5,10.3,3.7,0.4
20,0.80.51.20.90.82.71.12.71.10.82.02.44.27.22.71.32.01.36.27.06.86.25.84.7,7.2,3.1,0.5
21,4.73.64.23.92.92.52.52.52.11.51.81.81.91.92.66.36.56.34.53.42.92.21.51.6,6.5,3.1,1.5
22,1.10.50.71.71.21.60.91.61.11.53.44.24.54.12.71.71.51.72.82.20.90.61.41.5,4.5,1.9,0.5
23,0.80.50.50.20.30.40.80.40.40.92.12.12.21.51.22.31.92.31.42.01.02.73.33.1,3.3,1.4,0.2
24,2.43.54.13.23.74.14.14.14.34.34.03.94.75.14.94.74.24.73.62.72.01.72.42.4,5.1,3.7,1.7
25,2.62.72.42.52.52.71.92.71.84.44.04.24.44.34.74.85.24.85.34.44.44.43.33.6,5.3,3.6,1.3
26,4.54.34.73.12.22.43.02.42.23.33.54.23.93.12.52.83.72.83.73.63.83.94.04.1,4.7,3.5,2.2
27,4.03.64.02.82.82.53.02.51.51.11.42.32.82.52.73.43.53.43.94.14.34.23.63.1,4.3,3.1,1.1
28,2.72.51.61.30.60.91.40.92.43.55.66.06.77.98.28.58.48.56.85.43.72.62.42.2,8.5,4.2,0.6
29,2.01.92.12.21.61.52.21.54.15.56.66.96.66.56.56.16.76.14.44.44.52.92.63.3,6.9,4.1,1.5
30,1.61.40.80.61.00.80.50.80.41.00.91.23.25.06.05.64.95.63.13.53.91.21.02.5,6.0,2.3,0.4
31,2.16.24.93.84.84.64.94.64.94.23.94.32.93.73.32.92.32.92.32.32.22.93.32.9,6.2,3.6,2.1
TOTAL,2.01.92.32.32.22.22.02.22.42.93.43.83.94.44.14.65.04.64.64.03.52.92.62.2,6.9,3.2,0.8
