일,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,최대,평균,최소
01,9.2,9.2,9.2,9.2,9.2,9.1,9.2,9.1,9.2,9.2,9.2,9.1,9.0,9.0,9.0,9.1,9.1,9.1,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.0
02,9.2,9.1,9.1,9.1,9.2,9.2,9.2,9.2,9.3,9.2,9.1,9.1,9.1,9.0,9.0,9.0,9.1,9.0,9.1,9.1,9.2,9.2,9.2,9.1,9.3,9.1,9.0
03,9.1,9.1,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.1,9.1,9.1,9.0,9.0,8.9,8.9,8.9,8.9,9.0,8.9,9.0,9.0,9.0,9.1,9.0,8.9
04,9.1,9.1,9.0,9.0,8.9,8.9,9.0,8.9,9.0,9.0,9.0,9.0,9.0,9.0,8.9,8.9,8.7,8.9,8.8,8.7,8.8,8.7,8.8,8.9,9.1,8.9,8.7
05,8.9,8.9,8.9,8.8,8.8,8.7,8.7,8.7,8.7,8.7,8.8,8.8,8.9,8.9,8.8,8.8,8.7,8.8,8.7,8.7,8.7,8.7,8.6,8.7,8.9,8.8,8.6
06,8.7,8.8,8.8,8.7,8.7,8.7,8.6,8.7,8.6,8.6,8.7,8.7,8.7,8.7,8.7,8.7,8.6,8.7,8.5,8.5,8.5,8.6,8.6,8.6,8.8,8.6,8.5
07,8.6,8.6,8.6,8.6,8.6,8.5,8.5,8.5,8.5,8.5,8.5,8.6,8.6,8.6,8.6,8.6,8.5,8.6,8.5,8.4,8.4,8.5,8.5,8.5,8.6,8.5,8.4
08,8.5,8.5,8.6,8.6,8.6,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.6,8.6,8.6,8.5,8.5,8.3,8.4,8.5,8.5,8.6,8.5,8.3
09,8.5,8.6,8.6,8.6,8.6,8.6,8.5,8.6,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.6,8.6,8.6,8.5,8.6,8.5,8.5,8.5,8.5,8.6,8.5,8.5
10,8.5,8.5,8.5,8.5,8.6,8.6,8.5,8.6,8.5,8.5,8.4,8.4,8.4,8.4,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.4,8.4,8.4,8.6,8.5,8.4
11,8.4,8.3,8.4,8.4,8.4,8.4,8.4,8.4,8.3,8.4,8.3,8.3,8.3,8.3,8.4,8.4,8.4,8.4,8.4,8.4,8.2,8.3,8.3,8.2,8.4,8.4,8.2
12,8.2,8.1,8.1,8.2,8.2,8.2,8.2,8.2,8.1,8.0,8.1,8.0,8.0,7.9,7.9,7.9,7.8,7.9,8.0,8.0,8.0,7.9,7.9,7.9,8.2,8.0,7.8
13,7.9,7.9,7.9,7.8,7.9,7.9,7.9,7.9,7.9,7.8,7.7,7.8,7.7,7.7,7.6,7.6,7.6,7.6,7.8,7.8,7.9,7.9,7.8,7.7,7.9,7.8,7.6
14,7.8,7.7,7.7,7.7,7.6,7.7,7.7,7.7,7.7,7.6,7.6,7.5,7.5,7.5,7.4,7.5,7.5,7.5,7.4,7.5,7.5,7.5,7.5,7.4,7.8,7.6,7.4
15,7.5,7.5,7.4,7.4,7.4,7.3,7.4,7.3,7.4,7.4,7.4,7.4,7.3,7.2,7.3,7.3,7.4,7.3,7.5,7.4,7.5,7.5,7.5,7.5,7.5,7.4,7.2
16,7.5,7.5,7.5,7.5,7.5,7.4,7.4,7.4,7.5,7.4,7.4,7.4,7.3,7.3,7.2,7.2,7.3,7.2,7.4,7.3,7.3,7.4,7.3,7.3,7.5,7.4,7.2
17,7.3,7.2,7.3,7.2,7.2,7.1,7.1,7.1,7.2,7.2,7.2,7.2,7.2,7.1,7.0,6.9,6.9,6.9,7.1,7.1,7.1,7.1,7.1,7.1,7.3,7.1,6.9
18,7.1,7.1,7.0,7.0,6.9,6.9,6.9,6.9,7.0,7.0,7.0,6.9,7.0,6.9,6.9,6.8,6.6,6.8,6.8,6.9,6.8,6.9,6.9,6.9,7.1,6.9,6.6
19,6.9,6.9,6.9,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.9,6.8,6.9,6.7,6.8,6.6,6.8,6.7,6.8,6.8,6.8,6.9,6.9,6.9,6.8,6.6
20,6.9,6.9,6.8,6.8,6.7,6.6,6.7,6.6,6.6,6.7,6.7,6.6,6.6,6.6,6.6,6.5,6.5,6.5,6.5,6.5,6.6,6.6,6.6,6.6,6.9,6.6,6.4
21,6.6,6.6,6.6,6.6,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.6,6.6,6.6,6.5,6.6,6.4,6.5,6.5,6.5,6.5,6.5,6.6,6.5,6.4
22,6.5,6.6,6.6,6.6,6.6,6.5,6.4,6.5,6.5,6.4,6.4,6.5,6.5,6.6,6.6,6.6,6.6,6.6,6.4,6.5,6.4,6.5,6.4,6.5,6.6,6.5,6.4
23,6.5,6.6,6.6,6.6,6.6,6.6,6.5,6.6,6.5,6.5,6.4,6.5,6.5,6.5,6.6,6.6,6.5,6.6,6.5,6.4,6.4,6.5,6.5,6.4,6.6,6.5,6.4
24,6.5,6.5,6.6,6.6,6.6,6.6,6.5,6.6,6.4,6.4,6.5,6.4,6.4,6.5,6.5,6.5,6.5,6.5,6.5,6.4,6.3,6.3,6.5,6.5,6.6,6.5,6.3
25,6.4,6.5,6.5,6.5,6.6,6.6,6.6,6.6,6.5,6.5,6.5,6.6,6.5,6.5,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.4
26,6.5,6.6,6.6,6.6,6.7,6.7,6.6,6.7,6.6,6.6,6.6,6.6,6.6,6.5,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.7,6.6,6.5
27,6.6,6.5,6.6,6.6,6.6,6.6,6.6,6.6,6.5,6.5,6.5,6.5,6.5,6.5,6.4,6.4,6.5,6.4,6.5,6.5,6.4,6.5,6.5,6.5,6.6,6.5,6.4
28,6.5,6.4,6.3,6.5,6.5,6.5,6.5,6.5,6.4,6.3,6.3,6.3,6.3,6.4,6.4,6.4,6.3,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.5,6.4,6.3
29,6.4,6.3,6.3,6.2,6.3,6.3,6.3,6.3,6.3,6.3,6.2,6.1,6.1,6.1,6.1,6.2,6.2,6.2,6.2,6.2,6.3,6.3,6.2,6.1,6.4,6.2,6.1
30,6.2,6.2,6.1,6.1,6.0,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.0,5.9,5.8,5.9,5.9,5.9,6.0,6.0,6.0,6.0,6.0,6.0,6.2,6.0,5.8
31,5.9,6.0,5.9,6.0,6.0,5.9,5.9,5.9,6.0,5.9,6.0,6.0,5.9,5.9,5.8,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,6.0,5.9,5.8
TOTAL,7.6,7.6,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.5,7.5,7.5,7.6,7.5,7.3
