일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,23.623.623.623.523.523.623.723.623.623.723.623.623.623.623.523.423.423.423.423.523.623.523.523.5,23.7,23.5,23.4
02,23.523.423.423.423.423.423.523.423.523.823.823.723.623.623.723.723.723.723.823.824.024.023.923.9,24.0,23.7,23.4
03,23.923.823.823.823.823.823.823.823.823.923.923.823.823.823.723.823.823.823.824.024.124.124.124.1,24.1,23.9,23.7
04,24.124.124.124.024.024.024.124.024.124.124.224.224.124.124.024.024.024.024.124.124.324.424.524.5,24.5,24.1,24.0
05,24.424.424.424.424.424.324.424.324.424.524.524.524.424.424.324.324.324.324.324.424.424.624.624.7,24.7,24.4,24.3
06,24.724.624.624.524.524.524.524.524.524.624.624.624.624.524.524.424.524.424.524.524.624.624.724.8,24.8,24.6,24.4
07,24.924.924.824.824.924.824.824.824.824.824.824.924.824.824.824.824.824.824.824.824.824.924.925.1,25.1,24.8,24.8
08,25.225.325.325.325.225.225.325.225.825.925.925.925.925.925.925.725.725.725.926.026.126.126.126.1,26.1,25.7,25.2
09,25.925.925.926.026.126.026.126.026.626.726.726.826.826.726.726.726.526.726.426.326.326.326.326.3,26.8,26.4,25.9
10,26.326.226.326.326.426.526.526.526.426.426.426.426.426.426.426.326.326.326.326.326.326.326.326.3,26.5,26.4,26.2
11,26.326.226.226.326.326.226.426.226.326.326.326.326.226.326.226.226.226.226.326.326.226.226.226.2,26.4,26.3,26.2
12,26.226.226.126.126.126.126.026.126.026.026.026.026.026.026.026.026.026.026.226.226.226.226.226.1,26.2,26.1,26.0
13,26.126.126.126.126.126.126.226.126.226.126.126.126.126.126.026.026.026.026.026.126.126.126.126.1,26.2,26.1,26.0
14,26.026.026.025.925.926.026.026.026.025.925.925.925.925.925.825.825.825.825.825.825.925.925.825.8,26.0,25.9,25.8
15,25.825.825.825.725.725.825.825.825.926.126.025.925.825.825.725.625.725.625.925.925.925.925.825.8,26.1,25.8,25.6
16,25.825.425.325.525.625.725.825.725.825.925.925.925.925.925.925.925.925.926.026.126.126.326.226.2,26.3,25.9,25.3
17,26.226.226.126.126.126.126.026.126.026.026.126.025.925.925.925.925.925.926.026.026.026.126.126.1,26.2,26.0,25.9
18,26.126.026.026.026.026.026.026.025.926.026.025.925.925.825.825.825.825.825.825.925.925.926.126.1,26.1,25.9,25.8
19,26.026.026.026.026.026.026.026.026.126.126.126.025.925.925.925.925.925.925.825.925.925.925.925.9,26.1,26.0,25.8
20,25.925.825.825.825.925.925.925.925.925.926.026.026.026.026.026.026.026.026.126.126.226.226.226.3,26.3,26.0,25.8
21,26.326.326.326.326.326.326.326.326.426.426.426.426.426.426.326.426.426.426.526.526.626.626.626.6,26.6,26.4,26.3
22,26.726.826.826.826.826.826.826.826.826.826.826.826.826.826.726.726.726.726.826.826.826.726.826.8,26.8,26.8,26.7
23,26.826.826.826.826.926.926.826.926.826.826.726.726.826.826.726.726.726.726.626.626.626.626.626.6,26.9,26.7,26.6
24,26.626.626.626.626.626.626.626.626.526.526.526.526.526.526.526.526.426.526.426.426.426.426.426.4,26.6,26.5,26.4
25,26.426.426.326.426.426.526.526.526.426.426.326.326.326.326.326.326.326.326.226.226.226.226.126.1,26.5,26.3,26.1
26,26.126.126.126.126.126.126.226.126.126.126.026.026.025.925.925.926.025.926.126.026.025.925.925.9,26.2,26.0,25.9
27,25.825.825.825.825.925.926.025.925.925.825.825.725.725.625.625.625.725.625.825.725.625.625.525.5,26.0,25.7,25.5
28,25.525.425.425.325.425.425.325.425.425.325.125.125.125.025.025.125.225.125.325.325.225.125.125.0,25.5,25.2,25.0
29,25.024.924.824.824.925.025.025.024.924.824.724.624.524.524.424.424.424.424.524.624.624.424.424.3,25.0,24.7,24.3
30,24.224.224.124.024.124.324.324.324.424.224.124.023.923.923.823.823.823.824.023.924.123.923.723.6,24.4,24.0,23.6
31,23.623.523.523.423.423.423.523.423.523.523.323.223.223.223.123.123.123.123.223.223.223.223.123.1,23.6,23.3,23.1
TOTAL,25.525.425.425.425.425.525.525.525.525.525.525.525.425.425.425.425.425.425.425.525.525.525.525.5,25.7,25.5,25.3
