일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,23.123.123.123.022.922.923.122.923.023.123.022.922.922.922.922.922.922.923.023.123.123.223.123.1,23.2,23.0,22.9
02,23.123.123.023.022.922.922.922.923.023.123.023.022.922.922.922.922.822.922.923.023.023.023.123.0,23.1,23.0,22.8
03,23.022.922.922.922.922.922.922.922.923.023.022.922.922.822.822.822.822.822.822.822.822.823.023.0,23.0,22.9,22.8
04,22.922.822.922.822.822.722.722.722.722.822.922.922.722.722.722.722.722.722.622.722.722.822.822.8,22.9,22.8,22.6
05,22.822.922.722.722.722.622.622.622.622.622.622.622.622.522.522.522.522.522.522.422.322.322.322.3,22.9,22.6,22.3
06,22.322.322.322.022.222.222.122.222.022.022.022.022.022.021.921.921.921.921.921.921.921.921.921.9,22.3,22.0,21.9
07,21.921.921.921.921.921.921.921.922.022.022.022.022.022.022.022.022.022.022.022.022.022.022.022.0,22.0,22.0,21.9
08,22.021.922.021.922.022.021.922.021.921.921.821.821.821.821.922.022.022.021.921.821.821.821.821.8,22.0,21.9,21.8
09,21.721.721.721.821.821.821.821.821.721.721.721.621.621.621.621.721.821.721.821.821.721.721.721.7,21.9,21.7,21.6
10,21.621.621.621.621.721.721.721.721.521.521.521.421.421.421.421.421.521.421.521.521.421.421.421.4,21.7,21.5,21.4
11,21.321.321.221.221.321.421.321.421.321.221.221.221.221.121.121.121.221.121.221.221.121.121.121.0,21.4,21.2,21.0
12,21.021.020.920.921.021.121.121.121.121.020.921.020.920.920.920.921.020.921.121.021.121.021.020.9,21.1,21.0,20.9
13,20.920.920.920.820.820.820.920.821.020.920.920.920.820.820.820.820.820.820.920.920.920.920.920.9,21.0,20.9,20.8
14,20.820.820.820.720.720.720.820.720.820.920.820.820.720.820.820.720.720.720.620.620.720.920.820.8,20.9,20.8,20.6
15,20.820.820.820.720.720.720.720.720.720.920.820.820.820.820.820.720.720.720.720.720.820.820.920.9,20.9,20.8,20.7
16,20.920.820.820.820.820.820.820.820.820.920.820.820.820.820.820.720.720.720.720.720.720.720.820.8,20.9,20.8,20.7
17,20.720.820.720.720.620.720.720.720.820.820.820.720.720.720.720.720.720.720.820.820.921.121.121.1,21.1,20.8,20.6
18,21.121.021.121.121.121.121.121.121.121.121.121.121.021.121.021.021.021.021.121.221.221.221.321.3,21.3,21.1,21.0
19,21.321.321.221.321.321.321.321.321.321.321.321.321.321.321.321.321.321.321.321.221.321.321.321.3,21.3,21.3,21.2
20,21.321.221.221.121.021.021.021.021.021.021.021.021.021.021.020.820.820.820.920.920.820.820.820.8,21.3,21.0,20.8
21,20.820.820.820.820.820.820.620.820.720.620.620.620.620.620.620.620.620.620.620.520.520.520.520.5,20.8,20.6,20.5
22,20.520.520.520.520.520.520.420.520.420.420.320.320.320.320.320.320.320.320.220.220.220.120.120.1,20.5,20.3,20.1
23,20.120.120.120.220.420.420.320.420.120.019.919.919.919.919.920.220.220.220.019.919.919.919.819.8,20.4,20.1,19.8
24,19.619.619.719.719.819.919.919.919.619.519.519.519.419.419.419.519.619.519.619.519.519.419.419.4,19.9,19.6,19.4
25,19.319.319.319.319.319.319.419.319.319.219.219.219.219.119.119.119.219.119.319.219.219.219.219.2,19.4,19.2,19.1
26,19.219.119.119.019.119.119.119.119.119.119.019.019.018.919.018.919.118.919.219.219.119.119.119.1,19.2,19.1,18.9
27,19.119.019.019.019.019.019.019.019.019.018.918.918.918.918.918.919.018.919.019.119.019.019.019.0,19.1,19.0,18.9
28,19.019.018.918.918.919.019.019.019.019.019.018.918.918.918.818.818.818.818.919.019.019.019.019.0,19.0,18.9,18.8
29,19.019.018.918.918.918.919.018.919.018.918.918.918.918.918.918.818.818.819.019.019.019.019.019.0,19.0,18.9,18.8
30,19.019.019.018.918.918.919.018.919.019.019.018.918.918.918.918.918.918.919.019.019.019.019.019.0,19.0,19.0,18.9
TOTAL,21.021.021.020.921.021.021.021.020.920.920.920.920.920.920.820.920.920.920.920.920.920.920.920.9,21.1,20.9,20.8
