일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,1.31.43.94.34.14.03.64.02.82.82.71.61.42.52.33.31.13.31.00.82.02.61.61.3,4.3,2.4,0.8
02,1.61.61.11.51.91.80.71.81.00.91.52.04.13.83.63.82.63.81.41.91.61.81.72.2,4.1,2.0,0.7
03,2.21.81.91.50.90.51.00.51.11.31.23.21.71.51.20.81.50.82.12.31.71.41.31.1,3.2,1.5,0.5
04,0.60.60.70.50.20.50.80.51.00.70.50.61.22.82.82.71.82.72.71.80.91.01.61.5,2.9,1.3,0.2
05,1.31.90.80.92.01.41.91.41.41.41.41.41.71.50.91.31.61.31.81.51.31.40.60.4,2.3,1.4,0.4
06,0.41.31.00.90.81.82.01.81.12.22.31.61.62.42.31.81.11.81.02.33.33.73.03.8,3.8,1.9,0.4
07,4.75.34.23.04.44.45.04.45.75.15.46.43.92.02.32.21.72.21.11.21.21.52.32.2,6.4,3.4,1.1
08,1.00.80.80.70.50.50.60.50.70.50.61.00.70.40.40.40.40.40.82.70.30.41.41.6,2.7,0.8,0.3
09,2.12.81.40.61.10.60.40.60.20.40.61.01.01.02.04.82.14.83.01.91.40.50.10.3,4.8,1.3,0.1
10,0.20.40.40.10.81.10.71.10.10.71.01.61.40.91.42.92.42.91.61.00.50.70.70.9,2.9,1.0,0.1
11,0.60.51.10.60.81.41.41.43.03.43.93.03.02.51.30.51.60.51.61.52.32.42.31.8,3.9,1.9,0.5
12,1.00.60.60.61.32.12.32.12.11.90.70.30.71.30.80.81.20.81.70.60.70.61.52.5,2.6,1.3,0.3
13,2.72.32.43.13.73.63.43.62.84.75.55.95.84.74.23.73.23.71.81.31.01.11.00.7,5.9,3.2,0.7
14,0.50.60.72.24.04.23.94.22.52.11.72.52.03.23.02.92.82.92.01.72.02.12.20.5,4.2,2.3,0.5
15,0.20.30.20.30.40.70.30.70.60.91.91.70.40.50.40.30.50.31.21.10.40.40.50.6,1.9,0.6,0.2
16,0.40.70.40.60.50.50.50.50.50.60.50.41.32.61.40.81.10.80.72.31.91.10.30.4,2.6,0.9,0.3
17,0.50.30.30.30.20.30.50.30.30.50.60.70.40.51.32.21.52.21.31.22.11.92.12.4,2.4,1.0,0.2
18,2.82.81.10.81.31.42.21.43.43.73.64.33.43.02.53.53.13.52.52.61.61.72.52.2,4.3,2.5,0.8
19,2.62.32.52.32.32.31.32.32.02.01.41.60.60.50.61.10.71.10.50.40.50.60.40.8,2.6,1.3,0.4
20,0.60.50.30.30.20.40.40.40.60.80.50.80.90.40.50.81.00.80.90.80.90.92.41.9,2.4,0.8,0.2
21,1.94.04.93.44.05.16.25.18.67.26.06.07.28.67.78.48.28.47.25.05.45.85.86.6,8.6,6.1,1.9
22,5.14.54.52.81.82.32.82.31.11.01.20.51.11.10.60.70.90.71.21.21.10.40.10.5,5.1,1.7,0.1
23,0.20.10.50.60.81.71.21.71.31.62.12.72.93.03.23.51.53.52.83.43.02.62.94.9,4.9,2.1,0.1
24,5.05.24.14.04.23.63.43.63.22.41.41.60.91.42.12.93.82.94.33.24.23.53.32.5,5.2,3.2,0.9
25,3.21.81.61.71.60.50.40.51.62.12.83.24.03.43.42.92.92.92.42.62.62.42.93.3,4.0,2.4,0.4
26,2.72.01.00.40.70.80.30.80.70.50.70.60.50.50.40.40.40.41.21.41.10.80.60.2,2.7,0.8,0.2
27,0.30.60.40.20.30.30.60.31.11.21.00.50.71.52.21.72.61.71.31.61.20.91.00.5,2.6,1.0,0.2
28,1.62.42.22.01.21.62.51.64.24.03.11.01.00.60.40.40.60.40.90.30.40.40.30.6,4.2,1.5,0.3
29,0.60.71.31.51.01.61.31.62.71.70.71.00.80.72.12.42.72.43.52.94.04.03.93.5,4.0,2.1,0.6
30,4.13.94.03.03.64.02.84.02.63.83.34.04.24.84.10.81.80.81.50.80.91.32.72.2,4.8,2.9,0.8
31,2.12.02.62.12.32.52.42.53.73.63.64.34.44.84.84.63.74.63.43.33.74.54.13.0,4.8,3.4,2.0
TOTAL,1.71.81.71.51.71.91.81.92.02.12.02.22.12.22.12.22.02.21.91.81.81.71.81.8,3.9,1.9,0.5
