일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,1.01.21.11.00.80.80.80.80.41.11.31.21.21.11.01.41.21.41.41.00.90.90.80.6,1.4,1.0,0.4
02,0.91.01.00.71.01.11.01.10.51.31.21.82.13.03.13.01.93.01.41.01.10.90.70.7,3.1,1.4,0.5
03,1.11.51.21.92.41.81.81.82.02.24.03.13.42.32.53.63.43.62.72.83.63.15.04.9,5.0,2.7,1.1
04,4.73.93.33.83.34.84.54.83.83.96.86.34.94.82.91.91.91.91.62.41.81.51.62.0,6.8,3.4,1.5
05,2.62.83.03.23.13.73.73.73.73.73.33.12.52.32.91.91.61.92.01.60.81.20.40.8,3.7,2.5,0.4
06,0.51.62.22.41.11.20.71.20.50.50.31.20.80.50.70.50.60.51.10.71.01.00.80.8,2.4,0.9,0.3
07,0.90.91.10.50.70.90.80.90.80.81.11.31.21.52.92.22.32.22.52.74.13.73.53.6,4.1,1.8,0.5
08,2.91.61.71.41.41.52.51.52.33.03.95.45.45.45.24.74.94.75.75.45.15.44.74.1,5.7,3.8,1.4
09,4.14.84.72.33.20.82.40.83.13.01.02.82.52.41.92.71.62.70.70.91.10.81.01.1,4.8,2.2,0.7
10,0.91.61.61.30.72.32.02.31.72.83.63.13.33.32.93.02.23.02.72.52.52.52.62.9,3.6,2.3,0.7
11,2.92.71.81.81.10.80.90.80.81.31.81.51.41.43.22.12.42.11.51.30.90.91.01.3,3.2,1.6,0.8
12,1.11.00.90.71.10.70.80.71.02.53.02.94.13.64.54.73.74.74.85.04.44.95.22.5,5.2,2.8,0.5
13,1.62.61.82.92.02.42.62.43.83.84.13.94.83.93.63.73.33.72.02.84.24.74.32.6,4.8,3.2,1.6
14,1.31.71.71.81.51.92.11.93.52.82.32.53.13.32.62.41.82.41.31.21.01.61.30.6,3.5,2.0,0.6
15,1.21.60.90.60.70.70.30.71.01.01.42.62.82.62.22.02.72.01.81.60.80.71.02.0,2.8,1.5,0.3
16,2.71.11.20.61.00.70.80.70.91.62.52.72.41.91.92.01.42.01.00.90.90.70.80.7,2.7,1.3,0.6
17,0.70.70.80.60.60.50.40.50.50.80.70.91.32.22.12.21.62.22.12.11.91.92.01.7,2.2,1.3,0.4
18,2.01.71.51.21.41.10.81.11.01.00.81.32.72.22.12.92.82.91.81.51.21.00.90.8,2.9,1.5,0.8
19,0.70.70.80.80.91.01.11.00.60.70.71.11.21.43.23.83.53.81.00.91.61.21.11.1,3.8,1.4,0.6
20,1.01.10.60.80.70.60.50.60.60.62.22.72.52.91.81.31.51.30.91.21.00.71.00.8,2.9,1.2,0.5
21,0.90.80.80.80.90.60.80.60.41.01.61.61.22.01.91.31.91.30.50.50.60.50.70.8,2.0,1.0,0.4
22,0.60.40.70.90.80.40.70.40.30.40.71.81.71.31.21.51.41.50.70.90.70.80.70.8,1.8,0.9,0.3
23,0.60.30.61.00.51.00.91.00.41.32.22.52.01.41.41.10.71.11.20.80.81.00.70.6,2.5,1.0,0.3
24,0.90.70.80.81.01.30.71.31.11.31.31.61.41.41.51.51.31.51.91.51.21.21.31.3,1.9,1.2,0.7
25,1.10.80.80.91.51.71.21.71.52.23.73.93.73.32.32.12.62.13.34.14.64.92.11.3,4.9,2.4,0.8
26,1.91.61.11.31.03.02.53.02.22.20.91.42.32.12.81.91.11.91.31.11.00.90.90.9,3.0,1.6,0.7
27,0.60.40.80.70.80.40.70.40.40.62.03.54.04.23.10.91.40.91.51.21.01.01.10.9,4.2,1.4,0.4
28,0.90.60.70.40.60.50.60.50.70.90.71.72.62.62.31.91.71.92.32.73.13.00.93.0,3.1,1.5,0.4
29,4.44.95.33.32.32.32.92.32.52.72.93.33.82.72.32.92.52.91.51.21.41.72.72.2,5.3,2.8,1.2
30,1.72.51.32.02.22.41.82.43.03.73.94.24.34.13.12.93.02.94.64.94.14.03.74.5,4.9,3.3,1.3
31,2.91.42.11.91.51.92.01.92.33.23.24.14.03.62.93.03.03.02.61.40.90.80.91.2,4.1,2.2,0.8
TOTAL,1.71.61.51.41.31.41.51.41.51.92.22.62.72.62.52.32.22.32.01.91.91.91.81.7,3.6,1.9,0.7
