일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,0.71.11.00.30.20.20.20.21.12.31.62.33.02.32.22.51.82.51.10.81.10.90.80.7,3.0,1.3,0.2
02,0.70.50.70.50.40.30.20.30.30.61.62.52.01.12.12.01.92.01.81.51.01.00.90.8,2.5,1.1,0.2
03,0.80.30.50.40.70.70.70.71.40.81.31.62.32.83.23.01.93.01.71.11.20.90.50.9,3.2,1.3,0.3
04,0.61.00.70.30.70.70.20.70.81.21.51.61.31.31.71.11.91.12.31.60.70.70.50.5,2.3,1.0,0.2
05,0.70.40.40.40.50.40.10.40.50.81.52.22.83.23.62.93.82.91.71.91.11.71.10.5,3.8,1.5,0.1
06,1.21.31.00.60.80.60.50.61.90.61.52.22.63.63.52.93.82.91.91.81.31.21.11.2,3.8,1.7,0.5
07,1.31.51.61.21.30.61.00.62.42.63.63.13.63.83.93.42.23.42.21.81.61.71.92.6,3.9,2.2,0.6
08,2.82.72.31.22.42.22.22.22.22.33.02.33.34.03.42.82.32.82.01.20.90.30.40.3,4.0,2.2,0.3
09,0.20.20.30.20.40.40.40.41.11.41.93.83.02.03.63.72.33.72.12.21.90.40.30.2,3.8,1.4,0.2
10,0.30.40.40.30.40.60.20.61.10.81.51.71.51.31.52.22.32.21.61.41.21.41.00.8,2.3,1.1,0.2
11,1.10.80.50.90.10.50.30.50.70.50.30.91.80.20.51.01.01.01.51.41.21.00.60.2,1.8,0.8,0.1
12,0.30.20.30.31.01.41.31.41.21.61.72.32.11.82.22.92.72.92.31.61.31.71.00.8,2.9,1.5,0.2
13,1.11.11.00.80.81.00.71.00.30.40.91.01.00.91.51.21.11.21.00.61.00.91.21.7,1.7,0.9,0.3
14,2.32.31.81.72.21.63.01.63.22.32.93.12.61.51.61.82.61.81.31.30.71.10.90.6,3.2,2.0,0.6
15,0.30.10.50.10.30.50.20.51.81.71.81.92.83.23.42.32.52.31.61.21.31.30.80.6,3.4,1.4,0.1
16,0.20.10.30.30.50.50.10.50.80.91.02.01.52.03.02.22.22.22.80.91.80.90.60.6,3.0,1.2,0.1
17,0.60.40.30.30.20.20.80.20.81.01.31.72.31.82.82.11.82.11.71.40.71.11.81.3,2.8,1.2,0.2
18,1.20.90.40.61.41.61.81.61.70.90.60.61.10.80.40.50.10.50.10.70.62.72.73.2,3.2,1.1,0.1
19,4.24.32.91.51.10.60.60.61.10.91.01.11.94.24.23.93.63.92.51.20.90.70.90.4,4.3,2.0,0.4
20,0.30.30.50.50.50.70.30.70.90.71.10.91.51.52.01.91.71.91.31.01.21.01.11.1,2.0,1.0,0.3
21,1.11.60.70.71.52.02.22.02.65.15.65.66.15.54.64.23.04.23.42.52.01.71.61.7,6.1,2.9,0.7
22,2.41.82.51.91.30.80.70.81.71.71.91.91.72.92.42.93.12.91.72.03.31.61.41.4,3.3,1.9,0.7
23,0.81.01.10.91.10.90.50.90.90.60.71.41.82.53.22.93.22.92.52.01.51.00.90.8,3.2,1.5,0.5
24,0.51.21.71.82.82.93.82.93.72.53.54.83.74.23.43.23.83.22.01.40.91.21.00.8,4.8,2.6,0.5
25,1.10.90.80.70.80.80.70.81.61.61.42.03.03.23.02.92.72.92.91.60.91.20.80.7,3.2,1.6,0.7
26,0.80.70.60.50.51.10.41.11.21.41.41.71.01.22.21.51.61.51.71.62.11.21.31.7,2.2,1.2,0.2
27,1.40.60.41.40.40.80.50.82.62.02.52.50.91.52.02.22.12.22.11.42.12.02.22.5,3.0,1.7,0.4
28,2.71.00.90.91.41.70.81.72.02.22.42.12.21.61.51.71.81.70.81.31.41.61.20.4,2.7,1.6,0.4
29,0.60.80.81.71.20.30.50.33.83.23.03.02.82.43.63.53.03.52.92.32.92.52.62.9,4.2,2.3,0.3
30,3.83.54.12.62.74.23.94.23.23.93.42.52.62.83.73.53.93.52.83.24.43.83.52.1,4.4,3.4,2.1
31,1.21.01.20.71.00.70.80.72.33.53.82.52.42.51.40.90.40.91.01.73.32.52.11.5,3.8,1.7,0.4
TOTAL,1.21.11.00.81.01.01.01.01.61.72.02.22.32.42.62.42.32.41.91.51.51.41.21.1,3.3,1.6,0.4
