일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,21.221.421.621.821.921.721.421.721.321.221.221.321.521.722.022.222.322.221.721.521.421.321.321.3,22.3,21.6,21.2
02,21.421.621.822.022.222.222.022.221.621.521.521.521.721.822.122.422.622.422.121.921.721.521.421.5,22.6,21.8,21.4
03,21.521.721.922.222.522.622.522.621.921.821.821.721.721.822.122.522.822.522.522.121.921.821.721.8,23.0,22.1,21.5
04,21.821.821.921.921.922.122.122.121.922.021.921.921.921.921.921.922.021.922.022.022.021.921.921.9,22.1,21.9,21.8
05,21.921.922.022.022.022.022.122.022.122.122.122.122.022.022.022.122.122.122.222.222.122.122.021.9,22.2,22.1,21.9
06,21.921.921.921.922.022.222.522.222.622.222.022.022.022.022.022.022.122.022.522.722.722.322.122.1,22.7,22.2,21.9
07,22.021.921.922.022.222.422.622.423.022.922.422.222.122.022.022.022.122.022.422.722.922.922.622.2,23.0,22.4,21.9
08,22.222.122.022.122.122.322.522.323.123.323.222.622.322.222.122.122.122.122.222.322.522.722.822.6,23.3,22.4,22.0
09,22.322.322.322.222.322.322.422.322.923.323.523.423.022.622.522.422.422.422.522.622.823.023.223.4,23.5,22.7,22.2
10,23.323.222.922.822.722.622.722.623.223.523.924.124.023.623.123.022.823.022.622.622.823.123.423.7,24.1,23.1,22.6
11,24.024.023.723.323.122.922.922.923.223.523.924.324.624.523.823.423.023.422.522.522.522.723.123.5,24.6,23.4,22.5
12,24.124.424.324.023.323.022.823.022.923.123.524.124.624.824.624.023.624.022.722.622.622.722.823.1,24.8,23.5,22.6
13,23.724.224.524.424.023.423.023.422.822.923.223.724.324.824.824.724.024.722.922.822.822.822.923.0,24.8,23.6,22.8
14,23.223.824.224.424.223.723.323.722.822.822.823.123.624.224.624.624.324.623.122.822.622.622.622.6,24.6,23.4,22.6
15,22.823.123.624.124.223.923.423.922.722.622.622.722.823.424.024.524.424.523.523.022.822.822.822.7,24.5,23.3,22.6
16,22.823.023.323.724.024.023.724.023.022.822.722.722.823.123.524.124.424.123.723.422.922.722.622.6,24.4,23.3,22.6
17,22.622.722.923.423.824.023.924.023.222.922.722.722.722.723.123.524.023.524.123.523.122.822.822.7,24.3,23.2,22.6
18,22.722.722.822.923.423.823.923.823.122.922.822.722.622.622.622.723.222.723.923.323.022.822.822.8,23.9,23.1,22.6
19,22.822.822.822.922.922.923.122.923.022.922.822.822.722.622.622.622.622.622.822.822.822.722.722.6,23.1,22.8,22.6
20,22.622.622.622.622.622.722.922.722.922.722.622.622.522.522.522.522.622.522.622.622.622.622.622.6,23.0,22.6,22.5
21,22.522.522.522.522.522.522.622.522.622.622.622.622.622.522.522.422.422.422.322.322.322.322.322.3,22.6,22.5,22.3
22,22.322.222.222.222.222.222.222.222.222.322.322.322.322.222.222.222.222.222.222.322.422.422.522.4,22.5,22.3,22.2
23,22.322.322.322.322.322.322.422.322.622.722.822.822.622.522.422.422.422.422.522.522.522.722.722.8,22.8,22.5,22.3
24,22.822.822.722.622.622.622.522.622.622.923.123.323.222.822.722.622.622.622.522.522.522.622.822.9,23.3,22.7,22.5
25,23.023.023.022.822.722.722.622.722.722.923.123.423.623.623.422.922.822.922.722.622.622.822.923.1,23.6,22.9,22.6
26,23.223.523.523.423.122.922.922.922.923.023.223.623.924.024.023.623.223.622.922.922.923.023.123.3,24.0,23.2,22.9
27,23.423.823.923.923.623.323.223.323.123.223.423.724.024.324.324.023.724.023.223.123.023.123.223.4,24.3,23.5,23.0
28,23.723.924.224.224.123.723.623.723.323.323.523.724.124.424.724.724.324.723.623.323.223.323.423.5,24.7,23.8,23.2
29,23.724.124.524.624.624.323.924.323.523.523.623.824.124.524.925.024.825.024.023.623.423.423.423.5,25.0,24.0,23.4
30,23.724.124.524.824.824.724.224.723.723.623.623.824.124.525.025.225.225.224.423.923.723.723.723.8,25.2,24.2,23.6
31,23.824.024.524.925.125.024.625.023.923.823.723.723.724.224.725.225.025.224.324.123.923.923.923.9,25.2,24.3,23.7
TOTAL,22.722.923.023.123.123.022.923.022.822.822.822.923.023.123.223.223.223.222.922.722.722.722.722.7,23.7,22.9,22.5
