일,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,최대,평균,최소
01,0.4,0.4,0.3,0.3,0.7,0.6,0.3,0.6,0.4,0.0,0.4,0.6,0.8,1.1,1.6,1.7,3.3,1.7,1.2,2.2,2.3,2.4,2.5,1.2,3.3,1.1,0.0
02,2.1,1.7,0.9,1.7,1.2,0.9,0.6,0.9,0.9,1.1,1.1,1.5,2.1,1.7,2.0,1.7,2.1,1.7,0.9,1.3,1.4,2.8,2.4,1.0,2.8,1.5,0.6
03,1.0,0.8,0.7,0.7,0.7,0.5,0.5,0.5,0.3,0.9,1.5,2.2,2.0,2.0,1.8,2.9,2.4,2.9,4.5,1.9,1.3,1.6,0.5,0.9,4.5,1.5,0.3
04,0.4,0.5,0.7,0.3,0.7,0.5,0.3,0.5,0.2,0.5,1.3,1.1,1.7,3.4,3.2,2.9,2.2,2.9,3.6,3.2,2.6,3.4,4.8,4.9,4.9,1.9,0.2
05,2.3,3.7,3.3,3.4,3.2,4.2,3.3,4.2,1.7,3.2,3.5,3.7,3.5,2.9,2.6,3.0,3.2,3.0,2.1,1.0,1.9,1.1,1.9,1.8,4.2,2.7,1.0
06,1.7,1.0,0.9,0.7,0.5,1.2,1.2,1.2,1.1,1.0,1.3,2.6,2.2,1.9,2.0,1.8,2.1,1.8,1.4,1.7,1.4,1.0,1.0,1.1,2.6,1.4,0.5
07,0.6,0.7,1.0,0.7,0.6,0.5,0.5,0.5,0.8,1.1,1.4,1.7,1.8,2.0,3.0,2.6,2.0,2.6,1.4,1.1,0.7,1.2,0.8,0.7,3.0,1.2,0.5
08,0.7,0.8,0.5,0.5,0.6,0.8,0.6,0.8,0.3,0.7,1.1,2.0,2.0,3.4,2.3,2.8,1.9,2.8,1.3,1.2,0.8,0.9,1.0,0.9,3.4,1.2,0.3
09,0.8,0.6,0.4,0.7,0.5,0.6,0.6,0.6,0.4,0.5,0.5,2.8,2.4,3.0,2.8,3.5,2.9,3.5,2.2,1.3,1.0,1.1,0.9,0.5,3.5,1.4,0.4
10,0.7,0.5,0.4,0.6,0.8,0.9,0.9,0.9,0.5,0.8,1.2,1.5,3.1,1.9,2.3,3.2,3.3,3.2,1.9,1.8,1.6,0.5,1.3,0.5,3.3,1.4,0.4
11,0.7,0.6,0.5,0.4,0.4,0.3,0.5,0.3,0.3,1.2,0.8,1.2,2.1,2.5,3.6,2.9,1.5,2.9,1.8,0.9,1.0,0.3,0.1,0.2,3.6,1.1,0.1
12,0.5,0.2,0.4,0.1,0.1,0.4,0.3,0.4,0.1,0.3,1.4,2.2,2.4,3.5,3.7,3.1,1.8,3.1,1.5,2.5,3.3,2.0,2.2,2.5,3.7,1.6,0.1
13,3.8,4.0,4.2,3.0,1.3,1.5,2.6,1.5,3.2,2.6,2.6,4.1,3.5,5.0,4.7,3.6,2.7,3.6,3.5,3.4,2.1,0.7,0.4,1.8,5.0,3.0,0.4
14,1.7,1.8,1.8,1.9,2.5,2.2,2.0,2.2,2.0,1.8,2.3,1.9,0.9,0.7,0.5,0.8,0.8,0.8,1.0,1.4,1.5,1.8,0.9,1.4,2.5,1.5,0.5
15,1.3,0.6,0.6,1.3,1.0,0.7,0.7,0.7,1.5,1.7,2.2,2.1,2.9,1.4,3.3,2.3,3.0,2.3,1.6,1.1,0.8,0.8,0.9,0.8,3.3,1.5,0.5
16,0.8,0.9,0.5,0.6,0.5,0.7,0.7,0.7,0.3,1.4,2.2,2.3,2.3,2.4,3.4,3.3,3.1,3.3,1.3,1.0,0.9,0.8,1.1,1.0,3.4,1.5,0.3
17,1.0,0.7,1.2,1.2,1.0,0.7,1.7,0.7,3.6,3.0,2.8,3.7,5.2,4.9,6.0,5.7,5.8,5.7,5.1,5.7,5.5,5.1,6.7,7.9,7.9,3.8,0.7
18,6.5,6.7,6.2,6.5,6.6,6.7,7.5,6.7,5.5,7.0,7.7,5.1,3.6,3.0,4.5,3.8,4.3,3.8,2.1,0.9,2.7,3.0,2.2,2.2,8.0,4.8,0.9
19,2.7,1.4,1.1,0.6,0.4,0.5,0.4,0.5,0.7,0.3,0.7,0.4,1.2,2.4,2.7,2.1,1.4,2.1,1.4,0.9,0.9,0.8,0.6,0.6,2.7,1.1,0.3
20,0.5,0.6,0.6,0.4,0.3,0.5,1.0,0.5,0.5,0.5,1.5,2.6,1.6,2.3,1.7,1.8,1.1,1.8,1.3,0.6,1.0,1.0,0.7,1.0,2.6,1.0,0.3
21,0.7,0.6,0.5,0.7,1.4,1.5,0.9,1.5,2.2,2.8,1.7,1.9,3.9,2.1,2.9,2.5,1.9,2.5,1.4,1.5,1.0,0.9,0.5,0.7,3.9,1.6,0.5
