어종,산지,규격,포장,수량,중량,낙찰고가,낙찰저가,평균가
(선)갈치,격포,중,kg,2,2.0,"35,000","35,000","35,000"
(선)갈치,군산,중,kg,20,5.0,"28,000","20,000","24,000"
(선)갈치,제주도,24미,S/P,2,8.0,"70,000","70,000","70,000"
(선)갈치,통영,중,S/P,3,5.0,"150,000","105,000","135,000"
(선)갈치,제주도,10미,S/P,1,4.0,"48,000","48,000","48,000"
(선)갈치,통영,중,S/P,2,10.0,"10,000","10,000","10,000"
(선)갈치,통영,중,S/P,11,15.0,"25,000","22,000","23,600"
(선)갈치,남해,10미,S/P,1,10.0,"5,000","5,000","5,000"
(선)갈치,남해,대,S/P,73,10.0,"10,000","4,000","5,400"
(선)갈치,남해,중,S/P,10,10.0,"8,000","8,000","8,000"
(선)갈치,목포,대,S/P,10,15.0,"120,000","120,000","120,000"
(선)갈치,군산,대,S/P,10,10.0,"8,000","8,000","8,000"
(선)갈치,군산,중,kg,45,1.0,"40,000","4,000","14,300"
(선)갈치,태안,중,kg,6,1.0,"50,000","20,000","40,000"
(선)갈치,제주도,2미,S/P,1,2.4,"70,000","70,000","70,000"
(선)갈치,군산,중,kg,16,3.0,"21,000","10,000","14,900"
(선)갈치,목포,대,c/s(상자),15,15.0,"31,000","31,000","31,000"
(선)갈치,군산,중,kg,35,4.0,"20,000","12,000","15,400"
(선)갈치,통영,중,S/P,1,2.0,"40,000","40,000","40,000"
(선)갈치,군산,2단,c/s(상자),5,15.0,"20,000","20,000","20,000"
(선)갈치,나로도,40미,S/P,5,10.0,"45,000","45,000","45,000"
(선)갈치,제주도,23미,S/P,1,8.0,"70,000","70,000","70,000"
(선)갈치,삼천포,대,S/P,20,20.0,"40,000","40,000","40,000"
(선)갈치,삼천포,대,S/P,17,10.0,"10,000","10,000","10,000"
(선)갈치,통영,대,S/P,21,1.0,"22,000","19,000","19,600"
(선)갈치,군산,중,kg,27,6.0,"36,000","25,000","29,100"
(선)갈치,격포,중,kg,12,3.0,"22,000","22,000","22,000"
(선)갈치,군산,중,kg,2,2.0,"10,000","10,000","10,000"
(선)갈치,격포,중,kg,11,4.0,"22,000","22,000","22,000"
(선)갈치,삼천포,중,S/P,35,10.0,"8,000","3,000","6,000"
(선)갈치,남해,15미,S/P,22,10.0,"8,000","8,000","8,000"
(선)갈치,통영,대,S/P,1,5.0,"100,000","100,000","100,000"
(냉)갈치,세네갈,700/900,CT/(BT),284,8.0,"73,400","63,800","71,500"
(냉)갈치,세네갈,900UP,CT/(BT),45,8.0,"73,200","59,600","63,900"
(냉)갈치,세네갈,400/500,CT/(BT),174,8.0,"58,500","50,200","56,400"
(냉)갈치,기타(국내),10미,CT/(BT),40,10.0,"210,200","207,700","209,400"
(냉)갈치,중국,350/450,CT/(BT),15,7.5,"79,400","79,400","79,400"
(냉)갈치,기타(국내),8미,CT/(BT),56,8.0,"183,900","163,900","182,400"
(냉)갈치,세네갈,500/700,CT/(BT),500,8.0,"72,000","44,700","68,800"
(냉)갈치,기타(국내),15미,CT/(BT),3,10.0,"200,000","200,000","200,000"
(냉)갈치,기타(국내),31/32미,CT/(BT),50,10.0,"100,300","100,300","100,300"
(냉)갈치,중국,350/450,CT/(BT),10,8.0,"79,400","79,400","79,400"
(선)은갈치,제주도,4미,S/P,6,5.0,"270,000","250,000","255,000"
(선)은갈치,제주도,7미,S/P,2,4.5,"250,000","250,000","250,000"
(선)은갈치,제주도,9미,S/P,1,4.4,"50,000","50,000","50,000"
(선)은갈치,제주도,8미,S/P,191,5.0,"220,000","80,000","176,900"
(선)은갈치,제주도,6미,S/P,36,4.8,"280,000","230,000","258,600"
(선)은갈치,제주도,20미,S/P,208,6.5,"70,000","25,000","53,800"
(선)은갈치,제주도,11미,S/P,1,4.5,"80,000","80,000","80,000"
(선)은갈치,제주도,7미,S/P,1,6.5,"310,000","310,000","310,000"
(선)은갈치,제주도,4미,S/P,1,3.0,"100,000","100,000","100,000"
(선)은갈치,제주도,10미,S/P,"2,109",4.5,"140,000","42,000","71,200"
(선)은갈치,제주도,6미,S/P,1,5.3,"260,000","260,000","260,000"
(선)은갈치,제주도,36미,S/P,1,10.0,"80,000","80,000","80,000"
(선)은갈치,제주도,6미,S/P,1,4.0,"140,000","140,000","140,000"
(선)은갈치,제주도,21미,S/P,5,5.0,"28,000","28,000","28,000"
(선)은갈치,제주도,25미,S/P,1,7.0,"35,000","35,000","35,000"
(선)은갈치,제주도,15미,S/P,1,5.4,"34,000","34,000","34,000"
(선)은갈치,제주도,6미,S/P,1,3.8,"120,000","120,000","120,000"
(선)은갈치,제주도,26미,S/P,1,10.0,"80,000","80,000","80,000"
(선)은갈치,제주도,5미,S/P,1,5.8,"95,000","95,000","95,000"
(선)은갈치,제주도,40미,S/P,25,8.0,"40,000","40,000","40,000"
(선)은갈치,제주도,15미,S/P,34,5.0,"50,000","30,000","37,300"
(선)은갈치,제주도,7미,S/P,34,4.9,"250,000","180,000","231,900"
(선)은갈치,제주도,7미,S/P,95,5.0,"245,000","100,000","199,700"
(선)은갈치,제주도,6미,S/P,1,7.5,"250,000","250,000","250,000"
(선)은갈치,제주도,23미,S/P,2,7.0,"80,000","80,000","80,000"
(선)은갈치,제주도,5미,S/P,1,4.9,"140,000","140,000","140,000"
(선)은갈치,제주도,중,S/P,1,7.0,"33,000","33,000","33,000"
(선)은갈치,제주도,특대,S/P,2,6.5,"65,000","65,000","65,000"
(선)은갈치,제주도,10미,S/P,8,4.2,"50,000","50,000","50,000"
(선)은갈치,제주도,진통,S/P,28,8.0,"55,000","20,000","37,100"
(선)은갈치,제주도,18미,S/P,1,4.9,"20,000","20,000","20,000"
(선)은갈치,제주도,13미,S/P,1,6.0,"40,000","40,000","40,000"
(선)은갈치,제주도,10미,S/P,122,3.0,"45,000","25,000","32,200"
(선)은갈치,제주도,7미,S/P,1,7.0,"290,000","290,000","290,000"
(선)은갈치,제주도,11미,S/P,3,5.0,"88,000","80,000","85,300"
(선)은갈치,제주도,10미,S/P,1,4.9,"60,000","60,000","60,000"
(선)은갈치,제주도,8미,S/P,1,7.0,"300,000","300,000","300,000"
(선)은갈치,제주도,16미,S/P,23,5.0,"45,000","30,000","38,900"
(선)은갈치,제주도,10미,S/P,1,4.3,"50,000","50,000","50,000"
(선)은갈치,제주도,12미,S/P,2,4.6,"30,000","30,000","30,000"
(선)은갈치,제주도,10미,S/P,"1,099",5.0,"200,000","60,000","117,100"
(선)은갈치,제주도,8미,S/P,2,6.0,"300,000","180,000","240,000"
(선)은갈치,제주도,중,S/P,53,8.0,"50,000","11,000","33,000"
(선)은갈치,제주도,25미,S/P,1,8.0,"80,000","80,000","80,000"
(선)은갈치,제주도,22미,S/P,1,8.0,"22,000","22,000","22,000"
(선)은갈치,제주도,20미,S/P,316,6.0,"51,000","15,000","32,600"
(선)은갈치,제주도,7미,S/P,1,5.8,"285,000","285,000","285,000"
(선)은갈치,제주도,13미,S/P,1,5.0,"60,000","60,000","60,000"
(선)은갈치,제주도,2미,S/P,1,2.0,"80,000","80,000","80,000"
(선)은갈치,제주도,10미,S/P,1,3.3,"40,000","40,000","40,000"
(선)은갈치,제주도,3미,S/P,1,3.0,"150,000","150,000","150,000"
(선)은갈치,제주도,10미,S/P,"3,435",3.5,"70,000","28,000","41,600"
(선)은갈치,제주도,12미,S/P,1,4.0,"45,000","45,000","45,000"
(선)은갈치,제주도,11미,S/P,1,4.0,"42,000","42,000","42,000"
(선)은갈치,제주도,15미,S/P,1,4.2,"35,000","35,000","35,000"
(선)은갈치,제주도,15미,S/P,1,4.7,"40,000","40,000","40,000"
(선)은갈치,제주도,7미,S/P,1,4.0,"50,000","50,000","50,000"
(선)은갈치,제주도,15미,S/P,693,4.5,"52,000","20,000","37,500"
(선)은갈치,제주도,9미,S/P,1,5.5,"60,000","60,000","60,000"
(선)은갈치,제주도,10미,S/P,1,4.8,"90,000","90,000","90,000"
(선)은갈치,제주도,11미,S/P,1,5.5,"50,000","50,000","50,000"
(선)은갈치,제주도,특대,S/P,2,5.0,"70,000","50,000","60,000"
(선)은갈치,제주도,5미,S/P,1,5.5,"270,000","270,000","270,000"
(선)은갈치,제주도,3미,S/P,1,2.0,"70,000","70,000","70,000"
(선)은갈치,제주도,8미,S/P,1,3.0,"30,000","30,000","30,000"
(선)은갈치,제주도,대,S/P,1,10.0,"10,000","10,000","10,000"
(선)은갈치,제주도,7미,S/P,1,5.6,"230,000","230,000","230,000"
(선)은갈치,제주도,5미,S/P,3,4.0,"210,000","65,000","153,300"
(선)은갈치,제주도,6미,S/P,2,4.3,"95,000","95,000","95,000"
(선)은갈치,제주도,3미,S/P,3,4.5,"240,000","210,000","220,000"
(선)은갈치,제주도,12미,S/P,1,6.0,"130,000","130,000","130,000"
(선)은갈치,제주도,9미,S/P,36,5.0,"180,000","130,000","147,000"
(선)은갈치,제주도,25미,S/P,94,6.0,"36,000","13,000","22,200"
(선)은갈치,제주도,2미,S/P,1,3.5,"110,000","110,000","110,000"
(선)은갈치,제주도,12미,S/P,17,5.0,"60,000","27,000","33,900"
(선)은갈치,제주도,20미,S/P,417,5.2,"50,000","18,000","35,200"
(선)은갈치,제주도,9미,S/P,1,5.7,"180,000","180,000","180,000"
(선)은갈치,제주도,15미,S/P,2,4.9,"40,000","40,000","40,000"
(선)은갈치,제주도,31미,S/P,2,10.0,"40,000","40,000","40,000"
(선)은갈치,제주도,20미,S/P,7,8.0,"28,000","28,000","28,000"
(선)은갈치,제주도,20미,S/P,935,5.0,"45,000","15,000","28,000"
(선)은갈치,제주도,4미,S/P,3,4.0,"220,000","220,000","220,000"
