어종,산지,규격,포장,수량,중량,낙찰고가,낙찰저가,평균가
(선)갈치,제주도,15미,S/P,1,4.7,"30,000","30,000","30,000"
(선)갈치,제주도,3미,S/P,1,3.4,"50,000","50,000","50,000"
(선)갈치,제주도,5미,S/P,1,3.3,"50,000","50,000","50,000"
(선)갈치,제주도,9미,S/P,1,3.6,"30,000","30,000","30,000"
(선)갈치,제주도,10미,S/P,3,10.0,"15,000","15,000","15,000"
(선)갈치,제주도,3미,S/P,2,10.0,"30,000","30,000","30,000"
(선)갈치,제주도,5미,S/P,1,3.5,"50,000","50,000","50,000"
(선)갈치,안흥,중,S/P,1,15.0,"65,000","65,000","65,000"
(선)갈치,통영,중,S/P,35,1.0,"2,500","1,300","1,600"
(선)갈치,제주도,11미,S/P,1,4.5,"30,000","30,000","30,000"
(선)갈치,제주도,30미,S/P,6,10.0,"10,000","10,000","10,000"
(선)갈치,삼천포,중,S/P,129,10.0,"14,000","6,000","9,700"
(선)갈치,제주도,3미,S/P,1,2.9,"50,000","50,000","50,000"
(선)갈치,사천,중,S/P,8,10.0,"5,000","5,000","5,000"
(선)갈치,제주도,38미,S/P,1,10.0,"10,000","10,000","10,000"
(선)갈치,제주도,18미,S/P,1,10.0,"15,000","15,000","15,000"
(선)갈치,제주도,15미,S/P,1,4.5,"30,000","30,000","30,000"
(선)갈치,제주도,5미,S/P,1,3.1,"60,000","60,000","60,000"
(냉)갈치,부산(기장),10미,CT/(BT),93,10.0,"189,000","189,000","189,000"
(냉)갈치,세네갈,700/900,CT/(BT),20,8.0,"70,800","70,800","70,800"
(냉)갈치,중국,550/650,CT/(BT),20,8.0,"91,700","82,300","89,400"
(냉)갈치,베네수엘라,400/500,CT/(BT),5,8.0,"40,500","40,500","40,500"
(냉)갈치,기타(국내),14미,CT/(BT),5,10.0,"204,800","204,800","204,800"
(냉)갈치,부산(기장),10미,CT/(BT),45,8.0,"205,000","205,000","205,000"
(냉)갈치,베네수엘라,500/700,CT/(BT),55,8.0,"40,800","40,500","40,800"
(냉)갈치,중국,350/450,CT/(BT),25,8.0,"82,300","82,300","82,300"
(냉)갈치,베네수엘라,700/900,CT/(BT),20,8.0,"41,000","41,000","41,000"
(냉)갈치,기타(국내),5미,CT/(BT),80,10.0,"142,100","120,000","122,800"
(냉)갈치,세네갈,500/700,CT/(BT),10,8.0,"70,800","70,800","70,800"
(냉)갈치,기타(국내),10미,CT/(BT),30,8.0,"220,700","200,500","207,200"
(냉)갈치,부산(기장),10미,CT/(BT),20,9.0,"205,000","205,000","205,000"
(냉)갈치,기타(국내),5미,CT/(BT),50,8.0,"142,000","142,000","142,000"
(선)은갈치,제주도,16미,S/P,1,5.3,"70,000","70,000","70,000"
(선)은갈치,제주도,20미,S/P,92,5.0,"48,000","32,000","33,900"
(선)은갈치,제주도,28미,S/P,1,5.0,"18,000","18,000","18,000"
(선)은갈치,제주도,20미,S/P,342,5.2,"65,000","33,000","42,700"
(선)은갈치,제주도,12미,S/P,1,3.9,"37,000","37,000","37,000"
(선)은갈치,제주도,35미,S/P,4,6.0,"43,000","43,000","43,000"
(선)은갈치,제주도,10미,S/P,333,5.0,"225,000","66,000","150,300"
(선)은갈치,제주도,23미,S/P,22,6.0,"17,000","17,000","17,000"
(선)은갈치,제주도,20미,S/P,30,6.5,"100,000","60,000","77,700"
