어종,산지,규격,포장,수량,중량,낙찰고가,낙찰저가,평균가
(선)홍어,군산,중,S/P,12,20,"150,000","38,000","65,100"
(선)홍어,방어진,파치,S/P,14.4,15,"11,000","10,000","10,700"
(선)홍어,부산(기장),대,S/P,26.8,1,"8,000","8,000","8,000"
(선)홍어,인천,중,S/P,113,1,"8,000","5,000","6,100"
(선)홍어,포항,대,S/P,13,1,"11,000","11,000","11,000"
(선)홍어,방어진,중,S/P,3,20,"150,000","82,000","110,000"
(선)홍어,인천,대,S/P,98.1,1,"6,500","5,000","5,600"
(선)홍어,태안,중,kg,21.3,1,"11,000","11,000","11,000"
(선)홍어,축산,2미,S/P,82.7,1,"5,000","5,000","5,000"
(선)홍어,안흥,중,kg,32.2,1,"11,000","7,000","8,400"
(선)홍어,부산(기장),중,S/P,194.1,1,"13,000","6,000","8,100"
(선)홍어,통영,대,S/P,96.4,1,"10,000","6,000","7,100"
(선)홍어,안흥,중,S/P,88,1,"10,000","7,500","8,900"
(선)홍어,군산,중,kg,179.7,1,"5,000","4,000","4,600"
(선)홍어,군산,중,S/P,1,5,"30,000","30,000","30,000"
(선)홍어,군산,중,S/P,2,10,"335,000","105,000","220,000"
(선)홍어,군산,대,S/P,200,1,"8,000","8,000","8,000"
(선)홍어,방어진,중,S/P,4,10,"40,000","40,000","40,000"
(선)홍어,목포,중,S/P,12.9,1,"10,000","6,500","7,600"
(선)홍어,방어진,2미,S/P,32.9,1,"11,000","7,000","8,900"
(선)홍어,임원,중,S/P,18.7,1,"7,000","5,500","6,400"
(선)홍어,방어진,대,S/P,104.4,1,"10,000","6,000","8,200"
(선)홍어,방어진,중,S/P,"2,553.2",1,"12,000","4,500","7,900"
(선)홍어,삼천포,중,S/P,18.7,1,"7,000","5,000","5,600"
(선)홍어,군산,중,S/P,"2,402.1",1,"12,000","2,000","7,200"
