어종,산지,규격,포장,수량,중량,낙찰고가,낙찰저가,평균가
(활)우럭,거제도,중,kg,13,1,"25,000","18,000","23,200"
(활)우럭,제주도,중,kg,714.8,1,"13,500","6,000","8,500"
(활)우럭,통영,소,kg,87.5,1,"21,000","10,000","16,800"
(활)우럭,통영,중,kg,"1,258.9",1,"25,000","2,500","16,700"
(활)우럭,서천,중,kg,5.2,1,"27,000","25,000","26,100"
(활)우럭,흑산도,중,kg,418.3,1,"26,000","5,000","15,400"
(선)우럭,충무,중,kg,85,1,"22,000","20,000","20,600"
(선)우럭,일본,중,kg,2.3,1,"4,000","4,000","4,000"
(선)우럭,완도,중,S/P,2.6,1,"5,000","5,000","5,000"
(선)우럭,통영,중,kg,"5,191.5",1,"23,000",400,"16,500"
(선)우럭,통영,중,S/P,16.8,1,"10,000","10,000","10,000"
(활)우럭조개,여수,6미,box,1,10,"11,000","11,000","11,000"
(활)우럭조개,여수,10미,box,6,10,"110,000","60,000","100,000"
(활)우럭조개,여수,12미,box,9,10,"120,000","48,000","89,700"
(활)우럭조개,여수,11미,box,1,10,"35,200","35,200","35,200"
(활)우럭조개,여수,15미,box,2,10,"46,500","40,000","43,300"
(활)우럭조개,여수,16미,box,3,10,"81,600","40,000","62,400"
(활)우럭조개,여수,8미,box,11,10,"212,000","104,000","142,300"
(활)우럭조개,여수,9미,box,33,10,"238,500","108,900","159,800"
(활)우럭조개,여수,5미,box,1,10,"87,500","87,500","87,500"
(활)우럭조개,여수,20미,box,1,10,"36,000","36,000","36,000"
(활)우럭조개,여수,13미,box,1,10,"131,300","131,300","131,300"
