어종,산지,규격,포장,수량,중량,낙찰고가,낙찰저가,평균가
(선)갈치,안흥,1미,kg,8,1.0,"30,000","20,000","26,300"
(선)갈치,보령,10미,S/P,1,6.5,"250,000","250,000","250,000"
(선)갈치,태안,중,kg,440,1.0,"49,000","3,000","21,800"
(선)갈치,보령,1미,kg,28,2.0,"37,000","30,000","33,900"
(선)갈치,안흥,13미,S/P,4,10.0,"275,000","275,000","275,000"
(선)갈치,안흥,9미,S/P,5,10.0,"280,000","280,000","280,000"
(선)갈치,안흥,5미,S/P,1,10.0,"250,000","250,000","250,000"
(선)갈치,태안,1미,kg,38,1.0,"31,000","6,000","18,400"
(선)갈치,군산,1미,S/P,6,2.5,"55,000","45,000","50,000"
(선)갈치,보령,중,kg,439,1.0,"58,000","1,000","30,300"
(선)갈치,안흥,1미,kg,20,1.5,"33,000","30,000","30,800"
(선)갈치,보령,대,S/P,2,12.0,"160,000","160,000","160,000"
(선)갈치,태안,1미,kg,2,4.0,"63,000","63,000","63,000"
(선)갈치,군산,대,S/P,28,2.0,"50,000","35,000","39,100"
(선)갈치,안흥,6미,S/P,1,10.0,"270,000","270,000","270,000"
(선)갈치,안흥,1미,kg,20,2.5,"48,000","36,000","40,800"
(선)갈치,군산,대,S/P,150,1.0,"70,000","17,000","38,300"
(선)갈치,군산,1미,S/P,25,1.0,"32,000","25,000","26,400"
(선)갈치,안흥,15미,S/P,1,10.0,"275,000","275,000","275,000"
(선)갈치,보령,10미,S/P,1,11.1,"250,000","250,000","250,000"
(선)갈치,안흥,중,kg,175,1.0,"43,000",500,"15,700"
(선)갈치,보령,10미,S/P,1,10.0,"256,000","256,000","256,000"
(선)갈치,군산,1미,S/P,7,1.5,"28,000","25,000","26,000"
(선)갈치,태안,1미,kg,4,2.0,"33,000","33,000","33,000"
(선)갈치,군산,1미,S/P,49,2.0,"50,000","27,000","40,800"
(선)갈치,안흥,소,S/P,2,10.0,"80,000","80,000","80,000"
(선)갈치,남해,대,S/P,215,10.0,"20,000","4,000","7,400"
(선)갈치,군산,중,S/P,26,1.0,"52,000","19,000","36,700"
(선)갈치,보령,1미,kg,28,1.0,"33,000","11,000","19,700"
(선)갈치,안흥,8미,S/P,1,10.0,"270,000","270,000","270,000"
(선)갈치,군산,대,S/P,12,3.0,"55,000","50,000","53,800"
(선)갈치,군산,대,S/P,7,1.5,"27,000","25,000","26,100"
(선)갈치,군산,대,S/P,6,2.5,"45,000","45,000","45,000"
(선)갈치,태안,1미,kg,2,3.5,"45,000","45,000","45,000"
(선)갈치,안흥,12미,S/P,2,10.0,"275,000","275,000","275,000"
(선)갈치,군산,중,kg,99,1.0,"50,000","4,000","31,000"
(선)갈치,보령,대,S/P,30,10.0,"250,000","150,000","237,900"
(선)갈치,태안,1미,kg,12,5.0,"57,000","50,000","53,000"
(선)갈치,군산,3미,S/P,33,1.0,"65,000","23,000","43,900"
(선)갈치,군산,1미,S/P,13,3.0,"56,000","42,000","45,200"
(선)갈치,안흥,대,S/P,32,10.0,"350,000","150,000","258,300"
(선)갈치,통영,1미,S/P,24,1.0,800,800,800
(선)갈치,보령,1미,kg,18,3.0,"45,000","37,000","38,300"
(선)갈치,안흥,대,S/P,215,1.0,"47,000","3,000","19,300"
(선)갈치,안흥,7미,S/P,1,10.0,"270,000","270,000","270,000"
(선)갈치,보령,1미,kg,16,1.5,"25,000","23,000","24,500"
