어종,산지,규격,포장,수량,중량,낙찰고가,낙찰저가,평균가,year,month
(선)학꽁치,속초,16미,S/P,1,10.0,"19,000","19,000","19,000",2021,5
(선)학꽁치,포항,80미,S/P,1,10.0,"30,000","30,000","30,000",2021,5
(선)학꽁치,포항,중,S/P,34,10.0,"88,000","40,000","62,400",2021,5
(선)학꽁치,군산,중,S/P,56,4.0,"13,000","10,000","10,500",2021,5
(선)학꽁치,포항,25미,S/P,1,10.0,"30,000","30,000","30,000",2021,5
(선)학꽁치,속초,30미,S/P,32,10.0,"35,000","25,000","25,300",2021,5
(선)학꽁치,대천,중,S/P,14,2.0,"15,000","6,000","7,200",2021,5
(선)학꽁치,포항,50미,S/P,17,10.0,"100,000","68,000","76,300",2021,5
(냉)꽁치,대만,1번,CT/(BT),600,9.2,"60,900","59,800","60,100",2021,6
(냉)꽁치,대만,1번,CT/(BT),610,9.2,"61,400","57,300","57,500",2021,7
(냉)꽁치,대만,1번,CT/(BT),30,9.5,"56,000","56,000","56,000",2021,7
(냉)꽁치,대만,1번,CT/(BT),100,9.0,"61,400","60,800","61,100",2021,7
(냉)꽁치,중국,1번,CT/(BT),50,9.0,"54,000","53,000","54,000",2021,8
(냉)꽁치,중국,1번,CT/(BT),80,9.0,"54,000","53,900","53,900",2021,9
(선)학꽁치,통영,중,S/P,1,20.0,"100,000","100,000","100,000",2021,9
(냉)꽁치,대만,1번,CT/(BT),30,8.6,"60,900","60,900","60,900",2021,10
(냉)꽁치,중국,1번,CT/(BT),350,9.0,"59,500","50,000","57,700",2021,10
(선)학꽁치,여수,중,S/P,20,4.0,"27,500","24,000","25,800",2021,10
(냉)꽁치,대만,1번,CT/(BT),50,9.0,"65,000","65,000","65,000",2021,11
(냉)꽁치,중국,1번,CT/(BT),270,9.0,"57,500","57,500","57,500",2021,11
(선)꽁치,삼천포,중,S/P,1,10.0,"20,000","20,000","20,000",2021,12
(냉)꽁치,대만,1번,CT/(BT),300,9.5,"62,500","62,500","62,500",2021,12
(냉)꽁치,대만,1번,CT/(BT),20,8.6,"60,200","60,200","60,200",2021,12
(냉)꽁치,대만,1번,CT/(BT),100,9.3,"61,500","61,500","61,500",2021,12
(냉)꽁치,중국,2번,CT/(BT),20,9.2,"50,000","50,000","50,000",2021,12
(선)학꽁치,속초,중,S/P,3,10.0,"40,000","40,000","40,000",2021,12
(선)학꽁치,여수,중,S/P,41,4.0,"22,000","15,000","19,300",2021,12
(선)학꽁치,통영,20미,S/P,8,10.0,"10,000","10,000","10,000",2021,12
(선)학꽁치,포항,중,S/P,8,10.0,"40,000","40,000","40,000",2021,12
(냉)꽁치,대만,1번,CT/(BT),50,9.3,"59,000","59,000","59,000",2022,1
(선)학꽁치,포항,중,S/P,2,20.0,"40,000","40,000","40,000",2022,1
(선)학꽁치,포항,대,c/s(상자),13,10.0,"130,000","120,000","126,500",2022,1
(선)학꽁치,목포,대,S/P,1,3.5,"20,000","20,000","20,000",2022,1
(선)학꽁치,포항,소,S/P,240,1.0,"1,000","1,000","1,000",2022,1
(선)학꽁치,포항,소,S/P,19,10.0,"70,000","46,000","68,000",2022,1
(선)학꽁치,방어진,중,c/s(상자),5,10.0,"60,000","30,000","48,000",2022,1
(선)학꽁치,포항,중,S/P,1,15.0,"117,000","117,000","117,000",2022,1
(선)학꽁치,삼척,중,S/P,16,10.0,"45,000","34,500","38,200",2022,1
(선)학꽁치,포항,중,c/s(상자),11,10.0,"35,000","33,000","33,900",2022,1
(냉)꽁치,대만,1번,CT/(BT),250,9.2,"59,000","48,600","58,400",2022,2
(냉)꽁치,대만,1번,CT/(BT),549,9.3,"59,000","57,800","58,400",2022,2
(선)학꽁치,포항,23미,S/P,1,10.0,"20,000","20,000","20,000",2022,2
(선)학꽁치,거제도,40미,S/P,1,10.0,"90,000","90,000","90,000",2022,2
(선)학꽁치,동해시,30미,c/s(상자),10,10.0,"40,000","40,000","40,000",2022,2
(선)학꽁치,동해시,25미,c/s(상자),1,10.0,"26,000","26,000","26,000",2022,2
(선)학꽁치,축산,대,S/P,12,10.0,"60,000","60,000","60,000",2022,2
(선)학꽁치,포항,28미,S/P,1,10.0,"28,000","28,000","28,000",2022,2
(선)학꽁치,거제도,25미,S/P,2,10.0,"70,000","70,000","70,000",2022,2
(선)학꽁치,포항,17미,S/P,1,10.0,"15,000","15,000","15,000",2022,2
(선)학꽁치,포항,18미,S/P,1,10.0,"28,000","28,000","28,000",2022,2
(선)학꽁치,포항,45미,S/P,10,10.0,"45,000","45,000","45,000",2022,2
(선)학꽁치,포항,30미,S/P,21,10.0,"40,000","30,000","32,400",2022,2
(선)학꽁치,포항,40미,S/P,18,10.0,"60,000","30,000","51,700",2022,2
(선)학꽁치,포항,중,S/P,9,10.0,"53,000","40,000","47,200",2022,2
(선)학꽁치,포항,35미,S/P,47,10.0,"86,000","30,000","54,400",2022,2
(선)학꽁치,동해시,대,S/P,21,10.0,"37,500","30,000","34,800",2022,2
(선)학꽁치,축산,대,S/P,1,1.0,"1,500","1,500","1,500",2022,2
(선)학꽁치,속초,대,S/P,17,10.0,"50,000","40,000","43,100",2022,2
(선)학꽁치,동해시,30미,S/P,36,10.0,"53,000","50,000","50,400",2022,2
(선)학꽁치,포항,대,c/s(상자),49,10.0,"70,000","30,000","54,700",2022,2
(선)학꽁치,포항,대,S/P,103,10.0,"94,000","27,600","40,700",2022,2
(냉)꽁치,대만,1번,CT/(BT),270,9.3,"59,000","57,300","58,400",2022,3
(선)학꽁치,포항,대,c/s(상자),170,10.0,"85,000","5,000","52,000",2022,3
(선)학꽁치,포항,대,S/P,6,1.0,"16,000","16,000","16,000",2022,3
(선)학꽁치,죽변,대,S/P,5,10.0,"47,000","45,000","45,400",2022,3
(선)학꽁치,동해시,대,S/P,7,10.0,"35,000","20,000","22,100",2022,3
(선)학꽁치,축산,40미,S/P,70,10.0,"50,000","20,000","26,000",2022,3
(선)학꽁치,포항,중,c/s(상자),20,10.0,"95,000","50,000","57,300",2022,3
(선)학꽁치,포항,20미,S/P,12,10.0,"10,000","10,000","10,000",2022,3
(선)학꽁치,포항,중,S/P,11,10.0,"75,000","60,000","61,400",2022,3
(선)학꽁치,포항,50미,c/s(상자),12,15.0,"67,000","50,000","55,300",2022,3
(선)학꽁치,포항,대,S/P,49,15.0,"65,000","27,000","46,600",2022,3
(선)학꽁치,포항,대,c/s(상자),33,15.0,"80,000","40,000","50,800",2022,3
(선)학꽁치,임원,대,S/P,6,15.0,"20,000","15,000","19,200",2022,3
(선)학꽁치,포항,대,S/P,60,10.0,"50,000","20,000","36,000",2022,3
(냉)꽁치,대만,1번,CT/(BT),250,9.0,"57,800","55,000","56,700",2022,4
(냉)꽁치,대만,1번,CT/(BT),50,9.2,"62,500","62,500","62,500",2022,4
(냉)꽁치,대만,1번,CT/(BT),30,9.3,"62,500","62,500","62,500",2022,4
(선)학꽁치,포항,14미,S/P,1,10.0,"20,000","20,000","20,000",2022,4
(선)학꽁치,통영,대,S/P,1,10.0,"114,000","114,000","114,000",2022,4
(선)학꽁치,축산,대,S/P,14,10.0,"15,000","15,000","15,000",2022,4
(선)학꽁치,포항,대,c/s(상자),122,15.0,"60,000","30,000","47,800",2022,4
(선)학꽁치,포항,대,S/P,27,15.0,"72,000","40,000","54,500",2022,4
(선)학꽁치,포항,30미,S/P,1,10.0,"50,000","50,000","50,000",2022,4
(선)학꽁치,군산,중,kg,68,1.0,"1,300",700,"1,100",2022,4
(선)학꽁치,포항,40미,S/P,4,10.0,"52,500","50,000","51,300",2022,4
(선)학꽁치,죽변,42미,S/P,3,15.0,"61,000","55,000","57,000",2022,4
(선)학꽁치,남해,대,S/P,2,10.0,"7,000","7,000","7,000",2022,4
(선)학꽁치,죽변,40미,S/P,1,15.0,"36,000","36,000","36,000",2022,4
(선)학꽁치,죽변,34미,c/s(상자),2,15.0,"35,000","35,000","35,000",2022,4
(선)학꽁치,삼천포,대,S/P,1,10.0,"5,000","5,000","5,000",2022,4
(선)학꽁치,포항,37미,S/P,1,10.0,"50,000","50,000","50,000",2022,4
(선)학꽁치,포항,대,S/P,4,1.0,"5,000","1,000","2,000",2022,4
(선)학꽁치,포항,대,c/s(상자),39,10.0,"75,000","40,000","50,900",2022,4
(선)학꽁치,포항,대,S/P,88,10.0,"100,000","10,000","49,500",2022,4
(냉)꽁치,대만,1번,CT/(BT),40,9.3,"62,500","62,500","62,500",2022,5
(냉)꽁치,대만,1번,CT/(BT),270,9.1,"58,900","58,800","58,800",2022,5
(냉)꽁치,대만,1번,CT/(BT),250,9.0,"59,400","57,000","57,900",2022,5
(선)학꽁치,대천,중,kg,"2,295",1.0,"2,000",600,800,2022,5
(선)학꽁치,태안,중,kg,"1,142",1.0,"1,500",100,600,2022,5
(선)학꽁치,대천,1미,kg,"1,100",1.0,"1,500",300,700,2022,5
(선)학꽁치,군산,중,kg,"2,688",1.0,"1,500",100,600,2022,5
