어종,산지,규격,포장,수량,중량,낙찰고가,낙찰저가,평균가
(활)우럭,완도,중,kg,9.1,1,"7,000","7,000","7,000"
(활)우럭,통영,중,kg,"1,666.6",1,"17,500","5,000","12,100"
(활)우럭,서천,중,kg,72,1,"22,000","7,000","16,600"
(활)우럭,목포,중,kg,9.4,1,"23,000","7,000","16,400"
(선)우럭,남해,소,S/P,1,10,"5,000","5,000","5,000"
(선)우럭,충무,중,kg,92.1,1,"17,000","13,000","13,700"
(선)우럭,목포,대,S/P,30.2,1,"11,000","11,000","11,000"
(선)우럭,군산,대,S/P,1,15,"100,000","100,000","100,000"
(선)우럭,남해,대,S/P,11,10,"7,000","7,000","7,000"
(선)우럭,남해,12미,S/P,114,10,"12,000","5,000","7,000"
(선)우럭,남해,10미,S/P,159,10,"22,000","8,000","11,300"
(선)우럭,남해,14미,S/P,4,10,"8,000","6,000","6,500"
(선)우럭,중국,중,kg,37.1,1,"7,000","7,000","7,000"
(선)우럭,남해,11미,S/P,9,10,"10,000","6,000","7,800"
(선)우럭,완도,중,kg,45,1,"12,000","7,000","9,600"
(선)우럭,남해,15미,S/P,4,10,"6,000","6,000","6,000"
(선)우럭,통영,중,S/P,30,1,"16,000","15,000","15,500"
(선)우럭,격포,중,kg,5.3,1,"6,000","6,000","6,000"
(선)우럭,서천,중,kg,1.2,1,"12,500","12,500","12,500"
(선)우럭,삼천포,대,S/P,23.6,1,"11,000","11,000","11,000"
(선)우럭,남해,13미,S/P,4,10,"12,000","6,000","9,300"
(선)우럭,통영,중,kg,"2,507",1,"17,500","7,500","14,400"
(선)우럭,태안,중,kg,34.8,1,"9,000","7,000","8,500"
(활)우럭조개,통영,9미,box,5,10,"227,700","180,000","198,000"
(활)우럭조개,여수,3미,box,1,2,"27,000","27,000","27,000"
(활)우럭조개,여수,17미,box,1,10,"61,200","61,200","61,200"
(활)우럭조개,여수,16미,box,2,10,"65,600","41,600","53,600"
(활)우럭조개,여수,15미,box,2,10,"60,000","39,000","49,500"
(활)우럭조개,여수,4미,box,1,2,"96,000","96,000","96,000"
(활)우럭조개,통영,7미,box,2,10,"212,100","182,700","197,400"
(활)우럭조개,통영,8미,box,8,10,"264,800","152,000","215,800"
(활)우럭조개,통영,10미,box,2,10,"183,000","183,000","183,000"
(활)우럭조개,대부도,중,그물망,1,8,"30,000","30,000","30,000"
(활)우럭조개,여수,6미,box,4,10,"162,000","139,800","152,900"
(활)우럭조개,여수,8미,box,53,10,"282,400","104,800","177,800"
(활)우럭조개,여수,9미,box,11,10,"279,000","81,000","144,700"
(활)우럭조개,여수,7미,box,14,10,"254,100","105,000","173,400"
(활)우럭조개,여수,12미,box,1,10,"48,000","48,000","48,000"
(활)우럭조개,여수,10미,box,7,10,"350,000","60,000","177,400"
