어종,산지,규격,포장,수량,중량,낙찰고가,낙찰저가,평균가
(활)우럭,통영,중,kg,"3,053.2",1.0,"20,000","3,000","12,500"
(활)우럭,대천,중,kg,549.8,1.0,"33,000","10,500","15,400"
(활)우럭,제주도,중,kg,"1,417.5",1.0,"12,000","8,000","8,400"
(선)우럭,통영,중,kg,"2,440.9",1.0,"20,000","8,000","15,100"
(선)우럭,제주도,대,S/P,1,10.2,"81,600","81,600","81,600"
(선)우럭,완도,중,kg,47.4,1.0,"8,000","4,000","5,900"
(선)우럭,남해,6미,S/P,30,6.0,"27,000","10,000","18,200"
(선)우럭,부산(기장),대,S/P,4,15.0,"40,000","30,000","37,500"
(선)우럭,제주도,대,S/P,1,9.5,"66,500","66,500","66,500"
(선)우럭,제주도,대,S/P,1,8.0,"56,000","56,000","56,000"
(선)우럭,강구,대,S/P,23.8,1.0,"6,000","5,000","5,500"
(선)우럭,제주도,8미,S/P,1,8.0,"80,000","80,000","80,000"
(활)우럭조개,여수,12미,미(마리),12,1.0,"2,500","2,500","2,500"
(활)우럭조개,통영,8미,box,24,1.0,"15,100","7,200","9,800"
(활)우럭조개,여수,8미,미(마리),232,1.0,"14,200","4,100","7,900"
(활)우럭조개,여수,8미,box,688,1.0,"15,300","2,500","6,500"
(활)우럭조개,여수,9미,box,36,1.0,"13,200","4,100","10,700"
(활)우럭조개,여수,17미,미(마리),17,1.0,"2,000","2,000","2,000"
(활)우럭조개,여수,9미,미(마리),72,1.0,"9,000","3,100","5,500"
(활)우럭조개,여수,16미,미(마리),16,1.0,"1,700","1,700","1,700"
(활)우럭조개,여수,10미,box,460,1.0,"10,100","3,100","4,800"
(활)우럭조개,여수,7미,box,364,1.0,"15,600","4,200","7,700"
(활)우럭조개,여수,10미,미(마리),20,1.0,"8,000","7,000","7,500"
(활)우럭조개,여수,6미,미(마리),60,1.0,"13,300","6,500","9,200"
(활)우럭조개,여수,14미,미(마리),14,1.0,"2,600","2,600","2,600"
(활)우럭조개,여수,6미,box,12,1.0,"15,300","6,500","10,900"
(활)우럭조개,통영,7미,box,7,1.0,"15,100","15,100","15,100"
(활)우럭조개,여수,7미,미(마리),154,1.0,"17,000","5,500","8,300"
(활)우럭조개,여수,15미,box,150,1.0,"3,300","2,000","2,500"
