어종,산지,규격,포장,수량,중량,낙찰고가,낙찰저가,평균가
(활)우럭,통영,중,kg,"1,700.6",1.0,"18,500","5,000","14,100"
(활)우럭,서천,중,kg,131,1.0,"21,000","1,000","9,200"
(활)우럭,완도,중,kg,73.6,1.0,"27,000","3,000","14,100"
(활)우럭,태안,중,kg,9.3,1.0,"15,000","8,000","12,600"
(활)우럭,신안,중,kg,28.3,1.0,"20,000","13,000","15,100"
(활)우럭,서산,소,kg,3.4,1.0,"22,000","22,000","22,000"
(활)우럭,서산,중,kg,89,1.0,"28,000","6,000","14,500"
(활)우럭,대부도,중,kg,12.7,1.0,"15,000","5,000","9,600"
(활)우럭,목포,중,kg,12.2,1.0,"16,000","7,000","9,900"
(활)우럭,격포,중,kg,11.2,1.0,"21,000","15,000","18,200"
(선)우럭,삼천포,대,S/P,1,10.0,"10,000","10,000","10,000"
(선)우럭,남해,11미,S/P,3,10.0,"6,000","6,000","6,000"
(선)우럭,삼천포,14미,S/P,2,10.0,"10,000","10,000","10,000"
(선)우럭,남해,15미,S/P,2,10.0,"5,000","5,000","5,000"
(선)우럭,제주도,6미,S/P,2,10.0,"100,000","100,000","100,000"
(선)우럭,남해,6미,S/P,84,10.0,"21,000","5,000","9,400"
(선)우럭,남해,12미,S/P,3,10.0,"5,000","5,000","5,000"
(선)우럭,방어진,대,S/P,1,15.0,"57,800","57,800","57,800"
(선)우럭,제주도,11미,S/P,1,10.0,"90,000","90,000","90,000"
(선)우럭,남해,10미,S/P,1,10.0,"5,000","5,000","5,000"
(선)우럭,제주도,12미,S/P,1,10.0,"80,000","80,000","80,000"
(선)우럭,보령,중,kg,1,20.0,"160,000","160,000","160,000"
(선)우럭,남해,4미,S/P,13,10.0,"7,000","6,000","6,400"
(선)우럭,충무,중,kg,37.7,1.0,"16,000","15,000","15,500"
(선)우럭,제주도,중,S/P,1,9.0,"72,000","72,000","72,000"
(선)우럭,제주도,소,S/P,1,6.0,"15,000","15,000","15,000"
(선)우럭,남해,13미,S/P,1,10.0,"6,000","6,000","6,000"
(선)우럭,통영,중,S/P,104.6,1.0,"7,500","3,000","5,000"
(선)우럭,삼천포,5미,S/P,7,10.0,"10,000","10,000","10,000"
(선)우럭,보령,중,kg,14.9,1.0,"12,000","10,000","10,800"
(선)우럭,남해,12/13미,S/P,4,10.0,"5,000","5,000","5,000"
(선)우럭,삼천포,15미,S/P,1,10.0,"10,000","10,000","10,000"
(선)우럭,남해,8미,S/P,55,10.0,"6,000","5,000","5,100"
(선)우럭,삼천포,4미,S/P,3,10.0,"23,000","23,000","23,000"
(선)우럭,통영,대,S/P,179.5,1.0,"9,000","3,000","5,900"
(선)우럭,제주도,12미,S/P,1,6.5,"45,500","45,500","45,500"
(선)우럭,보령,중,kg,1,15.0,"107,000","107,000","107,000"
(선)우럭,남해,5미,S/P,95,10.0,"25,000","5,000","11,900"
(선)우럭,방어진,6미,S/P,2,8.0,"20,000","20,000","20,000"
(선)우럭,통영,중,kg,"3,115.1",1.0,"18,000","1,000","13,700"
(선)우럭,삼천포,중,S/P,1,10.0,"8,000","8,000","8,000"
(선)우럭,제주도,7미,S/P,1,10.0,"90,000","90,000","90,000"
(선)우럭,완도,중,kg,1,3.0,"24,000","24,000","24,000"
(선)우럭,태안,중,kg,1,10.0,"111,000","111,000","111,000"
(선)우럭,남해,7미,S/P,57,10.0,"7,000","6,000","6,200"
(선)우럭,완도,중,kg,1,20.0,"150,000","150,000","150,000"
(선)우럭,태안,중,kg,9.5,1.0,"10,000","10,000","10,000"
(활)우럭조개,여수,7미,box,315,1.0,"14,300","4,500","9,500"
(활)우럭조개,여수,6미,미(마리),192,1.0,"19,100","6,600","12,600"
(활)우럭조개,여수,9미,box,18,1.0,"7,600","6,500","7,100"
(활)우럭조개,여수,7미,box,49,10.0,"13,300","9,100","10,400"
(활)우럭조개,여수,6미,box,18,1.0,"13,400","12,000","12,900"
(활)우럭조개,여수,8미,box,56,10.0,"10,300","6,000","9,000"
(활)우럭조개,여수,12미,미(마리),12,1.0,"2,800","2,800","2,800"
(활)우럭조개,여수,8미,미(마리),184,1.0,"16,200","4,500","8,500"
(활)우럭조개,여수,8미,box,344,1.0,"15,500","3,800","8,200"
(활)우럭조개,통영,7미,box,21,1.0,"11,000","10,300","10,500"
(활)우럭조개,여수,10미,box,120,1.0,"9,000","4,000","6,300"
(활)우럭조개,여수,7미,미(마리),308,1.0,"19,100","7,000","10,800"
(활)우럭조개,통영,6미,box,6,1.0,"15,500","15,500","15,500"
(활)우럭조개,통영,8미,box,200,1.0,"15,000","6,000","10,100"
