어종,산지,규격,포장,수량,중량,낙찰고가,낙찰저가,평균가
(선)대구,속초,2미,S/P,27.0,10.0,"5,000","5,000","5,000"
(선)대구,중국,9미,S/P,10.0,8.0,"13,000","13,000","13,000"
(선)대구,축산,대,S/P,1.0,3.0,"15,000","15,000","15,000"
(선)대구,속초,대,S/P,2.0,10.0,"5,000","5,000","5,000"
(선)대구,속초,대,S/P,226.4,1.0,"7,500","4,200","6,500"
(선)대구,완도,중,kg,13.6,1.0,"4,000","4,000","4,000"
(선)대구,속초,대,kg,5.1,1.0,"5,000","5,000","5,000"
(선)대구,남해,대,S/P,3.0,10.0,"50,000","20,000","30,000"
(선)대구,동해시,6미,S/P,3.0,10.0,"13,000","13,000","13,000"
(선)대구,통영,중,kg,10.6,1.0,"2,000","2,000","2,000"
(냉)대구,미국,2L,PAN(펜),10.0,18.5,"86,500","85,400","86,000"
(냉)대구 기타,러시아,중,CT/(BT),100.0,6.0,"55,400","54,900","55,200"
(선)민대구,제주도,특대,S/P,2.0,15.0,"20,000","20,000","20,000"
(선)민대구,완도,중,kg,2.4,1.0,"1,000","1,000","1,000"
(선)민대구,제주도,대,S/P,1.0,15.0,"20,000","20,000","20,000"
(선)민대구,제주도,특대,S/P,2.0,10.0,"25,000","25,000","25,000"
(선)민대구,완도,대,kg,9.1,1.0,"5,000","5,000","5,000"
(선)민대구,제주도,15미,S/P,1.0,10.0,"30,000","30,000","30,000"
(선)민대구,제주도,12미,S/P,2.0,10.0,"30,000","30,000","30,000"
(선)민대구,제주도,14미,S/P,1.0,8.0,"32,000","32,000","32,000"
(선)민대구,제주도,11미,S/P,1.0,10.0,"60,000","60,000","60,000"
