어종,산지,규격,포장,수량,중량,낙찰고가,낙찰저가,평균가
(선)대구,죽변,대,kg,258.3,1.0,"4,000","1,500","2,400"
(선)대구,감포,15미,S/P,20.0,10.0,"1,000","1,000","1,000"
(선)대구,죽변,대,S/P,5.0,10.0,"55,000","55,000","55,000"
(선)대구,방어진,3미,S/P,3.0,10.0,"32,000","32,000","32,000"
(선)대구,속초,대,S/P,2.0,10.0,"115,000","43,000","79,000"
(선)대구,죽변,16/17미,S/P,16.5,1.0,"3,000","3,000","3,000"
(선)대구,방어진,1미,S/P,8.8,1.0,"3,500","3,500","3,500"
(선)대구,속초,대,S/P,344.9,1.0,"5,000","3,000","3,900"
(선)대구,완도,중,kg,19.2,1.0,"2,000","2,000","2,000"
(선)대구,대천,중,kg,14.4,1.0,"6,000","2,500","4,700"
(선)대구,삼척,대,S/P,146.6,1.0,"8,500","1,700","5,100"
(선)대구,속초,5미,S/P,2.0,1.0,"5,000","5,000","5,000"
(선)대구,속초,5미,S/P,1.0,15.8,"3,000","3,000","3,000"
(선)대구,죽변,특대,S/P,21.0,1.0,"5,000","5,000","5,000"
(선)대구,죽변,대,S/P,562.7,1.0,"3,500","1,500","2,000"
(선)대구,속초,4미,kg,7.6,1.0,800,800,800
(선)대구,속초,대,kg,81.4,1.0,"4,000","1,500","3,000"
(선)대구,속초,4미,S/P,13.0,10.0,"12,000","12,000","12,000"
(선)대구,임원,대,kg,407.9,1.0,"2,800","2,500","2,600"
(선)대구,감포,10미,S/P,38.0,10.0,"15,000","7,000","12,500"
(선)대구,방어진,8미,S/P,3.0,10.0,"17,000","17,000","17,000"
(선)대구,방어진,4미,S/P,1.0,10.0,"32,000","32,000","32,000"
(선)대구,방어진,8미,S/P,22.0,1.0,"3,500","3,500","3,500"
(선)대구,방어진,6미,S/P,5.0,10.0,"35,000","35,000","35,000"
(선)대구,속초,6미,S/P,20.0,10.0,"5,000","3,500","4,300"
(선)대구,감포,대,S/P,37.0,10.0,"8,000","6,000","6,400"
(선)대구,방어진,7미,S/P,2.0,10.0,"32,000","32,000","32,000"
(냉)대구,러시아,7/8미,PAN(펜),200.0,21.5,"86,400","85,300","85,600"
(냉)대구 기타,러시아,중,CT/(BT),25.0,6.0,"54,000","54,000","54,000"
