일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,0.10.10.20.10.20.41.10.41.13.14.24.15.05.97.68.57.38.54.37.57.18.96.65.8,8.9,4.0,0.1
02,2.52.62.43.11.71.82.21.83.84.03.64.33.51.41.00.90.80.91.71.02.71.90.91.0,4.3,2.3,0.8
03,1.42.62.12.12.11.42.21.42.42.23.32.21.11.51.62.02.32.05.05.75.84.94.13.7,5.8,2.9,1.1
04,4.44.35.84.67.85.77.05.73.01.51.01.11.31.52.42.63.72.63.24.85.82.61.41.0,7.8,3.6,1.0
05,1.02.91.31.01.51.21.01.21.22.32.72.11.41.01.22.72.92.71.01.41.11.80.50.5,2.9,1.5,0.5
06,0.40.70.70.60.72.32.62.35.64.23.11.30.81.30.90.81.10.80.90.70.60.40.82.1,5.6,1.6,0.4
07,1.83.24.13.93.03.83.93.83.34.33.52.81.61.10.60.82.80.81.20.70.71.01.10.7,4.3,2.3,0.6
08,0.20.21.70.51.00.30.60.32.32.91.51.01.11.85.95.84.95.86.97.94.11.40.91.2,7.9,2.5,0.2
09,3.53.53.42.73.54.04.44.04.85.15.15.43.94.43.23.33.23.34.04.64.54.05.66.4,6.4,4.2,2.7
10,6.55.46.04.64.95.25.45.23.72.93.62.92.92.03.75.05.15.05.63.31.30.81.01.0,6.5,3.9,0.8
11,0.30.70.91.34.14.02.94.02.52.43.23.63.92.51.91.60.81.60.30.20.50.70.70.6,4.1,1.8,0.1
12,0.20.40.60.50.51.52.01.53.12.63.63.22.41.53.02.91.72.93.52.33.24.53.63.5,4.5,2.3,0.2
13,3.93.93.85.25.74.64.14.63.42.84.74.94.74.02.52.31.22.31.11.00.30.50.51.5,5.7,3.0,0.3
14,0.40.70.71.72.02.11.82.12.20.71.21.81.61.30.72.51.72.52.21.22.12.03.01.2,3.6,1.7,0.4
15,1.42.73.33.13.74.23.94.23.94.53.74.34.53.62.61.92.01.92.41.83.42.82.52.8,4.5,3.1,1.4
16,3.64.04.03.53.84.14.04.13.62.82.31.30.50.00.41.71.61.71.50.91.41.21.11.8,4.1,2.2,0.0
17,1.82.41.20.71.10.80.60.82.11.71.31.61.31.70.50.40.30.40.50.20.31.92.52.7,2.7,1.3,0.2
18,1.32.23.64.23.93.72.93.73.12.10.70.40.60.51.20.60.30.60.30.30.41.61.91.9,4.2,1.7,0.3
19,3.14.14.74.54.05.87.05.86.26.25.27.46.96.23.64.36.24.36.47.35.05.87.04.8,7.4,5.6,3.1
20,5.56.85.15.46.66.55.46.53.52.21.83.65.24.65.25.36.75.37.57.05.75.96.47.0,7.5,5.3,1.8
21,8.05.95.84.84.33.52.23.52.13.73.53.73.22.01.12.32.02.31.10.81.10.61.12.1,8.0,2.8,0.6
22,3.53.23.23.32.93.73.93.73.83.53.32.11.12.23.33.63.43.61.30.50.30.21.02.2,3.9,2.5,0.2
23,2.32.12.42.12.61.92.51.93.32.91.01.81.42.73.22.22.82.22.41.73.21.51.81.3,3.3,2.3,1.0
24,0.50.20.31.20.70.80.50.81.60.61.01.51.30.91.20.83.90.86.85.47.08.27.86.0,8.2,2.7,0.2
25,7.87.910.06.57.67.37.17.34.25.54.03.73.33.04.54.24.54.26.47.56.15.14.54.0,10.0,5.6,3.0
26,3.53.41.91.41.81.91.81.91.52.33.32.21.61.10.22.43.82.41.61.10.50.20.10.3,3.8,1.7,0.1
27,0.30.30.30.60.91.50.71.51.42.41.90.31.61.93.82.14.02.13.82.82.81.30.10.0,4.0,1.6,0.0
28,0.50.90.60.20.60.40.50.40.60.93.83.73.83.34.43.94.43.95.21.92.00.81.42.5,5.6,2.2,0.2
TOTAL,2.52.82.92.63.03.03.03.03.02.92.92.82.52.32.52.83.12.83.12.92.82.62.52.5,5.6,2.8,0.8
