일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,8.18.18.08.08.08.08.08.08.08.08.08.18.28.38.38.58.68.58.68.58.48.38.28.2,8.7,8.2,8.0
02,8.18.08.07.97.97.97.87.97.87.87.87.98.08.18.28.38.38.38.48.48.38.28.18.1,8.4,8.1,7.8
03,8.07.97.87.87.87.77.87.77.87.87.98.08.08.18.08.08.08.08.18.18.18.18.18.1,8.1,8.0,7.7
04,8.18.08.07.98.08.08.08.08.08.18.18.18.28.38.38.48.58.48.58.48.58.48.58.5,8.6,8.2,7.9
05,8.48.48.48.38.38.38.38.38.38.38.48.48.58.68.68.78.78.78.68.68.78.78.78.6,8.7,8.5,8.3
06,8.68.68.58.58.58.58.58.58.58.58.68.68.99.29.69.99.99.99.49.29.18.98.98.9,9.9,8.9,8.5
07,8.98.98.98.88.88.88.88.88.88.88.88.88.99.59.910.410.610.49.89.69.29.19.19.1,10.6,9.2,8.8
08,9.19.19.19.19.09.09.09.09.09.09.09.09.39.79.910.410.610.410.19.79.39.39.39.3,10.6,9.4,9.0
09,9.39.39.39.49.49.49.39.49.39.39.39.39.39.79.910.110.010.19.89.79.69.49.59.5,10.1,9.5,9.3
10,9.79.69.69.69.69.59.59.59.59.59.59.69.79.79.79.910.29.910.09.99.89.79.79.7,10.2,9.7,9.5
11,9.89.89.89.89.99.99.99.99.99.89.89.910.110.210.410.410.410.410.210.110.010.010.010.1,10.5,10.0,9.8
12,10.110.110.110.110.110.110.110.110.110.110.110.110.210.410.510.510.410.510.310.210.210.110.010.0,10.5,10.2,10.0
13,9.99.99.99.89.79.69.69.69.59.69.79.79.910.010.010.110.110.110.210.110.09.99.99.9,10.2,9.9,9.5
14,9.99.89.89.89.89.79.79.79.69.79.810.010.010.110.010.110.210.110.410.310.310.210.210.1,10.4,10.0,9.6
15,10.110.010.010.010.010.010.010.010.010.010.110.110.210.310.310.410.510.410.610.610.610.610.610.6,10.6,10.3,10.0
16,10.610.510.510.510.510.510.510.510.410.410.410.410.510.710.710.810.810.810.610.510.510.510.510.5,10.8,10.5,10.4
17,10.510.510.410.510.510.610.510.610.510.510.510.610.710.710.710.710.710.710.710.710.710.710.710.7,10.7,10.6,10.4
18,10.610.610.610.610.710.710.710.710.710.710.710.810.911.011.111.011.011.011.211.111.111.011.010.9,11.3,10.9,10.6
19,10.810.810.810.810.810.810.910.810.810.810.911.011.111.311.411.311.211.311.311.311.311.311.211.2,11.4,11.0,10.8
20,11.211.111.111.111.111.111.111.111.111.111.111.211.311.411.612.011.912.011.511.511.511.411.411.4,12.0,11.3,11.1
21,11.411.411.311.311.311.311.311.311.311.311.411.411.411.511.812.011.912.011.611.511.511.511.511.5,12.0,11.5,11.3
22,11.511.511.511.511.511.511.511.511.511.511.511.511.611.711.811.911.911.911.811.811.711.611.611.7,11.9,11.6,11.5
23,11.711.711.711.711.811.711.711.711.711.711.711.711.812.012.212.512.512.512.212.111.811.811.811.8,12.5,11.9,11.7
24,11.811.811.811.911.911.911.911.911.811.711.811.811.811.811.912.012.012.0,12.0,11.9,11.7
25,,,,
26,12.112.212.312.612.612.612.812.612.512.412.412.2,12.9,12.5,12.1
27,12.112.112.012.011.911.911.911.911.811.811.912.012.012.212.312.312.312.312.212.112.012.112.112.0,12.3,12.0,11.8
28,12.011.911.911.811.911.811.811.811.811.812.012.112.112.112.212.312.312.312.412.512.512.412.412.3,12.5,12.1,11.8
29,12.312.312.312.212.212.212.112.212.012.112.212.312.412.512.612.512.412.512.312.312.212.312.412.4,12.6,12.3,12.0
30,12.412.412.312.312.312.312.312.312.312.312.412.612.812.812.912.812.812.812.812.812.812.812.812.8,12.9,12.6,12.3
31,12.812.812.812.812.712.712.712.712.712.712.812.813.013.413.613.714.213.713.413.413.313.513.513.6,14.2,13.1,12.7
TOTAL,10.310.210.210.210.210.210.210.210.210.210.210.310.410.610.710.810.810.810.710.610.510.510.510.5,10.9,10.5,10.2
