일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,4.54.84.95.03.94.64.94.64.54.64.73.03.33.84.95.05.15.06.77.66.66.35.95.3,7.6,5.1,3.0
02,4.33.94.33.73.63.22.03.21.00.30.62.53.44.34.34.13.54.13.12.62.72.94.13.4,4.3,3.0,0.3
03,3.42.73.53.01.92.32.22.33.14.54.93.52.74.12.04.04.44.02.01.62.72.21.01.8,4.9,2.9,1.0
04,1.21.21.41.11.40.70.70.70.90.81.00.30.60.82.63.24.03.22.52.42.31.82.30.9,4.0,1.6,0.3
05,0.71.51.12.42.12.12.82.13.24.33.43.22.40.40.10.21.50.20.51.20.70.40.30.6,4.3,1.6,0.1
06,1.20.61.00.91.40.70.50.70.40.00.10.20.10.81.21.31.01.31.54.46.48.06.07.1,8.0,1.9,0.0
07,6.77.17.67.87.07.64.37.64.74.45.35.54.34.53.13.12.63.13.21.91.71.30.20.3,7.8,4.2,0.2
08,0.20.51.41.31.72.00.82.00.11.50.90.40.11.31.94.33.64.31.90.90.30.40.30.5,4.3,1.2,0.1
09,0.60.30.10.20.40.60.20.60.40.70.70.71.71.52.22.61.42.60.80.60.90.50.20.3,2.6,0.8,0.1
10,0.30.20.50.11.30.42.30.42.72.72.30.50.41.11.51.41.21.42.01.40.91.01.00.5,3.0,1.3,0.1
11,4.03.33.93.33.35.25.15.24.44.34.02.92.33.53.34.13.64.14.04.44.03.73.23.2,5.2,3.8,2.3
12,2.62.42.52.62.83.71.53.73.83.83.24.03.63.42.63.03.13.03.53.23.22.52.72.7,4.0,3.0,1.5
13,3.12.82.72.92.93.54.13.54.54.63.93.02.11.50.50.81.50.81.12.53.42.52.12.0,4.6,2.6,0.1
14,4.13.63.43.13.43.94.53.94.64.73.94.85.34.92.43.95.43.96.05.45.54.45.13.6,6.0,4.4,2.4
15,2.81.60.60.30.70.30.20.32.23.83.95.13.86.26.28.16.88.14.45.24.23.73.44.0,8.1,3.4,0.2
16,5.84.33.86.36.16.17.46.16.76.77.16.48.18.17.96.65.16.65.84.84.97.15.54.0,8.1,6.1,3.8
17,4.53.94.55.76.24.94.44.94.63.64.73.74.34.14.16.05.66.04.95.94.63.43.43.5,6.6,4.6,3.4
18,3.42.52.02.32.53.43.03.42.31.11.91.93.83.12.52.51.42.50.72.12.51.61.52.2,3.8,2.3,0.7
19,2.01.41.42.52.23.02.43.01.52.72.12.63.21.30.50.80.60.83.54.04.13.83.83.0,4.1,2.4,0.5
20,2.82.43.54.25.24.66.24.65.35.55.24.95.36.05.95.24.45.23.64.43.74.54.64.1,6.2,4.6,2.4
21,3.84.14.25.05.04.04.24.03.14.64.23.24.65.45.65.44.85.43.02.83.04.44.74.4,5.6,4.3,2.8
22,3.33.44.84.25.44.84.84.82.62.93.03.24.14.24.85.15.15.13.93.84.84.96.44.9,6.4,4.2,2.6
23,5.54.33.72.42.93.42.43.42.51.62.92.71.41.31.31.62.21.63.23.52.81.31.01.4,5.5,2.5,1.0
24,0.60.30.32.21.61.40.91.40.71.21.01.12.72.74.43.23.73.24.23.43.32.62.63.2,4.4,2.2,0.3
25,3.22.02.73.02.82.63.42.63.63.84.04.43.84.74.74.94.94.93.42.73.64.53.92.8,4.9,3.6,2.0
26,1.41.31.72.63.22.52.92.51.81.62.13.74.24.74.74.64.84.63.92.74.62.41.61.2,4.8,3.0,1.2
27,1.91.91.50.60.61.61.81.61.11.82.42.31.10.51.72.71.92.70.30.40.30.10.30.4,2.7,1.2,0.1
28,0.30.30.20.10.60.20.50.20.20.10.01.43.13.14.85.03.85.03.33.94.95.23.22.6,5.2,2.2,0.0
29,1.51.71.21.41.61.93.01.93.12.93.33.72.20.42.32.83.02.81.72.02.42.62.61.4,3.7,2.3,0.4
30,1.21.00.41.20.31.11.41.11.51.71.70.50.40.60.40.30.00.30.10.63.83.21.80.6,3.8,1.0,0.0
31,0.70.50.71.43.93.75.03.75.96.96.37.67.56.07.74.64.64.66.46.65.34.33.41.9,7.7,4.7,0.5
TOTAL,2.62.32.42.72.82.92.92.92.83.03.03.03.13.23.33.63.43.63.13.23.43.12.82.5,5.2,3.0,1.1
