일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,5.45.85.55.75.03.23.03.23.93.51.52.22.12.44.03.25.23.26.15.44.33.12.30.9,6.1,3.8,0.9
02,0.00.30.91.21.10.41.80.42.81.50.32.13.84.14.75.04.25.02.40.51.30.20.10.1,5.0,1.9,0.0
03,0.30.40.20.50.81.33.11.31.70.20.40.40.61.50.90.50.70.50.30.70.40.20.90.4,3.2,0.8,0.2
04,0.50.91.00.70.51.23.91.24.54.45.95.34.54.86.25.15.25.13.63.24.22.72.33.4,6.2,3.5,0.5
05,2.83.25.81.82.63.12.23.13.12.93.33.23.62.93.22.82.72.84.32.73.13.62.57.3,7.3,3.4,1.8
06,5.95.44.53.94.03.24.13.23.83.93.61.21.13.46.55.41.75.42.23.13.64.04.23.7,6.5,3.7,1.1
07,3.33.43.73.94.44.33.94.34.44.75.95.97.08.48.99.48.19.47.76.24.45.65.44.8,9.4,5.7,3.3
08,3.54.43.63.33.22.43.22.41.81.71.91.40.90.92.24.13.94.11.90.90.60.40.40.2,4.4,2.2,0.2
09,0.40.00.60.50.60.40.10.42.20.80.80.91.03.42.22.54.12.53.12.71.82.60.90.2,4.3,1.6,0.0
10,0.20.61.10.50.90.91.80.91.91.10.70.61.13.23.14.03.94.01.71.41.10.20.30.5,4.0,1.5,0.2
11,0.20.21.11.71.31.30.51.30.60.72.82.82.82.61.53.51.23.50.80.51.00.30.30.2,3.5,1.3,0.2
12,0.50.20.60.31.22.12.42.11.00.21.22.32.72.74.74.33.84.32.01.61.11.12.22.1,4.7,1.8,0.2
13,1.90.40.51.00.70.40.30.40.81.62.21.71.91.91.41.02.81.02.10.81.31.00.71.4,2.8,1.3,0.3
14,1.82.11.80.60.70.00.40.00.90.81.33.52.32.93.02.82.42.82.72.40.81.42.61.3,4.0,1.8,0.0
15,1.80.50.40.80.60.20.40.21.10.61.44.72.63.84.11.92.81.91.11.81.71.50.50.1,4.7,1.6,0.1
16,0.00.10.10.30.40.20.20.21.31.62.11.42.52.21.92.41.92.44.92.73.51.93.22.8,4.9,1.8,0.0
17,2.02.33.23.11.71.20.91.21.01.61.13.03.13.23.12.62.72.62.72.42.01.50.40.3,3.2,2.0,0.3
18,0.20.30.61.52.41.12.51.13.01.02.32.42.53.12.91.91.71.93.24.22.52.72.42.0,4.2,2.1,0.2
19,4.53.33.65.64.65.35.45.34.44.74.74.74.74.43.62.33.32.32.42.01.30.81.22.2,5.6,3.7,0.8
20,0.70.31.71.10.40.70.80.70.81.02.63.84.44.84.44.14.24.12.02.12.42.41.22.8,4.8,2.2,0.3
21,1.11.63.32.22.92.83.52.84.45.85.14.85.96.75.55.45.65.44.24.84.83.63.23.5,6.7,4.1,1.1
22,4.53.51.00.30.20.00.10.01.82.62.92.02.11.62.11.20.51.20.90.60.10.40.50.5,4.5,1.3,0.0
23,1.01.61.00.70.61.01.41.01.90.30.10.93.44.95.22.71.72.72.32.11.10.60.60.3,5.2,1.6,0.1
24,0.40.40.30.20.20.91.30.91.90.70.42.94.03.63.21.82.01.81.71.31.00.91.50.6,4.0,1.5,0.2
25,0.90.70.30.20.80.61.10.60.21.13.33.84.54.72.62.83.82.82.81.71.10.80.60.3,4.7,1.8,0.2
26,0.30.30.61.11.51.00.91.00.51.63.13.53.64.43.44.13.44.12.41.71.81.21.51.1,4.4,2.0,0.3
27,1.10.20.00.21.81.01.11.02.43.43.53.94.34.45.24.23.14.22.22.41.81.51.11.3,5.2,2.3,0.0
28,1.01.92.62.41.52.63.32.64.44.94.53.64.74.74.34.73.84.72.82.92.83.12.72.4,4.9,3.2,1.0
29,3.22.22.43.12.52.11.82.14.94.14.43.93.93.62.42.41.42.41.01.91.41.22.34.0,5.5,2.8,1.0
30,1.20.00.41.31.20.10.20.11.20.50.31.01.12.51.92.73.32.73.02.42.42.02.01.6,3.3,1.5,0.0
31,1.81.31.42.02.93.63.43.62.72.73.73.32.13.03.73.75.23.73.02.11.91.00.60.2,5.2,2.6,0.2
TOTAL,1.71.51.71.71.71.61.91.62.32.12.52.83.13.63.63.43.23.42.72.32.01.71.61.7,4.9,2.3,0.5
