일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,0.31.72.03.53.42.72.12.71.81.81.92.83.73.42.73.53.43.53.62.62.21.21.11.7,3.7,2.4,0.3
02,2.31.41.62.33.11.81.01.80.50.83.63.42.93.84.24.84.14.81.70.40.30.10.00.3,4.8,2.0,0.0
03,0.20.20.30.20.70.20.40.20.30.10.92.62.92.63.12.84.42.83.62.61.50.90.60.3,4.4,1.5,0.1
04,0.20.20.40.20.30.30.90.30.61.81.60.90.50.20.10.82.60.82.71.31.62.20.80.4,2.7,1.0,0.1
05,0.61.92.32.43.02.62.52.61.71.20.53.04.94.44.36.15.66.14.05.34.43.41.82.5,6.1,3.1,0.5
06,2.33.03.14.95.75.14.65.15.27.09.48.77.57.17.18.69.18.69.98.08.27.96.75.6,9.9,6.6,2.3
07,5.35.05.76.36.43.62.43.62.45.14.55.45.25.76.25.74.85.75.75.04.13.13.22.3,6.4,4.6,1.9
08,2.41.72.13.63.53.92.83.93.03.63.62.62.01.10.51.51.21.50.80.72.01.71.30.8,3.9,2.1,0.5
09,1.12.42.62.53.12.72.72.71.52.81.60.51.42.22.61.82.01.80.80.50.80.50.50.4,3.1,1.7,0.4
10,1.30.40.51.13.13.63.73.64.74.23.91.82.13.65.25.86.65.84.94.62.42.32.02.0,7.5,3.4,0.4
11,1.92.81.72.62.92.72.92.73.83.62.82.83.01.41.94.33.14.35.94.75.25.16.06.7,6.7,3.6,1.4
12,6.87.17.06.98.86.15.56.15.03.24.54.44.04.34.13.64.83.64.95.54.84.85.35.3,8.8,5.3,3.2
13,4.34.35.04.35.25.15.45.14.44.14.33.03.33.64.24.53.54.55.74.94.24.34.33.8,5.7,4.4,3.0
14,4.03.52.82.72.52.41.82.41.52.11.81.61.02.93.64.03.84.04.44.85.45.54.82.6,5.5,3.1,1.0
15,1.31.23.04.74.22.91.72.90.70.90.31.51.31.81.81.63.01.61.00.40.51.20.91.1,4.7,1.7,0.3
16,1.81.00.60.80.61.01.11.01.01.00.40.40.71.71.83.54.13.54.44.04.33.52.93.6,4.7,2.1,0.4
17,3.22.93.44.34.24.04.34.04.04.44.14.65.06.98.87.56.47.55.34.94.33.44.65.6,8.8,4.8,2.9
18,5.44.43.55.56.06.47.56.47.77.45.75.89.47.26.56.15.86.13.84.95.15.33.53.2,9.4,5.7,3.2
19,3.44.63.64.74.53.43.63.42.83.64.24.44.44.64.05.85.25.83.53.64.23.63.03.4,5.8,4.0,2.8
20,3.82.73.95.35.72.83.32.82.62.31.92.10.90.20.60.91.20.91.00.30.30.60.40.5,5.7,2.0,0.2
21,0.41.10.60.70.50.20.40.21.20.90.60.61.12.42.52.53.02.53.22.72.01.01.11.0,3.4,1.4,0.2
22,0.60.40.30.20.60.60.40.61.00.40.80.90.71.41.31.42.31.42.62.00.20.20.30.6,2.7,0.9,0.2
23,0.20.30.50.10.71.11.01.10.60.42.63.82.93.85.15.54.55.57.35.55.85.57.36.5,7.3,3.3,0.1
24,6.36.55.33.94.25.14.65.15.15.44.84.57.36.15.27.37.07.36.85.25.55.76.16.0,7.3,5.6,3.7
25,5.65.94.74.23.83.02.93.02.12.83.32.82.62.61.91.21.41.21.01.31.31.91.81.6,5.9,2.7,1.0
26,1.61.61.61.71.31.52.11.52.83.03.42.02.01.91.80.70.70.71.21.21.01.51.51.3,3.4,1.7,0.7
27,1.31.11.81.60.70.00.30.00.30.10.20.20.91.32.73.74.13.73.54.05.07.47.56.9,7.5,2.5,0.0
28,6.54.44.04.43.83.03.23.03.14.54.76.17.27.36.65.05.25.03.82.82.02.12.52.9,7.3,4.2,2.0
29,2.62.72.92.93.64.03.44.02.42.31.60.74.23.63.74.13.94.14.04.53.44.14.75.0,5.0,3.3,0.7
30,5.85.04.35.75.06.07.36.07.06.55.54.54.13.83.56.17.06.16.16.16.45.45.94.6,7.3,5.6,3.5
TOTAL,2.82.72.73.13.42.92.92.92.72.93.02.93.33.43.64.04.14.03.93.53.33.23.12.9,5.8,3.2,1.2
