일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,15.815.715.615.515.515.415.315.415.315.415.515.615.916.116.115.916.115.916.116.116.116.016.015.9,16.2,15.8,15.3
02,15.915.815.715.815.815.715.715.715.715.815.816.016.316.516.216.416.316.416.316.516.516.516.516.4,16.5,16.1,15.7
03,16.416.316.316.316.316.316.316.316.216.216.216.316.516.716.716.716.616.716.516.416.416.416.416.4,16.7,16.4,16.2
04,16.416.416.416.216.216.216.016.215.915.915.915.915.915.915.915.915.915.915.815.915.915.815.815.9,16.4,16.0,15.8
05,15.915.915.915.915.915.915.915.915.915.915.915.916.016.116.516.716.416.716.216.015.915.815.915.9,16.7,16.0,15.8
06,16.016.116.216.316.316.216.116.216.015.916.016.116.216.216.115.915.915.915.915.915.815.815.815.8,16.3,16.0,15.8
07,15.815.715.915.915.915.815.815.815.815.815.815.815.815.715.715.715.615.715.615.615.615.515.515.5,15.9,15.7,15.5
08,15.415.415.415.315.215.215.115.215.215.315.515.515.615.815.916.016.116.015.715.715.615.715.715.7,16.1,15.5,15.1
09,15.815.815.815.615.515.415.415.415.715.815.916.016.116.116.316.316.816.317.117.016.816.616.716.6,17.1,16.2,15.4
10,16.316.316.216.216.316.316.216.316.316.316.316.416.816.816.716.816.716.816.516.516.516.616.816.8,16.8,16.5,16.2
11,16.716.416.216.316.416.616.616.616.516.616.616.616.516.717.217.517.517.517.317.217.117.117.017.1,17.5,16.8,16.2
12,17.016.816.516.516.416.516.616.516.716.716.716.816.816.816.917.017.117.016.916.916.916.917.017.0,17.1,16.8,16.4
13,17.117.016.916.716.416.416.616.416.716.716.716.716.716.716.716.616.816.617.117.117.016.916.916.9,17.1,16.8,16.4
14,16.916.916.916.916.916.916.816.916.816.917.017.317.617.717.717.517.517.518.218.318.218.218.117.9,18.3,17.4,16.8
15,17.917.917.917.717.217.317.417.317.017.117.618.018.318.217.617.617.317.617.818.118.118.117.918.0,18.3,17.7,17.0
16,18.017.917.917.917.817.817.717.817.517.517.718.018.618.918.618.117.918.118.818.618.518.318.018.0,18.9,18.1,17.5
17,18.118.118.118.117.817.717.617.717.617.617.617.717.918.218.118.018.018.017.718.218.318.218.017.7,18.3,17.9,17.6
18,17.818.318.618.518.318.017.718.017.617.818.018.118.018.118.118.118.018.118.017.917.917.917.917.9,18.6,18.0,17.6
19,17.917.917.817.817.817.717.717.717.717.817.918.018.218.218.418.618.618.618.218.218.218.017.918.0,18.6,18.0,17.7
20,18.218.218.118.118.118.017.918.017.817.817.917.917.918.018.218.518.418.518.318.218.418.517.917.6,18.5,18.1,17.6
21,17.718.018.318.518.518.418.418.418.018.218.618.518.519.019.119.319.719.319.418.718.918.518.218.0,19.7,18.6,17.7
22,18.218.218.317.918.017.917.917.918.018.018.018.018.118.018.118.118.218.118.218.218.218.218.118.0,18.3,18.1,17.9
23,18.018.018.017.917.917.917.917.917.918.018.318.418.418.318.418.218.318.218.518.518.518.418.318.4,18.5,18.2,17.9
24,18.418.418.418.418.218.318.218.318.218.318.318.318.218.418.418.418.518.418.618.518.518.518.418.4,18.6,18.4,18.2
25,18.418.418.418.418.418.318.218.318.218.418.518.418.318.318.418.518.618.518.918.818.918.818.818.8,18.9,18.5,18.2
26,18.818.718.618.618.618.718.718.718.618.618.818.818.718.518.718.919.118.918.818.918.918.818.818.8,19.1,18.7,18.5
27,18.618.718.718.718.919.019.019.019.019.019.019.018.918.818.719.019.019.019.119.219.219.219.219.2,19.2,19.0,18.6
28,19.319.219.219.019.019.119.219.119.319.319.319.419.519.519.519.519.519.519.419.419.319.419.519.2,19.5,19.3,19.0
29,19.119.319.219.019.019.019.119.019.219.219.319.419.419.519.419.319.219.319.019.019.119.219.218.9,19.5,19.2,18.9
30,18.718.818.818.918.818.818.718.818.818.818.818.818.919.018.918.919.018.918.818.818.918.918.919.0,19.0,18.8,18.7
31,18.918.918.918.818.918.818.818.818.819.119.219.519.720.120.220.420.320.419.719.619.919.920.020.0,20.4,19.5,18.8
TOTAL,17.417.417.417.317.317.317.217.317.217.317.417.417.517.617.717.717.717.717.717.717.717.617.617.5,18.0,17.5,17.1
