일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,11.411.411.511.511.511.511.411.511.211.111.111.311.311.311.411.411.411.411.411.411.411.311.211.2,11.5,11.3,11.1
02,11.311.311.311.411.411.411.411.411.311.111.111.111.211.211.311.411.411.411.411.411.311.411.111.2,11.4,11.3,11.1
03,11.211.211.311.311.311.311.311.311.211.111.110.910.911.111.111.211.211.211.311.211.211.111.111.0,11.3,11.2,10.9
04,10.911.011.011.011.011.011.011.011.010.910.810.810.810.910.911.011.111.011.111.111.111.011.010.8,11.1,11.0,10.8
05,10.710.710.911.011.011.010.911.010.910.710.710.510.610.710.810.810.810.810.810.910.810.810.710.5,11.0,10.8,10.5
06,10.410.510.410.510.710.710.710.710.610.610.510.410.410.410.510.610.610.610.810.810.810.810.710.5,10.8,10.6,10.4
07,10.410.210.310.510.610.610.610.610.610.610.610.510.410.410.410.510.510.510.610.610.610.510.310.2,10.6,10.5,10.2
08,10.09.89.89.910.110.410.510.410.410.410.19.99.99.89.810.110.410.110.310.310.310.310.310.3,10.5,10.2,9.8
09,10.210.310.310.210.210.210.310.210.310.210.210.210.110.110.310.210.210.210.210.310.310.310.310.3,10.3,10.2,10.1
10,10.310.310.210.310.210.210.210.210.310.310.310.210.310.310.310.210.310.210.210.210.210.210.210.1,10.3,10.2,10.1
11,10.210.210.210.310.310.210.110.210.010.010.010.010.010.010.010.110.110.110.110.010.010.010.010.0,10.3,10.1,10.0
12,9.99.99.89.89.89.79.69.79.79.89.79.79.79.79.69.79.69.79.79.69.69.69.69.7,9.9,9.7,9.6
13,9.79.69.69.69.59.69.59.69.49.49.59.59.59.59.59.59.59.59.69.49.29.39.39.3,9.7,9.5,9.2
14,9.39.39.29.29.29.29.29.29.09.09.19.19.09.19.09.19.19.18.98.88.88.88.88.9,9.3,9.1,8.8
15,8.98.98.88.88.88.88.78.88.68.48.28.48.48.58.68.58.58.58.68.58.58.38.28.3,8.9,8.6,8.2
16,8.38.48.58.58.58.58.58.58.48.48.28.28.38.38.48.58.48.58.58.58.58.58.48.3,8.5,8.4,8.2
17,8.48.48.48.48.48.48.58.48.58.48.28.08.18.18.28.38.38.38.48.48.48.48.28.3,8.5,8.3,8.0
18,8.28.38.38.38.48.38.38.38.28.28.18.18.08.18.28.18.08.18.08.18.07.97.97.8,8.4,8.1,7.8
19,7.77.77.87.97.87.87.87.87.97.97.87.77.67.67.77.87.87.87.97.97.97.97.97.8,7.9,7.8,7.6
20,7.87.87.77.77.77.87.87.87.87.87.87.87.77.67.77.67.77.67.77.77.87.87.97.9,7.9,7.8,7.6
21,7.87.77.67.77.67.57.57.57.57.57.47.37.26.86.86.97.06.97.27.37.27.27.16.9,7.8,7.3,6.8
22,6.66.86.86.87.07.17.17.17.17.17.17.16.96.76.76.87.16.87.27.37.27.27.27.1,7.3,7.0,6.6
23,7.17.17.07.17.27.37.47.37.47.27.27.17.17.17.17.17.27.17.37.47.37.27.37.3,7.4,7.2,7.0
24,7.27.17.07.06.97.07.27.07.37.37.37.37.27.27.37.37.37.37.37.37.37.37.37.2,7.3,7.2,6.9
25,7.27.27.27.37.37.27.27.27.27.27.27.27.27.27.27.27.27.27.27.27.27.37.37.3,7.3,7.2,7.2
26,7.37.37.17.17.17.06.97.06.97.17.27.27.17.17.17.17.07.16.96.96.87.07.17.1,7.3,7.1,6.8
27,7.07.06.96.96.86.76.76.76.97.17.17.06.96.96.96.96.96.97.07.07.06.96.96.9,7.1,6.9,6.7
28,7.06.96.86.66.66.66.56.66.66.76.96.86.76.76.76.76.76.76.86.76.66.76.76.7,7.0,6.7,6.5
29,6.86.86.76.76.76.66.76.66.66.66.76.76.76.76.66.66.66.66.76.76.86.76.76.7,6.8,6.7,6.6
30,6.76.76.76.66.66.76.76.76.76.66.66.66.66.66.66.66.66.66.76.76.76.76.76.7,6.7,6.7,6.6
31,6.76.66.76.66.66.76.76.76.66.66.46.46.56.56.56.66.56.66.66.66.66.66.56.5,6.7,6.6,6.4
TOTAL,8.88.88.88.88.88.88.88.88.88.88.78.78.68.78.78.78.78.78.88.88.78.78.78.7,8.9,8.7,8.5
