일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,3.23.73.53.32.52.62.52.63.14.34.53.83.63.53.33.02.73.03.93.32.72.72.02.0,4.5,3.1,2.0
02,2.23.43.72.22.11.52.01.53.34.13.83.53.23.33.13.13.43.13.62.93.82.81.31.3,4.1,2.9,1.3
03,1.61.91.01.21.11.11.21.11.32.43.43.14.74.64.64.43.84.45.14.03.43.53.02.4,5.1,2.9,0.9
04,1.50.81.81.61.81.70.71.71.32.54.14.54.13.34.04.74.54.72.52.32.51.61.01.6,4.7,2.4,0.3
05,0.90.80.10.20.81.31.71.32.61.81.80.71.21.11.51.52.01.52.92.32.12.72.21.0,2.9,1.6,0.1
06,4.13.71.62.12.91.51.41.52.02.22.32.03.01.31.41.21.91.22.01.92.93.12.41.7,4.1,2.2,1.2
07,1.50.91.31.21.12.12.02.12.01.91.41.51.81.71.61.21.01.23.52.84.04.23.63.3,4.2,2.1,0.9
08,2.51.91.00.30.21.11.21.11.81.86.02.41.21.61.33.23.23.22.62.31.31.01.52.0,6.0,1.9,0.2
09,1.30.60.71.31.41.51.01.52.72.62.51.81.73.44.04.75.54.75.15.63.51.93.33.3,5.6,2.8,0.6
10,2.71.20.30.50.61.61.01.62.52.52.23.02.42.74.54.64.74.62.61.50.71.21.41.3,4.7,2.1,0.3
11,2.12.83.12.82.62.32.32.33.74.03.63.63.22.82.53.04.03.03.33.11.40.81.01.6,4.4,2.8,0.8
12,1.61.72.12.21.61.31.81.32.62.42.63.62.93.54.25.55.65.54.94.53.74.23.84.0,5.6,3.2,1.3
13,4.04.53.84.85.05.04.35.02.73.32.72.54.03.94.45.96.95.97.57.78.57.85.14.1,8.5,5.0,2.5
14,1.71.71.83.33.22.42.12.43.02.12.82.52.73.04.54.44.74.45.86.25.84.64.22.8,6.2,3.5,1.7
15,1.50.71.22.82.43.22.53.21.72.32.12.63.43.44.44.97.14.94.14.23.82.41.71.8,7.1,2.9,0.7
16,1.62.52.52.52.92.12.22.12.72.62.63.33.84.45.75.65.15.63.71.81.71.70.40.8,5.7,2.9,0.4
17,1.72.02.62.11.01.61.91.61.72.12.51.52.14.14.65.25.15.23.22.42.82.02.81.8,5.2,2.6,0.9
18,1.62.01.92.32.81.70.91.71.82.42.82.73.64.33.83.44.43.44.33.12.43.62.32.3,4.9,2.8,0.9
19,2.21.81.81.82.12.32.02.32.42.31.72.23.43.23.63.02.73.04.04.13.73.93.81.6,4.1,2.7,1.6
20,0.80.91.31.72.71.71.41.73.03.63.93.74.34.72.65.42.15.43.31.13.03.74.34.9,5.4,2.9,0.8
21,4.45.15.86.45.14.85.64.82.93.04.55.04.85.65.44.64.64.64.94.04.24.34.34.7,6.4,4.7,2.9
22,2.62.43.03.43.63.23.33.25.45.75.57.18.27.75.64.04.14.04.73.22.52.82.11.8,8.2,4.2,1.8
23,1.21.21.21.52.01.81.81.82.93.52.93.52.83.23.83.33.63.32.42.21.61.92.01.7,3.8,2.4,1.2
24,2.32.21.51.12.02.83.12.81.42.51.41.73.64.04.54.43.34.44.44.12.82.00.90.8,4.6,2.6,0.6
25,0.70.81.21.92.02.02.02.02.42.12.52.01.01.94.05.15.05.14.33.73.83.82.32.2,5.2,2.7,0.7
26,0.70.61.51.71.21.41.31.41.82.02.32.22.84.55.05.64.05.63.63.02.32.92.01.7,5.6,2.5,0.6
27,2.12.42.82.71.62.63.42.63.52.84.44.74.74.73.83.52.03.56.16.05.15.56.85.6,6.8,3.9,1.5
28,6.06.06.15.95.85.75.45.76.36.35.85.65.35.75.86.26.76.26.95.64.85.25.76.1,7.5,5.9,4.8
29,6.16.15.24.54.75.34.85.36.57.58.07.46.77.27.17.35.67.35.46.04.84.75.55.6,8.0,6.0,4.5
30,5.54.44.03.93.02.02.22.02.02.43.64.66.06.16.47.47.97.48.37.97.96.97.37.0,8.3,5.3,2.0
31,6.04.84.83.12.53.53.63.51.92.43.13.13.43.83.63.74.43.74.03.84.13.12.82.0,6.0,3.5,1.9
TOTAL,2.52.42.42.52.42.42.32.42.73.03.33.33.53.84.04.34.24.34.33.83.53.33.02.7,5.6,3.2,1.4
