일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,0.41.00.91.71.92.41.02.44.54.43.63.32.21.93.03.94.33.92.11.61.31.62.02.8,4.5,2.4,0.4
02,1.50.80.50.20.41.01.31.02.53.12.53.13.13.74.85.25.25.28.18.67.76.46.87.1,8.6,3.9,0.2
03,3.93.03.33.82.82.20.82.20.81.62.42.94.63.74.56.46.86.45.65.85.04.23.11.8,6.8,3.6,0.8
04,1.31.12.11.21.12.01.92.02.52.32.53.44.14.13.73.63.13.62.61.10.71.51.82.8,4.1,2.3,0.7
05,2.41.71.12.52.92.93.82.94.35.25.24.64.05.14.94.44.34.47.56.55.64.94.24.6,7.5,4.2,1.1
06,4.53.93.63.93.03.33.13.33.95.05.04.24.14.74.94.14.94.13.84.55.35.14.95.3,5.3,4.3,3.0
07,5.75.94.43.73.82.73.12.73.43.34.02.92.82.42.92.72.12.70.91.12.05.17.99.6,9.6,3.6,0.9
08,9.17.57.45.66.96.66.96.67.26.75.85.65.04.57.27.84.67.89.88.97.06.15.53.9,9.8,6.7,3.9
09,4.44.74.75.13.72.92.12.91.41.62.12.22.73.02.73.33.53.34.63.53.73.23.33.2,5.1,3.2,0.9
10,3.42.42.61.82.12.01.82.01.52.42.52.92.73.53.23.03.43.02.83.72.93.64.74.2,4.7,2.9,1.5
11,4.22.42.93.32.93.33.53.36.57.26.76.86.16.25.84.85.64.86.64.73.73.63.55.0,7.2,4.8,2.4
12,4.53.45.34.42.93.03.03.02.71.84.14.75.64.54.45.66.05.69.910.19.28.59.25.1,10.1,5.4,1.8
13,3.22.82.61.41.61.10.41.11.41.62.23.24.45.04.45.14.25.13.83.14.12.92.01.0,5.1,2.7,0.4
14,1.20.80.90.71.00.81.40.81.92.82.23.84.34.13.84.34.34.32.82.42.01.30.70.8,4.3,2.3,0.7
15,1.00.81.31.11.02.32.92.31.72.14.44.84.810.613.613.912.513.911.711.012.014.316.415.2,16.4,7.3,0.8
16,11.112.212.912.512.59.06.59.05.44.36.07.06.34.74.44.14.24.13.93.62.82.62.02.5,12.9,6.3,2.0
17,2.93.42.93.43.33.73.43.75.05.85.95.96.26.45.45.25.05.24.04.03.74.72.01.5,6.4,4.3,1.5
18,2.32.72.81.82.12.22.42.23.22.73.43.64.24.25.15.03.45.02.52.02.11.31.40.8,5.1,2.8,0.8
19,0.50.60.40.50.91.01.21.02.01.41.72.44.74.44.63.43.93.44.03.73.52.73.03.7,4.7,2.5,0.4
20,1.80.81.80.70.30.93.50.91.40.90.61.52.63.23.23.54.33.54.24.76.57.16.75.9,7.1,3.1,0.3
21,3.53.02.51.71.12.32.12.32.22.91.12.14.24.15.75.96.05.95.55.14.83.73.72.8,6.5,3.5,1.1
22,2.11.51.61.02.22.22.32.21.32.02.23.84.45.35.25.25.55.24.54.23.02.81.91.2,5.9,3.0,1.0
23,0.81.11.61.01.21.62.11.63.43.53.83.74.35.55.55.95.35.95.34.54.66.35.14.4,6.3,3.7,0.8
24,3.32.72.83.44.12.74.12.71.42.32.94.04.54.65.36.26.26.25.85.34.63.52.01.6,6.2,3.9,1.4
25,1.92.51.61.41.51.70.61.71.82.63.54.04.55.35.54.44.94.44.33.42.32.41.90.5,5.5,2.8,0.5
26,0.60.81.01.31.71.51.91.53.84.33.75.35.14.24.64.95.84.95.33.33.84.86.16.4,6.4,3.7,0.6
27,9.29.77.57.16.54.83.84.84.54.65.52.33.95.76.67.57.17.58.06.85.25.24.44.8,9.7,5.9,2.3
28,3.82.31.92.03.32.42.72.42.61.64.46.67.08.58.29.910.49.98.68.48.49.06.95.8,10.4,5.7,1.6
29,4.83.41.81.51.31.10.71.12.72.12.14.55.65.04.34.04.04.03.83.83.82.42.00.8,5.6,3.0,0.7
30,0.91.11.30.91.21.21.81.22.22.13.21.22.32.24.13.03.13.03.12.32.42.12.11.8,4.1,2.2,0.9
31,2.42.63.61.10.80.60.60.61.72.73.63.64.64.94.95.05.25.08.37.85.14.13.11.6,8.3,3.6,0.6
TOTAL,3.33.02.92.62.62.52.52.52.93.13.53.94.34.75.05.25.15.25.34.84.54.44.23.8,7.1,3.8,1.2
