일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,6.24.82.91.21.41.00.51.01.52.01.91.51.92.13.23.23.33.21.02.01.30.80.70.4,6.2,2.0,0.4
02,0.61.11.41.41.11.71.91.71.01.82.11.41.52.02.50.91.60.91.11.23.84.04.04.4,4.4,1.9,0.6
03,3.63.13.04.34.03.62.53.63.82.01.72.32.62.93.32.21.62.21.93.83.81.62.32.8,4.3,2.8,1.6
04,2.00.51.92.61.20.60.90.60.30.91.42.21.52.32.11.71.41.70.40.61.51.82.11.5,2.6,1.4,0.3
05,1.20.51.11.10.82.42.12.42.82.11.41.92.42.22.22.22.12.22.01.81.51.82.00.2,2.8,1.8,0.2
06,0.80.90.91.51.51.20.41.21.10.70.51.62.12.22.33.42.73.44.22.72.63.92.21.7,4.2,1.9,0.4
07,0.60.50.60.70.80.90.50.90.81.61.72.03.54.74.33.93.83.93.52.63.73.63.21.3,4.7,2.2,0.1
08,0.81.51.40.50.80.30.10.31.20.91.63.13.32.42.83.65.83.65.24.46.46.34.52.3,6.4,2.8,0.1
09,1.61.81.21.21.41.11.91.11.62.12.71.72.22.71.92.42.22.41.63.13.24.13.12.4,4.1,2.1,1.1
10,2.52.71.91.21.00.80.60.82.63.32.82.01.42.92.92.02.02.02.82.21.10.60.91.0,3.3,1.9,0.6
11,0.90.70.40.80.70.71.20.72.12.42.12.62.22.93.83.63.13.62.91.00.70.20.41.4,3.8,1.7,0.2
12,2.01.91.10.80.60.50.60.51.61.51.40.92.25.03.93.34.03.33.44.54.23.34.02.9,5.0,2.5,0.5
13,1.52.12.00.80.71.00.71.00.62.32.22.83.63.94.14.53.74.52.62.83.31.31.50.5,4.5,2.2,0.5
14,0.10.30.30.20.20.91.20.91.82.22.53.24.73.33.03.44.33.42.71.00.73.84.63.7,4.7,2.2,0.1
15,4.04.85.24.04.13.53.73.54.83.41.73.32.83.03.53.34.13.35.16.14.63.11.71.4,6.1,3.8,1.4
16,1.40.71.50.71.31.42.01.42.94.53.12.92.32.72.63.64.03.63.22.73.53.82.91.9,4.5,2.5,0.7
17,1.41.11.10.82.02.42.82.43.12.31.32.15.26.55.75.35.65.37.27.56.95.75.33.9,7.5,3.9,0.8
18,3.43.31.91.20.80.31.00.32.91.72.64.54.14.64.24.25.24.24.75.44.23.62.92.3,5.4,3.2,0.3
19,1.31.51.72.01.71.00.81.01.01.22.22.73.13.33.33.53.03.52.62.41.30.51.01.5,3.5,1.9,0.5
20,1.01.21.31.51.53.22.23.21.32.04.53.84.96.15.84.64.64.63.94.24.55.05.03.7,6.1,3.4,1.0
21,4.13.83.43.02.82.83.32.83.63.02.52.31.51.61.32.23.52.22.31.31.81.81.60.9,4.1,2.6,0.9
22,1.41.21.10.81.11.50.61.51.82.11.81.02.32.73.53.13.43.12.62.22.01.51.40.2,3.5,1.8,0.2
23,0.50.91.61.81.81.81.81.84.23.42.51.71.95.05.25.03.15.03.33.63.13.74.12.5,5.2,2.9,0.5
24,1.00.61.22.33.33.24.63.25.44.03.33.25.87.28.09.18.89.16.65.95.74.44.23.5,9.1,4.8,0.6
25,2.02.73.33.32.30.60.60.62.03.22.82.43.83.94.55.44.65.45.04.74.43.41.40.7,5.6,3.0,0.5
26,0.80.50.10.61.10.90.70.91.11.20.80.42.35.06.55.74.85.73.22.13.01.02.03.6,6.5,2.2,0.1
27,2.80.30.20.90.40.60.50.61.21.12.02.84.25.14.95.05.55.05.86.07.25.53.41.9,7.2,3.1,0.2
28,2.62.11.51.61.40.50.20.51.32.51.53.34.03.84.13.64.73.62.92.01.91.11.31.1,4.7,2.2,0.2
29,0.91.20.81.21.21.20.81.21.62.12.32.73.13.12.82.41.82.41.94.01.22.42.21.3,4.0,1.9,0.8
30,3.23.41.20.70.80.90.80.91.62.12.32.01.31.51.51.61.31.61.21.21.00.70.80.8,3.4,1.4,0.7
TOTAL,1.91.71.61.51.41.41.41.42.12.22.12.32.93.63.73.63.63.63.23.23.12.82.61.9,4.9,2.5,0.5
