일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,14.613.712.412.312.012.812.712.810.312.613.312.912.913.213.413.613.813.612.611.410.810.210.09.7,14.6,12.3,9.7
02,8.26.55.04.22.81.83.11.83.74.24.43.93.94.24.13.83.83.83.83.74.43.84.04.8,8.2,4.1,1.8
03,4.85.14.63.63.43.02.83.01.63.01.92.73.44.03.93.93.83.92.82.42.42.12.11.7,5.1,3.1,1.6
04,1.31.41.21.31.31.61.81.61.71.62.73.23.02.63.02.62.62.63.23.51.41.41.10.6,3.5,2.0,0.6
05,2.12.23.72.83.16.06.26.06.96.17.06.96.55.76.16.06.26.05.76.16.05.96.34.7,7.3,5.5,2.1
06,4.85.35.45.04.33.94.03.92.11.91.52.81.22.12.62.63.82.64.44.54.14.24.84.7,5.4,3.6,1.2
07,4.43.64.24.32.93.44.53.44.33.44.55.76.14.94.24.84.54.85.66.36.05.96.38.0,8.0,4.9,2.9
08,8.88.99.09.510.011.012.011.012.010.710.311.010.710.49.69.98.29.910.510.610.710.411.010.7,12.0,10.2,8.2
09,8.87.25.15.14.74.34.24.32.72.92.93.85.04.34.85.76.15.77.67.85.95.44.42.1,8.8,5.1,2.1
10,1.60.50.91.01.01.82.11.82.32.62.52.13.24.85.25.34.65.34.84.53.93.01.62.6,5.3,2.9,0.5
11,2.32.32.01.21.10.91.20.92.02.72.01.62.93.73.63.22.53.20.84.04.13.02.91.5,4.1,2.3,0.8
12,0.20.50.00.71.21.51.61.50.51.64.55.07.37.89.611.211.211.28.88.37.26.97.46.9,11.2,5.0,0.0
13,8.98.55.95.75.64.63.04.61.61.22.53.22.83.44.13.83.43.82.42.01.81.51.72.1,8.9,3.5,1.2
14,1.51.71.61.81.81.32.21.31.52.82.12.12.83.33.94.94.24.92.51.51.21.11.41.5,4.9,2.2,1.1
15,1.61.51.41.11.41.82.11.81.72.11.62.12.83.93.34.23.74.22.21.40.40.30.91.4,4.2,2.0,0.3
16,1.30.91.11.41.32.22.52.20.71.42.12.01.83.94.33.63.13.61.11.80.41.62.82.8,4.3,2.0,0.4
17,2.11.00.70.70.50.40.80.44.76.07.39.712.112.912.312.513.112.513.012.511.910.37.66.4,13.4,7.2,0.4
18,6.86.36.05.54.84.94.14.90.61.72.32.03.33.84.04.85.64.84.95.55.85.23.31.2,6.8,4.1,0.6
19,1.11.42.12.13.12.33.22.34.13.84.76.05.74.36.710.210.910.213.314.414.314.114.613.8,14.6,7.2,1.1
20,12.411.112.213.414.314.213.314.212.411.610.810.610.010.110.410.810.410.810.710.19.38.88.48.1,14.3,11.1,8.1
21,7.47.06.76.24.53.11.13.12.01.60.81.82.22.83.74.23.94.21.50.60.50.90.50.3,7.4,2.8,0.3
22,0.21.73.23.23.03.23.83.24.46.26.97.26.66.36.24.94.04.95.84.64.74.44.15.2,7.2,4.5,0.2
23,5.04.25.13.72.01.71.31.71.12.01.62.82.64.94.95.24.35.24.03.93.11.20.80.6,5.2,3.0,0.6
24,0.40.70.11.41.81.12.61.12.42.13.62.12.02.12.22.21.52.23.42.91.50.80.60.4,3.6,1.8,0.1
25,0.50.60.50.70.91.82.21.82.54.64.63.41.84.05.46.07.46.07.57.88.18.57.26.5,8.5,4.2,0.5
26,6.46.27.46.65.95.54.95.57.48.26.27.26.25.43.97.66.67.66.46.85.44.94.02.8,8.2,6.0,2.8
27,2.62.31.01.81.91.72.11.72.92.62.12.71.71.61.61.61.91.61.20.81.31.61.32.4,2.9,1.8,0.7
28,0.91.50.30.60.91.92.41.92.92.83.23.63.83.83.13.12.33.12.03.65.34.12.93.4,5.3,2.5,0.3
29,5.94.21.72.32.43.12.43.15.25.07.67.45.16.26.44.63.54.62.11.81.82.13.51.8,7.6,3.9,1.7
30,1.20.41.32.42.23.22.93.22.34.13.21.91.32.22.52.22.32.23.44.94.23.74.76.8,6.8,2.9,0.4
31,6.56.24.94.71.81.62.51.63.03.32.63.54.63.93.43.43.43.43.62.12.33.43.85.6,6.5,3.6,1.6
TOTAL,4.34.03.83.83.53.63.73.63.74.14.34.64.75.05.25.65.45.65.25.24.84.54.44.2,7.6,4.4,1.7
