일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,2.22.01.71.61.51.82.61.82.23.411.810.810.311.17.28.27.98.210.010.29.49.79.88.1,11.8,6.5,1.5
02,8.57.64.84.44.44.64.74.69.17.98.17.75.04.75.78.08.48.06.77.98.88.17.87.1,9.1,6.8,4.4
03,3.73.14.75.05.15.66.85.66.35.66.45.04.02.33.63.56.73.55.24.04.43.23.33.1,6.9,4.8,2.3
04,2.63.54.35.24.12.82.22.82.84.03.63.75.14.53.93.72.93.73.64.43.23.52.42.3,5.2,3.5,2.2
05,2.12.72.52.62.01.93.81.94.22.92.72.32.52.62.85.04.05.04.13.83.23.32.81.5,5.0,3.1,1.5
06,1.41.11.81.93.64.23.54.24.04.24.33.11.62.11.00.91.50.92.72.92.51.80.90.9,4.3,2.4,0.9
07,1.11.82.74.02.61.91.91.92.32.21.51.70.70.92.71.91.81.90.62.03.94.23.43.1,4.2,2.2,0.6
08,2.10.61.32.31.51.21.61.21.51.91.51.12.74.65.36.26.06.26.05.85.14.45.03.7,6.2,3.3,0.6
09,1.81.72.43.42.93.33.63.34.73.63.53.43.32.62.42.32.82.32.12.12.13.43.52.9,4.7,2.9,1.7
10,2.52.62.93.52.92.03.02.02.73.01.71.82.73.03.34.23.44.24.75.15.04.63.42.8,5.1,3.2,1.7
11,1.80.51.01.61.31.41.91.42.42.42.31.61.33.64.85.24.45.25.05.55.34.34.54.6,5.5,3.1,0.5
12,2.41.71.40.92.11.61.51.61.92.52.92.20.83.25.76.16.46.15.34.94.24.03.42.4,6.4,3.1,0.8
13,3.12.12.82.22.12.02.92.03.13.12.82.52.41.81.81.51.51.51.31.01.61.92.71.5,3.1,2.2,1.0
14,3.02.73.33.73.54.03.54.04.04.44.04.02.82.62.23.01.93.02.73.24.82.62.51.7,4.8,3.2,1.7
15,4.14.43.84.13.33.33.03.32.42.31.61.31.51.60.91.51.41.52.52.52.43.41.01.4,4.4,2.4,0.9
16,0.21.03.44.42.71.93.21.92.32.02.21.71.64.24.95.25.05.24.13.23.41.80.71.7,5.2,2.8,0.2
17,2.83.03.02.72.12.32.72.33.23.02.73.13.33.11.33.53.83.51.32.73.62.83.02.1,3.8,2.7,1.3
18,2.71.93.33.84.14.25.34.24.35.04.43.63.43.83.33.55.03.54.24.12.52.52.52.9,5.3,3.7,1.9
19,2.63.64.54.28.29.97.19.96.68.010.58.98.78.27.87.27.17.26.97.99.18.48.98.4,10.5,7.3,2.6
20,8.69.69.28.59.08.88.48.88.88.38.47.16.46.86.37.38.07.37.16.16.06.15.75.6,9.6,7.6,5.6
21,4.64.64.75.15.15.84.75.85.05.04.44.04.43.32.92.73.52.73.53.24.03.62.84.2,5.8,4.2,2.7
22,3.53.23.34.74.24.94.34.93.74.03.92.11.61.41.00.81.50.81.86.14.99.711.111.9,11.9,4.2,0.8
23,12.814.214.614.814.614.313.914.312.211.411.010.89.08.28.28.68.18.68.28.58.78.16.13.6,14.8,10.5,3.6
24,2.71.41.62.93.52.83.12.83.13.13.42.80.60.51.22.75.32.75.45.85.55.85.23.3,5.8,3.3,0.5
25,3.52.82.82.53.02.93.02.93.54.13.12.93.02.81.92.02.92.03.52.72.52.63.12.4,4.1,2.9,1.9
26,2.81.92.02.12.72.72.82.72.42.73.33.12.82.42.73.14.33.14.54.14.52.50.81.0,5.2,2.9,0.8
27,0.91.72.32.31.90.91.60.91.71.71.40.41.04.04.75.24.45.26.47.17.35.35.05.1,7.3,3.3,0.4
28,6.86.47.06.44.32.42.62.42.02.32.53.81.92.12.22.01.72.02.83.12.53.33.84.7,7.0,3.3,1.4
29,5.24.75.15.05.05.05.25.04.84.73.93.63.33.13.31.71.11.72.02.32.21.50.50.2,5.2,3.3,0.2
30,0.30.91.21.10.61.81.71.81.81.22.02.31.43.14.44.75.64.77.36.15.91.62.13.1,7.3,2.9,0.3
31,3.24.93.63.62.73.12.83.13.73.62.62.62.51.93.44.55.44.53.63.34.02.61.41.6,5.4,3.3,1.4
TOTAL,3.43.43.63.93.83.73.83.74.04.04.13.73.33.63.64.14.34.14.44.64.64.23.83.5,6.5,3.9,1.5
