일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,5.34.94.73.61.71.10.91.12.12.12.53.74.16.24.04.34.84.33.62.11.50.80.51.0,6.2,3.0,0.5
02,1.40.61.11.52.11.62.11.62.81.41.33.13.53.22.92.32.82.32.72.70.90.00.31.1,3.5,1.8,0.0
03,1.81.51.50.80.81.82.01.84.14.84.84.53.84.03.63.63.53.63.34.03.73.52.93.0,4.8,3.1,0.8
04,2.92.42.32.63.43.12.63.15.45.85.86.37.17.27.77.97.17.96.65.75.64.65.04.2,7.9,5.1,2.3
05,4.75.24.44.55.25.35.35.33.33.53.74.34.64.85.02.72.32.73.73.20.71.60.50.4,5.3,3.6,0.4
06,2.22.32.31.92.24.15.44.15.95.44.24.53.82.61.73.15.53.17.48.38.27.27.77.3,8.3,4.9,1.7
07,7.36.26.15.86.96.96.36.96.05.96.17.56.75.74.85.46.25.47.57.55.64.21.31.2,7.5,5.9,1.2
08,1.80.71.71.11.22.22.92.22.01.91.41.15.35.96.77.05.87.04.22.93.02.01.12.0,7.0,2.9,0.7
09,1.10.40.61.01.11.01.41.01.22.63.22.63.94.64.95.25.05.23.82.92.92.40.90.8,5.2,2.4,0.4
10,0.10.50.50.30.50.60.50.61.21.91.51.41.64.65.95.55.05.53.83.94.03.53.92.1,5.9,2.4,0.1
11,1.50.60.80.71.00.60.90.61.61.61.21.03.13.44.24.13.64.13.12.93.13.22.71.3,4.2,2.1,0.6
12,0.30.30.30.71.11.11.31.11.91.81.31.30.92.13.85.25.05.22.91.72.52.52.01.9,5.2,2.0,0.3
13,1.20.70.70.71.41.11.01.11.11.32.73.94.55.26.05.85.75.86.86.25.34.02.42.7,7.2,3.3,0.7
14,2.72.81.30.30.41.31.61.31.31.62.52.54.43.74.64.14.04.12.51.92.71.60.60.5,4.6,2.3,0.3
15,0.30.61.31.32.61.91.41.92.42.43.63.53.04.34.23.23.83.24.42.92.52.13.03.4,5.0,2.7,0.3
16,1.50.71.11.71.21.32.41.33.23.14.65.34.95.15.65.65.55.64.74.33.72.83.22.7,5.6,3.4,0.7
17,2.62.23.01.61.81.72.11.73.63.84.14.04.15.56.26.26.26.25.14.23.23.12.11.5,6.2,3.6,1.5
18,1.10.81.30.61.41.72.01.71.20.62.74.94.93.23.65.25.05.25.04.74.54.14.13.6,5.2,3.1,0.6
19,4.25.04.85.54.25.05.75.04.24.53.73.12.11.83.53.84.63.83.64.11.82.21.70.5,5.7,3.6,0.5
20,1.42.21.11.13.03.41.93.41.53.03.33.63.55.65.06.05.96.04.13.53.62.92.72.5,6.0,3.2,0.9
21,1.92.52.92.42.22.52.52.52.82.52.53.24.14.85.86.14.66.13.92.91.31.01.82.3,6.1,3.0,1.0
22,2.73.62.22.42.52.83.92.83.12.72.32.62.41.35.15.86.05.84.94.74.44.22.93.2,6.1,3.6,1.3
23,0.91.52.00.70.50.70.50.71.72.11.72.35.05.87.07.55.67.54.05.44.43.32.42.3,7.5,3.1,0.5
24,1.91.21.91.61.21.11.61.11.11.71.83.14.03.94.34.23.84.23.93.42.52.22.71.4,4.3,2.5,1.1
25,1.50.50.81.72.31.21.21.22.02.83.42.73.63.75.06.76.56.74.63.61.40.70.81.3,6.7,2.7,0.5
26,0.40.50.61.02.01.62.01.62.42.42.01.82.83.54.54.84.34.81.81.11.40.20.40.3,4.8,2.0,0.2
27,1.31.41.82.22.12.92.82.92.61.72.32.13.03.93.11.72.31.73.32.94.34.85.13.6,5.1,2.8,1.3
28,3.54.33.02.42.73.13.63.12.53.23.84.54.33.53.53.83.63.83.83.22.22.83.53.5,4.5,3.4,2.2
29,3.03.54.43.53.93.42.73.42.01.81.81.51.50.50.60.81.20.81.00.51.31.21.61.2,4.4,1.9,0.5
30,1.82.82.92.60.71.52.51.52.71.92.42.92.53.44.85.15.45.13.64.32.21.21.51.2,5.4,2.8,0.7
31,1.31.41.11.31.92.23.12.23.23.32.92.43.02.94.24.54.64.54.34.15.15.75.53.6,5.7,3.3,1.1
TOTAL,2.12.12.11.92.12.22.52.22.62.72.93.33.74.14.64.74.74.74.13.73.22.82.52.2,5.7,3.1,0.8
