일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,0.71.10.50.50.10.41.00.42.22.73.53.54.14.44.24.43.94.44.74.83.22.94.23.4,4.8,2.8,0.1
02,1.61.22.11.91.01.30.61.30.71.21.72.93.53.22.12.96.22.93.13.12.11.51.81.7,6.2,2.2,0.6
03,0.90.20.20.40.71.11.71.12.21.92.22.83.53.83.22.64.82.63.62.11.20.71.52.4,4.9,2.1,0.2
04,0.50.50.50.60.40.90.90.91.63.53.33.44.44.85.15.45.45.44.55.75.13.14.14.1,5.7,3.1,0.4
05,3.83.94.25.25.94.34.44.33.94.43.33.43.54.14.65.25.45.24.32.62.62.93.23.6,5.9,4.1,2.6
06,2.22.24.02.93.54.64.24.64.34.54.64.13.94.23.03.22.83.22.83.61.51.71.40.6,4.6,3.2,0.6
07,0.70.80.80.81.31.52.91.53.63.93.94.04.64.66.16.95.46.95.04.94.23.12.41.9,6.9,3.4,0.7
08,2.43.42.81.61.10.70.70.72.02.52.11.91.82.52.13.33.53.33.32.62.21.62.11.7,3.5,2.2,0.7
09,2.01.81.72.22.32.02.02.03.84.84.35.03.85.64.03.44.63.44.74.12.82.63.32.6,5.6,3.4,1.7
10,3.22.83.33.65.93.72.33.73.50.92.32.43.32.52.13.95.23.93.43.52.21.92.22.0,5.9,3.1,0.9
11,1.61.42.22.23.03.53.03.53.52.32.95.43.54.66.52.82.52.83.43.32.62.43.92.8,6.5,3.2,1.4
12,2.62.31.92.22.12.72.22.72.32.52.42.32.53.04.63.53.53.53.02.31.60.80.40.3,4.6,2.4,0.3
13,1.11.00.50.71.32.01.92.02.63.23.53.34.24.23.63.33.13.33.84.85.14.84.34.0,5.1,3.0,0.5
14,4.94.65.77.06.65.24.45.24.95.04.84.94.94.14.94.55.64.53.84.94.54.95.55.4,7.0,5.1,3.8
15,6.05.86.15.25.54.55.34.55.74.44.24.85.34.64.74.63.64.63.21.83.03.32.12.2,6.1,4.3,1.8
16,2.22.52.62.82.42.51.82.52.42.01.91.83.53.12.72.32.22.31.81.31.30.40.30.2,3.5,2.0,0.2
17,2.11.71.00.71.21.91.21.91.62.00.61.52.84.03.11.81.81.81.12.03.32.92.11.4,4.0,1.9,0.6
18,0.80.50.91.21.41.52.41.52.12.13.34.55.25.65.05.04.85.03.33.24.11.91.62.5,5.6,2.9,0.5
19,1.21.02.33.12.51.41.61.40.60.31.33.33.84.14.34.54.74.53.93.64.04.12.82.1,5.2,2.8,0.3
20,1.01.92.71.60.80.60.50.61.01.20.91.22.53.03.23.93.63.94.02.52.11.11.41.1,4.0,1.9,0.5
21,0.71.00.00.00.50.91.30.92.92.71.71.81.40.61.70.80.70.81.31.00.90.51.71.6,2.9,1.2,0.0
22,1.21.82.22.82.32.82.62.84.35.05.45.45.05.75.65.24.85.24.95.64.23.93.74.0,5.7,4.0,1.2
23,4.03.63.94.03.94.14.24.13.62.23.13.84.64.63.93.94.13.93.44.03.62.51.31.6,4.6,3.6,1.3
24,2.82.32.21.91.91.92.51.93.14.24.12.92.11.92.21.33.01.31.82.32.61.72.52.3,4.2,2.5,1.3
25,1.72.72.73.32.61.91.81.93.24.43.23.42.92.53.03.83.33.83.72.51.81.21.21.6,4.4,2.7,1.2
26,1.51.11.41.21.81.41.01.42.62.83.73.22.74.14.24.43.44.41.62.64.11.71.02.1,4.4,2.4,1.0
27,2.82.51.52.52.21.62.31.62.62.42.52.21.71.12.53.32.43.31.21.51.40.60.81.1,3.3,2.0,0.6
28,1.01.11.31.21.72.43.52.42.12.12.02.22.32.83.53.52.73.52.33.03.22.31.91.2,3.5,2.2,1.0
29,0.70.10.51.21.70.91.00.91.71.81.52.32.43.43.22.73.72.73.92.62.22.61.40.6,3.9,2.0,0.1
30,1.01.31.01.31.31.92.01.92.11.62.54.04.14.84.24.14.64.14.13.62.23.53.54.3,4.8,2.9,1.0
31,2.11.51.92.01.61.41.91.42.81.81.11.62.93.13.03.94.33.93.73.23.13.31.92.5,4.3,2.5,1.1
TOTAL,2.01.92.12.22.32.22.22.22.82.82.83.23.43.73.73.73.93.73.33.22.82.32.32.2,4.9,2.8,0.9
