일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,1.82.32.22.53.03.93.23.92.53.95.55.55.25.75.14.84.14.83.93.74.75.14.14.1,5.7,3.9,1.8
02,4.14.14.84.44.64.43.94.44.34.64.64.44.44.74.94.64.44.63.14.24.74.03.84.2,4.9,4.3,3.1
03,3.11.01.81.81.62.92.42.93.43.54.14.54.24.03.63.63.03.62.32.12.41.91.71.4,4.5,2.7,1.0
04,0.82.81.80.20.41.42.21.40.51.61.91.51.61.31.83.32.83.31.20.91.71.51.92.1,3.3,1.6,0.2
05,2.52.62.63.03.13.43.23.42.93.12.85.66.86.85.55.54.55.55.84.74.75.16.06.6,6.8,4.3,2.5
06,6.76.78.28.17.45.24.05.211.512.66.24.98.48.06.46.98.16.99.37.811.414.114.412.3,14.4,8.5,4.0
07,12.312.912.213.812.613.012.213.011.810.99.48.88.27.36.86.77.46.77.77.25.54.23.53.9,13.8,9.1,3.5
08,2.83.74.04.64.44.23.94.23.43.63.43.93.22.61.83.23.13.21.91.11.71.21.62.5,4.6,3.0,1.1
09,2.52.21.81.11.82.91.92.92.22.73.02.72.93.33.02.41.32.41.12.26.99.28.98.4,9.2,3.2,0.9
10,8.58.69.39.910.511.49.711.49.79.78.59.18.511.011.911.510.511.58.89.19.09.79.19.4,11.9,9.7,8.5
11,8.05.73.25.46.77.45.57.43.34.85.75.55.45.14.15.16.05.16.16.16.44.23.83.4,8.0,5.3,3.2
12,5.37.47.07.26.93.83.33.83.92.62.21.61.55.15.15.05.25.05.65.29.411.110.38.1,11.1,5.5,1.5
13,8.76.56.87.57.76.45.36.45.95.77.06.16.78.28.27.66.67.67.07.36.76.04.92.5,8.7,6.6,2.5
14,2.02.22.62.62.52.52.12.52.93.32.72.42.31.32.01.81.61.80.90.81.01.71.71.3,3.3,2.0,0.8
15,2.11.41.41.51.61.81.91.81.82.23.12.92.70.82.03.63.23.63.33.52.62.52.12.2,3.6,2.2,0.8
16,1.91.31.82.43.12.73.42.72.93.22.81.92.61.80.99.04.59.01.72.01.41.56.58.8,9.0,3.1,0.9
17,7.111.915.110.29.08.27.38.22.43.32.31.43.12.19.413.413.113.412.312.914.615.216.715.5,16.7,9.3,1.4
18,17.018.112.910.815.614.915.814.915.513.613.112.712.711.812.312.111.612.110.810.510.19.39.17.1,18.1,12.7,7.1
19,5.83.92.42.93.73.12.43.12.02.43.03.74.34.43.73.83.63.86.17.47.89.19.08.0,9.1,4.5,2.0
20,7.95.94.13.84.02.21.72.21.92.41.21.11.22.44.43.93.63.93.12.41.10.60.71.5,7.9,2.7,0.6
21,1.51.31.21.31.52.01.72.01.81.72.22.22.11.63.52.72.72.70.80.60.80.60.81.0,3.5,1.6,0.6
22,0.70.91.21.51.81.81.71.82.12.81.82.23.02.83.13.82.73.82.22.32.83.22.43.1,3.8,2.2,0.7
23,2.92.63.84.03.02.43.22.42.41.81.91.83.83.85.43.02.43.09.214.311.712.111.114.8,14.8,5.3,1.8
24,12.913.214.113.214.513.412.813.48.37.36.98.88.09.310.811.812.511.89.58.18.48.58.27.9,14.5,10.4,6.9
25,8.39.08.36.75.14.64.64.66.25.94.42.81.81.51.31.63.71.64.95.53.62.53.32.3,9.0,4.5,1.3
26,2.52.62.23.03.02.63.72.63.03.13.02.32.82.91.91.63.01.62.12.31.81.51.81.4,3.7,2.5,1.4
27,1.71.91.81.32.52.52.62.52.72.23.64.56.36.65.55.55.15.55.15.76.77.89.911.2,11.2,4.6,1.3
28,11.410.410.611.510.912.110.412.15.75.46.26.76.25.14.14.45.14.43.31.63.82.62.21.9,12.1,6.4,1.6
29,3.23.03.54.33.64.44.64.44.74.74.33.42.73.23.13.67.03.612.313.911.310.512.011.3,13.9,6.2,2.7
30,8.77.88.09.19.58.89.68.88.57.26.05.75.75.56.27.56.47.56.05.86.05.64.52.3,9.6,6.9,2.3
TOTAL,5.55.55.35.35.55.35.05.34.74.74.44.34.64.74.95.45.35.45.35.45.75.75.95.7,9.0,5.2,2.3
