일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,23.623.623.523.423.423.423.523.423.423.323.223.223.223.323.223.223.223.223.323.323.323.223.123.1,23.6,23.3,23.1
02,23.223.223.223.223.123.123.223.123.223.123.023.123.123.023.123.223.323.223.323.323.223.223.123.1,23.3,23.2,23.0
03,23.223.223.223.223.223.123.223.123.223.223.022.922.923.023.023.023.023.023.023.023.023.023.022.9,23.2,23.1,22.9
04,22.822.822.822.922.922.922.922.922.922.922.722.622.722.722.722.722.722.722.822.822.822.822.822.7,23.0,22.8,22.6
05,22.622.522.422.522.622.722.622.722.622.322.222.222.222.122.222.322.322.322.222.222.222.222.222.2,22.7,22.3,22.1
06,22.222.122.122.122.222.222.122.222.122.122.122.022.022.022.022.022.122.022.122.122.022.122.122.1,22.2,22.1,22.0
07,22.122.122.122.122.122.122.122.122.122.122.122.122.122.022.122.022.122.022.022.022.022.022.022.0,22.1,22.1,22.0
08,22.022.022.022.022.022.022.022.022.022.022.022.022.022.022.022.022.022.022.022.022.022.021.921.9,22.0,22.0,21.9
09,21.922.022.022.021.921.921.921.921.921.921.821.821.821.821.821.821.821.821.821.821.821.821.721.7,22.0,21.8,21.7
10,21.721.721.721.721.721.621.621.621.421.521.621.621.621.621.621.621.721.621.621.721.621.621.621.5,21.7,21.6,21.4
11,21.521.421.521.521.621.721.721.721.521.521.521.421.321.321.321.421.421.421.521.621.721.521.521.4,21.7,21.5,21.3
12,21.321.421.421.421.421.421.421.421.321.321.321.321.321.221.321.321.321.321.521.521.421.421.421.4,21.5,21.4,21.2
13,21.321.421.421.421.521.421.521.421.321.321.321.221.221.221.221.221.321.221.221.321.321.321.221.2,21.5,21.3,21.2
14,21.221.221.221.221.321.321.321.321.221.221.121.121.121.121.121.021.121.021.221.221.221.121.021.0,21.3,21.2,21.0
15,21.021.020.920.920.920.921.020.920.920.920.920.820.820.820.820.820.920.821.021.020.921.020.920.9,21.0,20.9,20.8
16,20.920.920.920.820.820.821.020.820.820.620.520.420.520.620.520.620.620.620.720.620.520.420.320.4,21.0,20.7,20.3
17,20.420.520.520.520.420.520.620.520.620.520.420.320.320.320.420.420.420.420.520.520.520.520.420.4,20.6,20.5,20.3
18,20.320.320.320.420.420.420.520.420.420.420.420.420.320.320.320.420.420.420.420.420.520.520.420.4,20.5,20.4,20.3
19,20.420.320.320.320.420.320.320.320.420.420.420.320.320.220.220.320.320.320.220.320.420.420.320.3,20.5,20.3,20.2
20,20.220.120.120.120.120.120.220.120.220.120.019.919.819.719.820.020.020.019.819.819.819.819.619.6,20.2,20.0,19.6
21,19.519.319.319.419.519.519.419.519.319.319.319.319.218.918.819.019.219.019.219.219.219.119.119.0,19.5,19.2,18.8
22,19.119.119.019.019.019.119.119.119.019.019.018.919.019.019.019.019.019.019.019.019.019.019.019.0,19.1,19.0,18.9
23,18.918.919.019.018.918.919.018.918.918.918.918.918.918.918.818.918.918.918.918.918.918.918.918.9,19.0,18.9,18.8
24,18.918.918.918.918.918.918.918.918.918.918.918.918.918.918.918.919.018.919.019.018.918.918.918.9,19.0,18.9,18.9
25,18.918.918.918.918.918.918.818.918.918.918.918.818.818.818.918.918.918.919.019.019.019.018.918.9,19.0,18.9,18.8
26,18.919.019.019.019.019.019.019.018.918.918.918.918.918.919.019.019.019.019.019.019.019.019.019.0,19.0,19.0,18.9
27,19.019.019.019.019.019.019.019.018.818.718.718.618.718.718.718.718.818.718.818.818.718.718.718.7,19.0,18.8,18.6
28,18.718.718.718.718.718.718.718.718.518.518.518.518.618.618.618.718.718.718.718.718.718.618.718.7,18.7,18.7,18.5
29,18.718.718.718.718.718.718.718.718.718.618.618.418.518.618.718.718.718.718.718.718.718.718.618.6,18.7,18.7,18.4
30,18.618.618.718.718.718.718.718.718.718.718.718.618.518.618.718.818.718.818.818.818.718.818.818.7,18.8,18.7,18.5
31,18.618.618.618.818.718.718.818.718.718.618.618.618.618.618.618.718.718.718.818.718.718.818.718.7,18.8,18.7,18.6
TOTAL,20.720.720.720.720.720.720.720.720.720.620.620.620.520.520.620.620.620.620.620.620.620.620.620.6,20.8,20.6,20.5
