일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,13.913.913.914.014.014.114.114.114.114.014.014.014.014.014.014.114.114.114.414.514.614.614.414.3,14.6,14.1,13.9
02,14.314.314.314.414.414.514.514.514.514.414.314.314.314.414.414.414.414.414.714.814.914.914.914.7,14.9,14.5,14.3
03,14.614.714.714.714.714.714.814.714.814.814.714.814.814.714.714.714.814.714.914.914.915.015.115.1,15.1,14.8,14.6
04,15.115.014.915.015.015.115.115.115.215.215.115.014.914.914.915.015.015.015.115.215.215.315.315.3,15.3,15.1,14.9
05,15.215.215.115.115.215.215.315.215.415.315.415.415.415.315.215.115.115.115.415.415.515.415.715.9,15.9,15.3,15.1
06,15.715.415.315.115.115.215.415.215.615.715.915.915.615.315.315.115.115.115.315.515.816.016.116.2,16.2,15.5,15.1
07,16.015.114.814.714.714.714.814.715.215.515.615.615.314.814.714.314.314.314.614.815.015.215.415.4,16.0,15.0,14.3
08,15.314.914.514.314.314.314.414.314.514.614.814.814.814.614.314.414.414.414.414.514.614.815.115.4,15.4,14.6,14.3
09,15.415.014.514.514.414.414.414.414.514.614.614.915.015.014.914.714.714.714.714.714.814.915.015.1,15.4,14.7,14.4
10,15.115.115.114.814.914.814.814.814.914.814.914.915.215.215.215.114.915.115.015.015.015.115.215.3,15.3,15.0,14.8
11,15.315.315.415.315.115.115.115.115.115.115.115.215.315.315.515.415.315.415.215.215.215.315.415.5,15.5,15.3,15.1
12,15.515.615.715.615.515.315.315.315.315.315.315.315.415.415.515.715.715.715.515.415.315.415.515.6,15.7,15.5,15.3
13,15.715.815.715.815.715.615.415.615.415.415.415.415.515.615.615.715.815.715.615.515.515.515.515.6,15.8,15.6,15.4
14,15.715.915.916.016.116.115.816.115.615.615.715.715.715.815.916.116.216.116.216.115.915.715.715.8,16.3,15.9,15.6
15,15.815.916.016.116.216.416.516.416.015.915.915.915.915.915.916.016.116.016.316.416.416.216.116.1,16.5,16.1,15.8
16,16.116.216.216.316.316.416.416.416.516.416.316.216.316.216.316.316.416.316.516.616.817.016.916.7,17.0,16.4,16.1
17,16.616.616.616.716.816.917.016.917.016.916.716.616.616.616.616.716.716.717.117.317.117.517.317.1,17.5,16.9,16.6
18,17.117.017.017.017.017.217.117.217.417.517.417.217.117.217.117.117.217.117.317.517.517.617.617.5,17.6,17.3,17.0
19,17.317.317.317.317.317.317.417.317.617.617.717.617.517.517.517.517.517.517.617.717.817.817.918.0,18.0,17.5,17.3
20,17.817.817.617.517.617.617.817.617.817.917.918.018.018.017.917.717.817.718.018.018.118.118.018.4,18.4,17.9,17.5
21,18.218.118.017.717.817.817.917.818.118.118.118.118.118.018.118.017.918.018.118.118.118.218.218.3,18.3,18.0,17.7
22,18.418.218.218.118.018.018.018.018.218.218.218.218.218.218.218.318.218.318.218.218.318.318.318.2,18.4,18.2,18.0
23,18.218.318.418.318.218.218.218.218.218.218.318.318.418.418.518.518.518.518.518.518.518.618.618.6,18.6,18.4,18.2
24,18.618.518.618.518.418.418.418.418.418.418.518.618.818.818.718.518.518.518.518.518.518.618.818.9,18.9,18.6,18.4
25,18.818.718.718.718.618.518.518.518.518.518.618.818.719.018.918.718.718.718.618.718.718.918.919.1,19.1,18.7,18.5
26,19.219.119.119.018.918.918.718.918.718.718.818.819.019.019.319.219.119.218.918.919.019.119.319.3,19.3,19.0,18.7
27,19.419.519.519.419.219.019.019.018.918.919.119.119.219.119.219.219.119.218.918.918.918.919.019.2,19.5,19.1,18.9
28,19.119.119.119.219.119.018.919.018.818.818.818.918.919.019.019.019.119.019.019.018.918.818.818.9,19.2,19.0,18.8
29,19.019.119.219.319.419.419.319.419.119.119.119.119.219.219.219.419.619.420.019.919.619.219.019.0,20.0,19.3,19.0
30,19.019.019.319.419.519.719.719.719.218.918.818.718.818.818.819.019.219.019.819.819.418.918.518.4,19.8,19.1,18.4
31,18.418.518.518.618.919.019.219.019.018.718.318.218.218.118.218.418.618.419.520.520.119.118.518.3,20.5,18.8,18.1
TOTAL,16.816.716.716.616.616.716.716.716.716.716.716.716.716.716.716.716.716.716.816.916.916.916.916.9,17.2,16.7,16.5
