일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,9.58.48.18.28.27.66.57.68.47.57.57.87.58.48.89.59.59.57.76.44.83.64.83.1,9.5,7.4,3.1
02,1.81.51.61.51.21.21.61.21.31.41.40.32.74.45.66.36.56.34.42.23.74.33.32.1,6.5,2.8,0.3
03,2.32.43.03.33.73.12.73.12.23.22.82.32.22.92.91.81.91.81.41.61.11.20.81.2,3.7,2.3,0.8
04,1.31.41.41.61.31.31.11.31.21.51.50.91.51.11.01.11.61.12.12.23.43.18.312.4,12.4,2.3,0.9
05,11.812.612.28.88.17.98.07.98.07.76.16.98.49.18.89.69.89.69.68.77.86.53.66.7,12.6,8.5,3.6
06,6.15.83.63.73.11.81.81.82.01.11.31.45.16.97.57.88.27.88.65.94.33.41.60.7,9.5,4.3,0.7
07,0.71.11.51.91.31.51.61.51.72.52.81.81.92.83.53.33.23.32.02.22.52.22.43.5,3.5,2.2,0.7
08,2.81.20.72.12.73.53.63.54.94.95.35.15.55.45.45.65.85.65.04.53.73.43.73.6,5.8,4.1,0.7
09,3.83.94.23.93.33.03.43.03.12.52.31.91.82.23.43.94.83.94.75.36.06.56.86.9,6.9,4.0,1.8
10,7.19.07.88.27.86.24.16.22.83.13.74.85.15.15.56.46.76.45.95.54.13.82.82.0,9.0,5.3,2.0
11,2.11.61.71.92.21.12.41.13.73.53.42.92.83.13.24.54.84.54.34.94.04.03.82.5,4.9,3.2,1.1
12,1.71.42.23.12.83.02.43.02.12.12.32.11.61.91.51.10.71.16.46.85.74.44.43.1,6.8,2.8,0.7
13,1.42.22.41.71.82.01.62.03.13.01.81.52.73.63.32.92.02.91.31.52.02.21.81.3,3.6,2.1,1.3
14,0.31.01.61.02.11.82.11.82.62.63.24.14.14.04.13.72.93.75.95.31.72.74.55.1,5.9,3.0,0.3
15,3.35.76.76.67.06.56.36.51.51.21.50.71.23.65.46.86.56.86.14.63.64.66.66.6,7.0,4.6,0.7
16,6.08.19.48.58.37.77.77.77.16.96.56.98.08.48.68.27.98.27.17.16.35.95.52.8,9.4,7.2,2.8
17,2.11.91.01.01.21.41.91.42.32.11.20.81.52.43.63.94.13.93.43.02.31.10.81.5,4.1,2.1,0.8
18,1.51.21.71.92.01.81.71.82.02.52.01.42.13.42.63.13.73.12.21.31.20.91.22.8,3.7,2.0,0.9
19,3.83.32.92.72.52.02.52.03.33.53.54.24.63.54.23.62.23.64.25.52.20.71.41.7,5.5,3.0,0.7
20,2.23.24.411.912.27.32.67.35.78.611.212.713.912.511.711.912.211.912.513.012.811.712.111.4,13.9,9.7,1.6
21,7.06.46.55.13.93.02.23.03.53.13.66.210.011.610.710.610.510.69.08.57.97.67.36.7,11.6,6.8,2.1
22,4.01.73.81.01.41.91.91.92.92.43.02.72.01.92.62.42.62.41.91.91.92.11.41.7,4.0,2.3,1.0
23,2.12.21.81.71.51.82.01.82.32.11.82.72.12.72.72.63.12.61.51.21.21.31.31.5,3.1,2.0,1.2
24,1.51.91.71.61.51.61.71.62.23.52.53.11.82.22.52.72.62.71.30.20.40.50.31.5,3.5,1.8,0.2
25,1.21.61.41.21.21.61.61.61.82.22.82.92.41.82.73.12.83.11.70.70.70.40.10.7,3.1,1.7,0.1
26,0.81.21.41.72.01.81.31.82.32.01.91.42.72.32.82.82.72.82.62.76.77.77.37.0,7.7,2.9,0.8
27,7.16.78.08.98.99.69.79.69.88.78.98.77.45.96.47.78.47.77.16.35.44.33.02.3,10.0,7.4,2.3
28,1.91.71.90.50.81.62.01.62.01.40.60.61.51.32.02.12.12.11.60.80.50.40.51.2,2.1,1.4,0.4
29,0.71.22.62.42.53.33.33.32.23.93.62.52.53.54.43.73.73.72.92.82.42.20.81.5,4.4,2.7,0.7
30,0.81.01.51.01.01.11.31.12.01.91.61.82.53.83.83.63.73.63.32.92.32.01.20.6,3.8,2.1,0.6
31,1.41.31.51.31.51.82.41.82.33.23.01.51.92.24.32.42.62.42.22.42.72.52.22.4,4.3,2.2,1.3
TOTAL,3.23.33.53.53.53.23.13.23.33.43.43.43.94.34.74.84.84.84.54.13.73.53.43.5,6.5,3.7,1.2
