일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,25.525.225.125.025.025.025.125.025.225.325.425.525.225.025.025.025.125.025.125.225.225.425.525.6,25.6,25.2,25.0
02,25.625.425.225.025.025.125.125.125.225.325.425.525.525.425.225.225.325.225.325.325.325.425.525.6,25.6,25.3,25.0
03,25.725.625.525.425.325.325.325.325.425.425.525.625.725.725.625.525.525.525.625.625.525.625.725.7,25.7,25.5,25.3
04,25.825.925.825.625.525.425.425.425.525.625.725.625.825.925.825.625.525.625.625.625.725.725.825.9,25.9,25.7,25.4
05,26.026.025.925.825.725.625.525.625.625.625.825.825.926.126.026.025.726.025.725.725.725.825.826.0,26.1,25.8,25.5
06,26.126.126.025.925.725.725.625.725.625.625.825.826.026.226.225.825.625.825.625.525.625.625.625.8,26.2,25.8,25.5
07,25.926.025.925.725.625.525.525.525.525.625.725.825.926.025.925.725.525.725.225.325.325.325.325.4,26.0,25.6,25.2
08,25.525.525.425.425.325.225.125.225.025.025.125.225.425.325.625.525.325.525.025.024.924.924.925.0,25.6,25.2,24.9
09,25.025.125.125.125.125.125.125.124.924.924.925.025.025.125.225.225.425.225.125.024.924.824.724.6,25.4,25.0,24.6
10,24.624.724.724.924.924.925.024.924.824.724.624.524.524.524.624.825.024.825.225.125.024.724.624.5,25.2,24.8,24.5
11,24.524.624.624.624.824.824.924.824.924.724.624.524.524.624.624.724.924.725.225.425.525.124.924.8,25.5,24.8,24.5
12,24.824.724.824.824.924.924.924.925.125.124.824.724.724.824.824.824.924.825.125.225.425.324.924.8,25.4,24.9,24.7
13,24.824.824.824.924.924.924.924.925.125.225.024.924.824.824.924.924.924.924.925.025.125.325.024.8,25.3,24.9,24.8
14,24.824.824.724.724.724.924.924.924.925.025.024.824.724.724.724.724.724.724.824.924.925.125.325.1,25.3,24.8,24.7
15,24.824.724.624.624.624.724.824.724.925.025.124.924.724.624.724.624.624.624.824.824.924.925.124.9,25.1,24.8,24.6
16,24.724.624.624.624.624.624.724.624.824.824.825.024.824.724.724.624.724.624.824.824.824.925.025.2,25.2,24.8,24.6
17,25.224.924.724.724.724.724.824.724.925.025.125.325.224.824.724.724.724.724.824.824.924.925.125.3,25.3,24.9,24.7
18,25.124.824.824.724.624.724.724.724.924.924.925.125.024.824.724.724.724.724.724.824.925.025.025.1,25.1,24.8,24.6
19,25.125.024.924.924.924.924.924.925.025.025.025.125.325.024.924.924.924.924.924.925.025.025.125.1,25.3,25.0,24.8
20,25.225.225.125.025.024.924.924.925.025.125.125.225.225.124.924.924.824.924.724.724.724.824.824.8,25.2,25.0,24.7
21,24.824.824.824.824.724.624.624.624.624.724.624.524.424.424.324.424.424.424.324.224.324.424.424.4,24.8,24.5,24.2
22,24.323.823.623.724.024.124.024.124.124.224.023.823.723.523.523.723.823.723.823.823.823.924.024.0,24.3,23.9,23.5
23,24.024.024.023.923.823.823.823.823.823.924.023.923.823.823.823.823.823.823.723.723.723.823.823.8,24.0,23.8,23.7
24,23.823.823.823.823.823.823.723.823.723.723.723.723.723.923.823.823.723.823.723.723.723.723.723.7,23.9,23.7,23.7
25,23.723.723.723.723.723.723.723.723.623.523.523.523.523.523.523.623.623.623.523.523.523.523.523.5,23.7,23.6,23.5
26,23.523.523.523.523.523.523.623.523.523.523.523.523.523.523.423.423.523.423.523.423.423.423.423.4,23.6,23.5,23.4
27,23.423.323.323.323.423.423.423.423.223.323.423.423.523.523.523.523.523.523.423.423.523.523.523.5,23.5,23.4,23.2
28,23.523.523.523.523.623.523.623.523.423.423.423.523.523.523.523.523.623.523.623.723.723.723.823.7,23.8,23.6,23.4
29,23.623.623.623.623.623.723.723.723.623.623.623.523.523.623.523.523.623.523.623.623.623.623.623.6,23.7,23.6,23.5
30,23.623.523.523.523.623.623.723.623.523.423.523.423.423.423.523.523.523.523.623.523.623.523.523.6,23.7,23.5,23.4
TOTAL,24.824.724.624.624.624.624.624.624.624.724.724.724.724.724.624.624.624.624.624.624.724.724.724.7,25.0,24.7,24.4
