일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,22.122.122.122.222.222.422.522.422.622.422.222.122.122.122.222.222.322.222.923.624.223.322.422.2,24.2,22.5,22.1
02,22.222.222.222.222.322.322.422.322.922.922.622.322.222.222.322.322.422.322.723.223.724.323.322.6,24.3,22.6,22.2
03,22.422.422.322.422.422.422.522.422.823.123.122.822.522.422.522.522.622.522.823.123.323.623.723.6,23.7,22.8,22.3
04,23.123.022.922.922.922.923.022.923.223.423.523.423.222.923.023.123.123.123.123.223.323.623.723.8,23.8,23.2,22.9
05,23.623.223.123.123.123.023.123.023.323.423.623.924.123.623.223.223.323.223.323.523.824.324.624.9,24.9,23.5,23.0
06,25.224.623.623.523.423.423.323.423.523.624.024.224.424.023.523.423.623.423.623.623.723.824.224.5,25.2,23.8,23.3
07,24.724.523.923.623.523.523.523.523.623.723.823.924.124.123.923.623.523.623.523.523.623.723.723.8,24.7,23.8,23.5
08,24.024.124.123.623.423.323.123.323.223.323.423.623.824.124.324.023.524.023.323.423.423.423.523.8,24.3,23.6,23.1
09,24.124.324.323.823.323.323.223.323.223.223.323.323.523.723.823.823.523.823.223.323.323.323.423.5,24.3,23.5,23.1
10,23.623.824.124.123.723.423.323.423.423.423.423.423.523.824.124.324.524.323.723.523.523.523.623.7,24.5,23.7,23.3
11,23.724.024.124.424.123.723.423.723.223.223.223.223.423.623.724.024.324.023.923.423.123.023.123.2,24.4,23.6,23.0
12,23.223.423.623.823.924.023.724.023.223.123.123.123.223.323.523.723.823.723.823.423.022.822.822.7,24.0,23.4,22.7
13,22.722.822.822.923.223.323.323.322.822.622.622.622.622.722.722.923.122.923.323.322.822.722.622.6,23.3,22.9,22.6
14,22.622.722.722.722.722.923.022.923.423.422.922.822.822.822.923.023.423.023.924.124.224.224.223.4,24.2,23.2,22.6
15,23.123.123.223.223.323.624.123.623.923.923.823.823.723.623.623.723.723.723.523.523.423.223.123.0,24.1,23.5,23.0
16,23.223.423.523.523.323.223.023.222.922.922.922.923.123.423.523.523.323.523.023.023.023.023.123.2,23.5,23.2,22.9
17,23.223.323.323.223.223.323.323.323.223.122.923.023.123.223.223.223.323.223.223.223.323.523.723.7,23.7,23.3,22.9
18,23.723.323.323.323.323.323.323.323.523.723.523.423.523.423.423.423.423.423.423.523.523.523.523.5,23.7,23.4,23.3
19,23.523.423.323.323.223.323.323.323.323.323.423.423.523.523.323.223.223.223.223.323.523.723.823.8,23.8,23.4,23.2
20,23.823.723.323.323.323.323.323.323.423.523.623.623.723.523.423.323.423.323.523.423.523.623.823.8,23.8,23.5,23.3
21,23.923.823.523.623.623.623.623.623.623.623.723.824.024.023.823.623.623.623.623.623.723.824.124.3,24.3,23.7,23.5
22,24.624.523.923.623.723.723.723.723.723.723.824.024.124.223.923.723.623.723.723.723.723.823.824.0,24.6,23.9,23.6
23,24.124.223.923.723.723.723.723.723.723.823.823.924.024.124.023.823.723.823.723.723.723.823.823.9,24.2,23.8,23.7
24,24.024.124.223.923.723.723.723.723.823.823.723.823.924.124.224.123.824.123.623.623.623.623.723.9,24.2,23.8,23.6
25,24.024.124.223.923.723.723.623.723.623.723.723.723.924.024.224.223.924.223.623.623.623.623.723.7,24.2,23.8,23.6
26,23.823.924.124.223.823.723.623.723.623.623.623.623.823.924.124.624.024.623.623.623.723.723.723.7,24.6,23.8,23.6
27,23.723.823.924.024.123.823.723.823.623.623.723.723.723.824.124.224.224.223.823.723.723.823.723.8,24.2,23.8,23.6
28,23.923.823.924.024.023.923.923.923.723.723.823.823.823.923.924.224.424.224.324.023.923.823.823.8,24.8,24.0,23.7
29,23.823.923.924.024.024.124.224.123.923.823.823.823.823.823.924.024.224.024.624.624.123.923.823.7,24.6,24.0,23.7
30,23.723.723.723.823.923.924.123.924.223.923.723.723.723.723.823.924.023.924.525.125.224.324.023.7,25.2,24.0,23.7
31,23.723.623.723.623.823.824.123.824.424.224.023.623.623.623.723.823.923.825.125.525.726.125.024.1,26.1,24.2,23.6
TOTAL,23.623.623.523.523.423.423.423.423.423.423.423.423.523.523.523.623.623.623.623.623.723.723.623.6,24.3,23.5,23.2
