일,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,최대,평균,최소
01,14.6,14.6,14.7,14.7,14.8,14.7,14.6,14.7,14.6,14.6,14.7,14.7,14.8,14.8,14.7,14.7,14.8,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.8,14.7,14.6
02,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.7,14.7,14.6
03,14.6,14.6,14.6,14.6,14.5,14.5,14.5,14.5,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.5,14.4,14.5,14.4,14.5,14.5,14.5,14.5,14.5,14.6,14.5,14.4
04,14.5,14.5,14.4,14.4,14.3,14.3,14.2,14.3,14.3,14.3,14.3,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.5,14.5,14.4,14.3,14.4,14.4,14.5,14.4,14.2
05,14.4,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.6,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.6,14.6,14.6,14.6,14.5,14.5,14.6,14.5,14.4
06,14.5,14.5,14.5,14.5,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.5
07,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.7,14.8,14.7,14.6,14.8,14.6,14.6
08,14.6,14.6,14.6,14.6,14.7,14.7,14.7,14.7,14.7,14.7,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.7,14.6,14.6
09,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.6,14.6,14.6,14.6,14.6,14.6,14.5
10,14.6,14.5,14.4,14.5,14.5,14.5,14.5,14.5,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.5,14.6,14.5,14.6,14.6,14.6,14.6,14.7,14.7,14.6,14.4
11,14.7,14.7,14.5,14.6,14.6,14.6,14.6,14.6,14.6,14.7,14.7,14.7,14.8,14.8,14.8,14.7,14.6,14.7,14.7,14.7,14.7,14.7,14.7,14.8,14.8,14.7,14.5
