일,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,최대,평균,최소
01,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.3,21.3,21.3,21.3,21.4,21.3,21.5,21.6,21.6,21.6,21.7,21.7,21.7,21.4,21.3
02,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.8,21.9,22.0,22.0,22.0,22.0,22.0,21.8,21.7
03,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,22.0,22.0,21.9
04,21.9,21.9,21.9,22.0,22.1,22.3,22.4,22.3,22.6,22.7,22.8,23.0,23.2,23.3,23.4,23.5,23.7,23.5,23.8,23.8,23.9,23.9,23.9,23.8,23.9,23.0,21.9
05,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,24.0,24.2,24.3,24.4,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.2,23.9
06,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.4,24.4,24.3,24.4,24.4,24.4,24.6,24.5,24.3
07,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.3,24.4,24.4,24.4,24.4,24.4,24.5,24.5,24.5,24.7,24.9,24.8,24.8,24.8,24.8,24.9,24.5,24.3
08,24.8,24.8,24.8,24.8,24.7,24.8,24.8,24.8,24.8,24.8,24.8,24.9,24.9,24.9,24.8,24.9,25.0,24.9,25.1,25.1,25.1,25.1,25.1,25.0,25.1,24.9,24.7
09,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,24.9,24.9,24.9,24.9,25.0,25.2,25.2,25.3,25.2,25.3,25.4,25.3,25.3,25.3,25.3,25.4,25.1,24.9
10,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.2,25.1,25.1,25.1,25.1,25.2,25.3,25.3,25.5,25.3,25.6,25.6,25.5,25.5,25.4,25.4,25.6,25.3,25.1
11,25.4,25.4,25.4,25.5,25.5,25.5,25.5,25.5,25.4,25.3,25.2,25.2,25.2,25.3,25.4,25.6,25.9,25.6,25.8,25.8,25.8,25.7,25.7,25.7,25.9,25.5,25.2
12,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.6,25.4,25.4,25.5,25.6,25.7,25.7,25.7,25.6,25.6,25.6,25.5,25.4,25.3,25.7,25.6,25.3
13,25.2,25.2,25.3,25.3,25.4,25.4,25.5,25.4,25.5,25.5,25.4,25.2,25.1,25.1,25.3,25.4,25.4,25.4,25.5,25.5,25.5,25.4,25.5,25.5,25.5,25.4,25.1
14,25.5,25.4,25.4,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.4,25.5,25.5,25.5,25.5,25.5,25.8,25.5,26.2,26.3,26.4,26.4,26.3,26.3,26.4,25.7,25.4
15,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.0,25.7,25.6,25.8,26.1,25.8,26.4,26.5,26.5,26.5,26.5,26.5,26.5,26.2,25.6
16,26.4,26.4,26.3,26.3,26.3,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.3,26.0,25.6,25.4,25.5,25.4,26.1,26.2,26.3,26.3,26.2,26.2,26.4,26.2,25.4
